id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name
NM_001081343	chr4	35191282	35225880	-	3185.0	1	3110043O21Rik|AI840585|RP23-307M2.1|4 A5|4|protein-coding	12.487	22.293000000000003	22.445999999999998	16.267	8.603	3110043O21Rik
NM_001136062	chr11	70657176	70662513	+	1466.0	1	Eno3|Eno-3|MSE|DN-183N8.17-002|11 B4|11 43.21 cM|protein-coding	8.776	29.302	15.874	13.110999999999999	15.023	Eno3
NM_029575	chr9	116087695	116175363	-	4704.0	1	Tgfbr2|1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII|-|9 F3|9 68.39 cM|protein-coding	24.215	34.900999999999996	50.394	17.435	74.681	Tgfbr2
NM_001033206	chr7	139248482	139267253	+	2330.0	1	Pwwp2b|AI594893|D7Ertd517e|D930023J19Rik|Pwwp2|-|7 F4|7 84.39 cM|protein-coding	2.824	12.595999999999998	11.638	2.822	2.84	Pwwp2b
NM_010227	chrX	74223461	74246534	-	8299.0	1	Flna|ABP-280|Dilp2|F730004A14Rik|Fln1|GENA 379|filamin-1|RP23-436K3.1|X A7.3|X 37.89 cM|protein-coding	61.218	86.346	100.117	70.972	135.407	Flna
NM_001025246	chr2	93187584	93201757	+	2652.0	1	Trp53i11|Tp53i11|RP23-217C12.1|2 E1|2|protein-coding	8.612	14.889000000000001	23.070999999999998	8.093	16.453	Trp53i11
NM_015800	chr17	78200248	78376592	+	5976.0	1	Crim1|AU015004|-|17 E2-E3|17|protein-coding	8.219	17.274	17.739	6.699	11.921	Crim1
NM_001029890	chr3	88532395	88541394	+	5772.0	1	Mex3a|2700083E18Rik|Gm411|Rkhd4|-|3 F1|3|protein-coding	5.257000000000001	9.294	15.369000000000002	3.687	2.499	Mex3a
NM_009151	chr5	113817798	113830501	-	2600.0	1	Selplg|CD162|Psgl-1|Psgl1|Selp1|Selpl|-|5 F|5 55.59 cM|protein-coding	84.428	124.211	143.38299999999998	72.691	262.534	Selplg
NM_007409	chr3	138277645	138290691	+	1323.0	1	Adh1|ADH-AA|AI194826|Adh-1|Adh-1-t|Adh-1e|Adh-1t|Adh-3e|Adh1-e|Adh1-t|Adh1tl|Adh3-e|-|3 G3|3 64.16 cM|protein-coding	17.58	29.1	15.364	14.61	2.735	Adh1
NM_017375	chr19	18580364	18631813	-	1702.0	1	Ostf1|C78236|SH3P2|Sh3d3|-|19 B|19 13.17 cM|protein-coding	63.034	92.637	98.331	76.612	131.55700000000002	Ostf1
NM_025824	chr1	58393136	58406548	+	2819.0	1	Bzw1|1200015E15Rik|mKIAA0005|-|1|1 C2|protein-coding	107.34899999999999	115.37299999999999	92.056	110.8	47.86600000000001	Bzw1
NM_010688	chr11	97799672	97838764	+	3424.0	1	Lasp1|AA408629|Def-4|SH3P6|Tg(Col1a1-lacZ)1Ngma|RP23-386E10.6|11 C-D|11 61.1 cM|protein-coding	34.43	51.221000000000004	58.876000000000005	32.564	84.676	Lasp1
NM_001033432	chr10	17900466	17948067	-	3661.0	1	Heca|Gm869|HDC|HDCL|-|10 A2-A3|10|protein-coding	18.739	24.329	41.614	16.017	49.158	Heca
NR_039555	chr19	6829886	6829944	-	58.0	1	Mir5046|mmu-mir-5046|mu-mir-5046|-|19|19 5.08 cM|ncRNA	6.502999999999999	23.124000000000002	16.924	11.835999999999999	14.262	Mir5046
NM_001282737	chr4	107879755	107887424	+	685.0	1	Magoh|Mago-m|Mos2|RP23-40G2.2|4 C7|4 50.18 cM|protein-coding	160.47299999999998	161.76	123.295	164.195	42.643	Magoh
NM_009500	chr2	27263635	27426825	-	3452.0	1	Vav2|2810040F13Rik|AI847175|RP23-113K24.1|2 A3|2 19.36 cM|protein-coding	11.91	17.026	20.13	10.55	7.683	Vav2
NM_180678	chr6	55038001	55079504	+	2371.0	1	Gars|GENA202|Gena201|Nmf249|Sgrp23|-|6 B3|6 27.29 cM|protein-coding	196.106	197.11599999999999	150.504	206.267	48.974	Gars
NM_010276	chr4	11704447	11714993	+	2250.0	1	Gem|AV020497|RP23-54P14.1|4 A1|4 5.34 cM|protein-coding	10.970999999999998	18.741	15.142000000000001	9.33	2.803	Gem
NM_020578	chr17	73804841	73832093	+	3650.0	1	Ehd3|Ehd2|-|17 E2|17 45.2 cM|protein-coding	8.083	14.514000000000001	21.38	4.999	20.198	Ehd3
NM_001038846	chr1	165648945	165708094	-	2572.0	1	Rcsd1|A430105K13Rik|BC025872|-|1 H2.3|1|protein-coding	28.563000000000002	53.71	68.82300000000001	24.12	131.842	Rcsd1
NM_001110322	chr4	43447724	43454626	-	1311.0	1	Cd72|CD72c|Ly-19|Ly-32|Ly-m19|Lyb-2|RP23-195K8.4|4 B1|4 23.04 cM|protein-coding	9.174	17.301	17.19	6.394	12.107000000000001	Cd72
NR_105926	chr15	100649163	100649229	-	66.0	1	Mir6961|mmu-mir-6961|-|-|ncRNA	20.954	26.895	47.096000000000004	38.32	26.633000000000003	Mir6961
NM_153560	chr2	32535359	32569750	+	4204.0	1	Fam102a|AI426465|C230093N12Rik|Eeig1|RP23-255P20.4|2 B|2|protein-coding	20.605	31.752	41.658	13.545	64.391	Fam102a
NR_105939	chr17	35194972	35195049	+	77.0	1	Mir6973a|mmu-mir-6973a|-|-|ncRNA	30.478	34.836	56.833999999999996	16.423	86.613	Mir6973a
NM_008948	chr2	91054016	91059438	+	1621.0	1	Psmc3|TBP-1|RP23-263H8.1|2 E1|2 50.44 cM|protein-coding	145.579	155.036	128.67700000000002	159.12	69.911	Psmc3
NM_019518	chr15	101224207	101232756	+	2004.0	1	Grasp|tamalin|MNCb-4428|15|15 F3|protein-coding	10.937000000000001	17.519000000000002	19.939	8.87	13.75	Grasp
NR_035434	chr3	88536301	88536382	-	81.0	1	Mir1905|Mirn1905|mmu-mir-1905|-|3|3 38.86 cM|ncRNA	0.517	8.279	10.603	3.122	0.0	Mir1905
NM_019654	chr17	87107679	87137588	+	4392.0	1	Socs5|1810018L08Rik|Cish5|mKIAA0671|-|17 E4|17|protein-coding	12.376	18.017	18.848	11.747	6.05	Socs5
NM_001290818	chr19	4285999	4306222	-	3356.0	1	Adrbk1|Adrbk-1|Bark-1|GRK2|beta ARK|betaARK1|-|19 A|19 3.98 cM|protein-coding	101.723	127.978	146.036	103.99799999999999	206.22799999999998	Adrbk1
NM_008681	chr15	66929318	66969641	-	2872.0	1	Ndrg1|CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5|-|15 D2|15|protein-coding	88.55799999999999	109.65899999999999	62.417	95.421	23.798000000000002	Ndrg1
NR_028574	chr3	123507552	123508336	-	784.0	1	Snhg8|1110065M07Rik|2010109N14Rik|-|3 G3|3|ncRNA	57.891000000000005	60.025	50.081	49.449	27.96	Snhg8
NR_105952	chr19	4623898	4623955	-	57.0	1	Mir6986|mmu-mir-6986|-|-|ncRNA	13.234000000000002	11.765	26.549	19.016	0.0	Mir6986
NM_001252201	chr1	39900913	40026310	+	5548.0	1	Map4k4|9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik|-|1 B|1|protein-coding	32.617	50.823	53.218	31.604	78.248	Map4k4
NM_013487	chr9	44981786	44987052	+	1323.0	1	Cd3d|T3d|-|9 A5.2|9 24.84 cM|protein-coding	61.135	67.295	100.749	59.644	129.659	Cd3d
NM_177324	chr7	110308013	110614920	-	7120.0	1	Sbf2|4833411B01Rik|AA414977|AI317167|B430219L04Rik|Mtmr13|mMTMH1|-|7|7 F2|protein-coding	9.17	14.715	17.141	10.347000000000001	3.3760000000000003	Sbf2
NM_008866	chr1	4807893	4846735	+	2422.0	1	Lypla1|Pla1a|-|1 A1|1|protein-coding	36.319	46.271	39.025	41.978	18.912	Lypla1
NM_011076	chr5	8660092	8748570	+	4947.0	1	Abcb1a|Abcb4|Evi32|Mdr1a|Mdr3|P-gp|Pgp|Pgy-3|Pgy3|mdr-3|-|5 A1|5 3.43 cM|protein-coding	5.327999999999999	13.562999999999999	12.995999999999999	4.893	6.249	Abcb1a
NM_001159574	chr5	74535482	74597124	+	2929.0	1	Fip1l1|1300019H17Rik|Rje|-|5|5 D|protein-coding	51.193999999999996	56.416000000000004	51.288000000000004	54.448	24.694000000000003	Fip1l1
NM_010508	chr16	91485215	91510522	+	7000.0	1	Ifnar1|CD118|Ifar|Ifnar|Ifrc|Infar|-|16 C3.3|16 52.98 cM|protein-coding	14.093	20.320999999999998	25.86	12.909	22.076	Ifnar1
NM_027206	chr3	95139521	95142360	-	1118.0	1	Tnfaip8l2|1810019A08Rik|AW610835|TIPE2|-|3 F2.1|3|protein-coding	12.295	26.498	40.35	14.09	64.092	Tnfaip8l2
NR_030458	chr14	60228806	60228915	-	109.0	1	Mir719|Mirn719|mmu-mir-719|-|14|14|ncRNA	48.443999999999996	50.303000000000004	37.522	38.119	15.652000000000001	Mir719
NM_001252653	chr3	95734148	95739569	-	1883.0	1	Ecm1|AI663821|p85|-|3 F2.1|3 40.91 cM|protein-coding	50.276	41.667	39.400999999999996	23.543000000000003	28.005	Ecm1
NR_000002	chr7	45127383	45127463	-	80.0	1	Snord32a|Rnu32|Rnu32a|U32|U32A|-|7 B4|7|snoRNA	6.81	9.369	17.893	10.387	0.0	Snord32a
NR_038151	chr18	33794892	33795989	+	430.0	1	2410004N09Rik|-|RP23-97E12.1|18|18|ncRNA	72.413	58.619	56.974	48.818000000000005	26.691	2410004N09Rik
NM_001039723	chr5	123076275	123117445	+	1846.0	1	Tmem120b|-|-|5 F|5|protein-coding	12.259	16.967	19.563	12.839	5.769	Tmem120b
NR_030443	chr10	76207326	76207409	-	83.0	1	Mir678|Mirn678|mmu-mir-678|-|10|10|ncRNA	6.059	12.357000000000001	25.131	9.577	23.046999999999997	Mir678
NM_001253685	chr10	63382443	63408840	+	1145.0	1	Dnajc12|Jdp1|mJDP1|-|10 B4|10|protein-coding	7.869	13.126	15.109000000000002	6.6579999999999995	5.2829999999999995	Dnajc12
NM_018861	chr11	20302180	20332713	-	3916.0	1	Slc1a4|ASCT-1|ASCT1|AW045657|SATT|RP23-403O15.1|11 A3.1|11 12.97 cM|protein-coding	25.47	29.897	21.4	19.984	4.198	Slc1a4
NM_007725	chr10	79988600	79995400	+	1773.0	1	Cnn2|AA408047|AI324678|Calpo2|-|10 C1|10|protein-coding	100.55	153.58100000000002	148.326	101.931	259.226	Cnn2
NM_028640	chr4	63414910	63495991	-	4042.0	1	Whrn|1110035G07Rik|AW122018|AW742671|C430046P22Rik|Dfnb31|wi|RP23-340H1.8|4 C1|4 33.97 cM|protein-coding	5.6610000000000005	10.607999999999999	12.699000000000002	4.729	2.174	Whrn
NM_001272052	chr2	163726571	163750239	-	1690.0	1	Ada|-|RP23-144O20.2|2 H3|2 84.44 cM|protein-coding	8.033999999999999	11.32	16.625999999999998	7.825	4.13	Ada
NM_010751	chr6	86647045	86669159	-	4653.0	1	Mxd1|AW122478|Mad|Mad1|-|6 D1|6 37.75 cM|protein-coding	34.063	48.467	56.413000000000004	26.859	89.899	Mxd1
NM_007536	chr9	88723288	88731850	-	792.0	1	Bcl2a1d|A1-d|-|9 E3.1|9|protein-coding	13.228	20.271	17.764	13.64	5.875	Bcl2a1d
NM_009288	chr11	32533266	32624595	+	5052.0	1	Stk10|Gek1|Lok|mKIAA4026|RP23-395O6.3|11 A4|11 18.97 cM|protein-coding	18.739	26.563000000000002	42.794	19.131	55.578	Stk10
NM_018824	chr2	132052496	132145108	-	6346.0	1	Slc23a2|AI844736|NBTL1|SVCT2|Slc23a1|YSPL2|YSPL3|mKIAA0238|RP23-370C15.1|2|2 G2|protein-coding	19.58	25.224	24.426	20.525	10.167	Slc23a2
NM_026929	chr2	119351242	119354327	+	1565.0	1	Chac1|1810008K03Rik|RP23-46P4.9|2 E5|2|protein-coding	22.708000000000002	28.432	21.874000000000002	22.000999999999998	4.063	Chac1
NM_025409	chr18	76930027	76941614	+	1389.0	1	Ier3ip1|1110057H19Rik|AI644142|AL022842|AL022863|AV026606|-|18 E3|18|protein-coding	38.68	42.144	40.045	38.966	19.839000000000002	Ier3ip1
NM_144907	chr4	132492807	132510456	-	2643.0	1	Sesn2|HI95|SEST2|Ses2|RP23-63D8.3|4 D2.3|4|protein-coding	50.358999999999995	53.386	43.313	49.718	14.279000000000002	Sesn2
NR_105993	chr5	110666075	110666141	-	66.0	1	Mir7026|mmu-mir-7026|-|-|ncRNA	12.064	15.54	21.069000000000003	15.328	5.483	Mir7026
NM_134137	chr18	42202349	42262071	-	3772.0	1	Lars|2310045K21Rik|3110009L02Rik|AW536573|mKIAA1352|-|18|18 E|protein-coding	95.448	93.774	74.729	95.536	21.135	Lars
NR_046007	chr7	90124836	90129936	-	376.0	1	2310010J17Rik|-|-|7 E1|7|ncRNA	13.932	17.1	20.558000000000003	12.876	8.937000000000001	2310010J17Rik
NM_001168652	chr5	137629123	137641099	+	2244.0	1	Lrch4|2810008P14Rik|2900069C24Rik|AI558103|LRN|LRRN4|SAP25|mFLJ00248|-|5 G2|5|protein-coding	27.956999999999997	39.781	65.21300000000001	28.289	101.71700000000001	Lrch4
NM_008444	chr2	153291416	153333389	+	5620.0	1	Kif3b|AI854312|AW549267|mKIAA0359|RP23-192G18.6|2 G-H2|2 75.41 cM|protein-coding	28.433000000000003	34.344	32.974000000000004	31.81	16.410999999999998	Kif3b
NM_008842	chr17	29491045	29495459	+	1745.0	1	Pim1|Pim-1|-|17 A3.3|17 15.38 cM|protein-coding	404.069	387.593	332.74800000000005	428.73900000000003	155.543	Pim1
NM_025352	chr11	53428948	53430831	-	495.0	1	Uqcrq|1100001F06Rik|1500040F11Rik|5830407L17Rik|9.5kDa|AA959903|QP-C|Qpc|Uqcrb|c1502|RP23-226J16.5|11 B1.3|11|protein-coding	491.719	435.824	321.079	386.411	179.642	Uqcrq
NM_008522	chr9	111019292	111042766	+	2723.0	1	Ltf|Csp82|Lf|MMS10R|Ms10r|-|9 F|9 60.79 cM|protein-coding	88.633	197.812	239.102	38.625	649.955	Ltf
NM_026542	chr11	102402976	102407517	-	1653.0	1	Slc25a39|3010027G13Rik|D11Ertd333e|RP23-226P4.3|11 D|11 66.29 cM|protein-coding	89.01299999999999	83.76100000000001	62.623000000000005	65.507	36.812	Slc25a39
NM_011178	chr10	79879667	79883172	+	963.0	1	Prtn3|PR3|mPR3|-|10 C1|10 39.72 cM|protein-coding	7.18	16.672	27.139	3.4139999999999997	47.028999999999996	Prtn3
NM_026862	chr7	24743983	24760311	-	2695.0	1	Cd177|1190003K14Rik|Pdp3|-|7 A3|7|protein-coding	28.877	68.618	73.057	10.082	195.537	Cd177
NR_105997	chr5	115645573	115645632	+	59.0	1	Mir7030|mmu-mir-7030|-|-|ncRNA	7.103	9.36	17.33	11.023	1.7530000000000001	Mir7030
NM_153137	chr1	193175504	193201546	-	2103.0	1	Traf3ip3|6030423D04Rik|AI115021|T3jam|RP23-282D4.1|1 H6|1|protein-coding	21.781	27.104	52.938	19.156	77.955	Traf3ip3
NM_145965	chr12	78226655	78684769	+	3275.0	1	Gphn|5730552E08Rik|AI662856|BC027112|C230040D23|GPH|GPHRYN|geph|-|12 D2|12|protein-coding	27.781	30.75	21.555	21.026999999999997	5.667000000000001	Gphn
NM_027427	chr11	83473108	83506740	+	2031.0	1	Taf15|2610111C21Rik|68kDa|TAFII68|Taf2n|RP23-249K18.5|11|11 B5|protein-coding	89.84100000000001	87.07	90.155	101.73700000000001	41.797	Taf15
NM_021345	chr9	64986983	65021717	-	2720.0	1	Ptplad1|4930523M17Rik|AW742319|B-ind1|HACD3|Hspc121|-|9|9 D|protein-coding	36.454	41.854	35.967	36.967	18.779	Ptplad1
NM_001288578	chr3	138437200	138455499	+	1575.0	1	Adh5|Adh-5|Adh3|GSNOR|-|3 G3|3|protein-coding	110.31700000000001	117.338	82.941	109.62899999999999	38.766	Adh5
NM_152839	chr5	88519809	88527897	-	2096.0	1	Igj|9530090F24Rik|AI323815|Jch|-|5 E1|5|protein-coding	50.006	63.724	77.07600000000001	30.683000000000003	138.819	Igj
NM_178372	chr17	25298394	25300161	+	1209.0	1	Prss34|C130091P12|Mcp11|mMcp-11|-|17 A3.3|17 12.53 cM|protein-coding	25.859	36.314	50.473	16.137999999999998	88.133	Prss34
NM_007485	chr19	4425457	4439424	-	1331.0	1	Rhod|AI326383|Arhd|Rho|RhoHP1|RhoM|-|19 A|19|protein-coding	2.928	9.927999999999999	12.168	1.71	12.040999999999999	Rhod
NM_029723	chr2	59484653	59505020	+	567.0	1	Dapl1|2310032F03Rik|EEDA|RP23-151F21.4|2|2 C3|protein-coding	6.209	8.209	25.896	4.461	31.456999999999997	Dapl1
NM_011772	chr10	128632415	128645993	-	3570.0	1	Ikzf4|A630026H08Rik|Eos|Zfpn1a4|Znfn1a4|-|10 D3|10|protein-coding	10.131	15.602	13.931	9.959	3.8810000000000002	Ikzf4
NM_027000	chr13	8972478	8996012	-	2546.0	1	Gtpbp4|2610028C09Rik|Crfg|Gtpbp3|NGB|Nog1|-|13 A1|13|protein-coding	145.69	140.619	93.365	126.17200000000001	32.51	Gtpbp4
NM_001030296	chr13	55464267	55473155	+	1355.0	1	Prr7|XM_484263|-|13 B1|13|protein-coding	9.959	17.613	21.581999999999997	11.759	21.176	Prr7
NM_178744	chr12	76370266	76388747	+	3983.0	1	Zbtb1|9430077A12|AI256369|Bsg2|C430003J21Rik|-|12 C3|12|protein-coding	36.446999999999996	41.348	33.229	33.853	18.315	Zbtb1
