id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NM_001033339	chr17	23629458	23645269	-	3361.0	1	Mmp25|F730048C11Rik|Leukolysin|MMP20|MT6-MMP|-|17 A3.3|17|protein-coding	8.791	15.375	13.276	8.847000000000001	41.208999999999996	20.504	23.616	41.856	23.779	67.7	54.653	17.101	13.617	76.679	88.96600000000001	Mmp25
NM_011401	chr6	122727809	122742745	-	3947.0	1	Slc2a3|AA408729|AL023014|AL024341|AU040424|C78366|Glut-3|Glut3|-|6 F2|6 57.82 cM|protein-coding	8.908	13.422	20.476	7.662000000000001	43.592	10.860999999999999	16.298	31.38	15.895	80.847	64.175	9.197000000000001	8.335	88.10700000000001	72.915	Slc2a3
NM_001161365	chr12	102283641	102390854	+	3742.0	1	Rin3|6430500K07|C86933|-|12 E|12|protein-coding	12.33	14.821	26.002	9.578	69.467	14.710999999999999	19.377	34.51	21.565	78.837	61.636	12.715	12.65	91.186	80.97800000000001	Rin3
NM_001278269	chr15	6579847	6665608	+	4840.0	1	Fyb|ADAP|B630013F22Rik|FYB-120/130|Slap130|p120/130|p120/p130|-|15 A1|15|protein-coding	19.162	32.755	75.393	13.855	110.321	31.725	42.20399999999999	60.879	41.57	95.70700000000001	92.40700000000001	23.401	19.294	92.656	85.542	Fyb
NM_007780	chr15	78325990	78351001	+	4749.0	1	Csf2rb|AI848964|AIC2B|Bc|CDw131|Csf2rb1|Csfgmrb|Il3r|Il3rb|Il3rb1|Il5rb|-|15 E1|15 37.36 cM|protein-coding	14.684000000000001	19.744	17.474	12.994000000000002	65.39399999999999	28.79	34.418	50.458	35.478	65.014	52.626999999999995	25.404	23.811	70.774	105.925	Csf2rb
NM_001252547	chr2	32727689	32755007	+	2606.0	1	Sh2d3c|Chat|Nsp3|Shep1|RP23-17P12.7|2 B|2|protein-coding	8.089	11.700999999999999	17.562	5.795	44.28	15.359000000000002	20.119	38.428000000000004	19.128	78.468	63.29600000000001	11.628	11.142999999999999	100.49700000000001	75.388	Sh2d3c
NM_001301304	chr3	103739815	103791563	-	7921.0	1	Hipk1|1110062K04Rik|Myak|DN-252N9.6|3|3 F3|protein-coding	27.406	28.909000000000002	32.101	26.333000000000002	51.993	41.926	45.687	57.518	46.717	101.044	94.18799999999999	40.036	39.55	114.105	100.04	Hipk1
NM_178372	chr17	25298394	25300161	+	1209.0	1	Prss34|C130091P12|Mcp11|mMcp-11|-|17 A3.3|17 12.53 cM|protein-coding	25.859	36.314	50.473	16.137999999999998	88.133	16.649	22.519000000000002	36.321999999999996	25.346	65.07	77.915	14.08	14.763	75.093	71.417	Prss34
NM_139198	chr5	100553733	100572205	-	689.0	1	Plac8|C15|D5Wsu111e|-|5 E3|5 48.49 cM|protein-coding	84.485	79.008	82.45100000000001	88.25399999999999	174.833	62.386	69.135	62.305	65.36	82.89299999999999	100.669	61.17	50.835	101.29	121.01299999999999	Plac8
NM_011175	chr12	102394098	102439697	-	1858.0	1	Lgmn|AEP|AI746452|AU022324|Prsc1|-|12 E|12|protein-coding	9.135	17.006	16.509	11.512	53.81399999999999	14.610999999999999	18.019000000000002	37.763000000000005	17.746	45.11	35.169000000000004	14.681	10.66	54.229	87.303	Lgmn
NM_001168652	chr5	137629123	137641099	+	2244.0	1	Lrch4|2810008P14Rik|2900069C24Rik|AI558103|LRN|LRRN4|SAP25|mFLJ00248|-|5 G2|5|protein-coding	27.956999999999997	39.781	65.21300000000001	28.289	101.71700000000001	34.458	42.998999999999995	56.513000000000005	42.25899999999999	85.99	84.863	34.845	34.234	93.745	96.447	Lrch4
NM_019771	chr2	143915331	143943324	+	1894.0	1	Dstn|2610043P17Rik|ADF|AU042046|Dsn|corn1|sid23p|RP23-77A2.1|2 H1|2 70.89 cM|protein-coding	17.038	28.054000000000002	29.217	17.320999999999998	69.333	20.643	26.987	39.2	21.945999999999998	66.568	67.143	19.491	13.205	80.768	75.441	Dstn
NM_001163489	chr3	88435962	88461182	-	3029.0	1	Sema4a|AI132332|SemB|Semab|-|3 F1|3|protein-coding	12.397	21.123	27.383000000000003	11.32	47.29600000000001	22.924	30.831	52.531000000000006	28.863000000000003	73.766	65.096	20.482	15.443	86.359	82.417	Sema4a
NM_001130459	chr11	3917078	3931961	-	2017.0	1	Tcn2|AW208754|Tcn-2|RP23-453E10.1|11 A1|11 2.76 cM|protein-coding	7.916	12.614	22.244	4.604	54.724	13.172	18.954	38.624	18.375	57.988	57.051	10.804	9.126	68.181	72.702	Tcn2
NM_010378	chr17	34282751	34287771	-	1062.0	1	H2-Aa|Aalpha|H-2Aa|H2Aa|I-Aalpha|IAalpha|Ia-1|Ia1|-|17 B1|17 17.98 cM|protein-coding	43.723	50.738	39.975	47.357	155.92600000000002	110.71700000000001	91.698	117.42299999999999	97.773	96.949	81.884	114.036	77.39399999999999	115.29299999999999	172.798	H2-Aa
NM_008359	chr6	120463197	120483727	+	3955.0	1	Il17ra|AW538159|Cdw217|Il17r|VDw217|-|6 F1|6 56.95 cM|protein-coding	29.574	33.353	47.393	23.615	80.954	29.994	35.597	50.605	35.795	82.64299999999999	78.32300000000001	28.78	28.761	95.176	89.051	Il17ra
NM_011410	chr11	83175186	83190216	+	3948.0	1	Slfn4|AI450778|RP23-308N3.2|11 C|11|protein-coding	3.1310000000000002	6.763999999999999	9.562000000000001	2.6630000000000003	25.025	9.815	18.973	25.651	19.285999999999998	54.731	53.961000000000006	6.494	3.444	85.512	70.243	Slfn4
NM_009025	chr8	13567218	13677587	-	4092.0	1	Rasa3|AI326412|C86362|E130011G04|GAPIII|scat|-|8 A1.1|8 6.29 cM|protein-coding	17.369	30.191999999999997	65.047	12.873	84.485	27.005	37.898	64.80199999999999	38.05	82.58200000000001	76.064	19.848	19.471	96.573	84.777	Rasa3
NM_010555	chr1	40084768	40125226	+	1333.0	1	Il1r2|CD121b|Il1r-2|-|1 B|1 18.65 cM|protein-coding	40.965	35.777	24.945	49.655	50.497	42.037	47.481	65.14699999999999	53.51	65.905	91.719	43.733999999999995	32.361999999999995	60.395	95.65899999999999	Il1r2
NM_009369	chr13	56609603	56639339	+	2659.0	1	Tgfbi|68kDa|AI181842|AI747162|Beta-ig|big-h3|-|13 B-C1|13 30.09 cM|protein-coding	2.884	10.162	16.75	1.033	50.63	5.127000000000001	12.273	29.219	12.829	47.955	51.68600000000001	2.912	2.483	66.74	64.684	Tgfbi
NM_133185	chr16	5008729	5013553	-	1379.0	1	Rogdi|0610011C19Rik|AU020118|C76152|Lzf|-|16 A1|16 2.49 cM|protein-coding	11.548	22.913	17.38	15.039000000000001	52.637	18.551	18.959	40.826	24.624000000000002	41.794	30.846999999999998	15.69	11.725999999999999	60.007	90.891	Rogdi
NM_001198977	chr13	52583437	52648792	+	5083.0	1	Syk|Sykb|-|13 B-C2|13 27.41 cM|protein-coding	9.951	15.878	16.479	8.7	47.438	22.162	24.996	42.075	24.97	58.589	55.129	20.003	14.398	70.255	81.268	Syk
NM_019549	chr11	16971206	17008718	-	4105.0	1	Plek|2010300B13Rik|RP23-348N2.1|11 A2|11 9.41 cM|protein-coding	16.762999999999998	16.961	15.712	15.702	35.755	30.693	33.769	54.585	33.062	72.992	63.589	30.276999999999997	19.355	87.76700000000001	86.35	Plek
NM_030251	chr6	88835914	88841935	-	1866.0	1	Abtb1|AI847549|BC003234|BPOZ|EF1ABP|-|6 D1|6|protein-coding	15.07	20.653000000000002	28.756999999999998	13.554	66.273	14.673	19.328	31.265	17.393	59.958	52.714	13.959000000000001	14.633	94.63600000000001	76.22800000000001	Abtb1
NM_009121	chrX	155213126	155216449	-	1160.0	1	Sat1|AA617398|SSAT|Sat|RP23-440J5.9|X F3-F4|X 72.38 cM|protein-coding	43.678000000000004	48.934	51.159	49.181000000000004	86.195	43.506	40.415	57.573	45.604	88.197	79.454	51.538000000000004	41.528999999999996	93.84299999999999	100.723	Sat1
NM_008685	chr15	103248218	103255416	-	1663.0	1	Nfe2|45kDa|NF-E2|p45|p45NFE2|p45nf-e2|-|15 F3|15 58.62 cM|protein-coding	10.282	14.469000000000001	16.158	6.735	51.886	12.069	15.665	28.141	16.248	55.68600000000001	56.167	8.201	7.436	69.206	65.74	Nfe2
NM_022027	chr10	5020196	5069063	-	4807.0	1	Syne1|8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|Myne1|mKIAA1756|-|10 A1|10|protein-coding	3.025	5.678999999999999	9.504	2.1719999999999997	27.318	8.508	11.122	20.877	11.187999999999999	63.43	52.033	5.8660000000000005	4.749	79.655	62.091	Syne1
NM_023065	chr8	70762773	70766663	-	971.0	1	Ifi30|GILT|IP30|-|8 B3.3|8|protein-coding	41.088	62.928000000000004	43.216	52.8	136.144	60.038999999999994	61.115	78.491	54.161	66.867	51.825	53.49100000000001	47.078	73.092	132.54399999999998	Ifi30
NM_028732	chr10	60346851	60372684	+	4837.0	1	4632428N05Rik|Dies1|PD-1H|VISTA|-|10 B4|10|protein-coding	57.035	36.804	40.4	32.037	89.76100000000001	42.478	39.099000000000004	49.306999999999995	39.199	78.075	75.09100000000001	36.580999999999996	35.57	101.499	94.965	4632428N05Rik
NM_010877	chr1	152807890	152836990	+	2579.0	1	Ncf2|NOXA2|Ncf-2|p67phox|-|1 G3|1 65.05 cM|protein-coding	3.1689999999999996	7.739	11.434000000000001	3.138	36.444	6.815	9.152999999999999	24.941	10.397	53.684	47.387	4.573	4.187	73.40100000000001	62.781000000000006	Ncf2
NM_017375	chr19	18580364	18631813	-	1702.0	1	Ostf1|C78236|SH3P2|Sh3d3|-|19 B|19 13.17 cM|protein-coding	63.034	92.637	98.331	76.612	131.55700000000002	58.11	66.141	92.454	66.543	84.676	93.681	54.948	55.49100000000001	114.811	120.859	Ostf1
NM_025378	chr7	141009590	141010744	-	644.0	1	Ifitm3|1110004C05Rik|Cd225|Cdw217|DSPA2b|Fgls|IP15|mil-1|-|7 F5|7|protein-coding	80.497	74.605	62.492	63.396	183.517	60.71	67.102	66.986	69.525	83.932	89.226	58.518	45.526	122.68700000000001	117.113	Ifitm3
NM_001161428	chr19	3935186	3949340	+	1980.0	1	Unc93b1|Unc-93B1|Unc93b|-|19 A|19|protein-coding	13.038	20.5	22.474	12.225999999999999	88.307	24.434	24.01	35.08	23.424	57.756	48.227	22.4	17.379	77.26	81.97399999999999	Unc93b1
NM_011778	chr19	4148663	4154035	+	1831.0	1	Coro1b|-|-|19 A|19 3.85 cM|protein-coding	50.331	59.891999999999996	71.434	52.114	138.355	54.206	54.83	81.67399999999999	58.688	82.516	80.366	55.137	54.148999999999994	101.039	118.175	Coro1b
NM_010194	chr7	80377758	80387946	-	2741.0	1	Fes|AI586313|BB137047|FPS|c-fes|-|7 D3|7 45.65 cM|protein-coding	5.55	9.972999999999999	13.295	5.312	47.11600000000001	10.349	15.970999999999998	30.142	14.465	52.341	45.129	7.388999999999999	7.002000000000001	77.58800000000001	68.53699999999999	Fes
NM_146008	chr10	84576947	84614355	+	2388.0	1	Tcp11l2|E430026E19Rik|-|10 C1|10|protein-coding	10.021	12.488	27.112	7.535	59.515	13.943	19.219	31.651	17.730999999999998	59.478	59.233000000000004	12.174000000000001	10.965	71.835	65.505	Tcp11l2
NM_009875	chr6	134920401	134925525	+	2400.0	1	Cdkn1b|AA408329|AI843786|Kip1|p27|p27Kip1|-|6 G1|6 65.77 cM|protein-coding	38.416	50.705	69.852	35.859	124.079	37.077	44.926	60.346000000000004	47.988	72.558	84.346	37.109	33.244	93.85600000000001	90.837	Cdkn1b
NM_010688	chr11	97799672	97838764	+	3424.0	1	Lasp1|AA408629|Def-4|SH3P6|Tg(Col1a1-lacZ)1Ngma|RP23-386E10.6|11 C-D|11 61.1 cM|protein-coding	34.43	51.221000000000004	58.876000000000005	32.564	84.676	37.626999999999995	47.736999999999995	66.28399999999999	47.211999999999996	81.176	80.797	35.325	34.676	101.74700000000001	94.53200000000001	Lasp1
NM_007510	chr6	120795244	120822685	-	1193.0	1	Atp6v1e1|2410029D23Rik|Atp6e|Atp6e2|Atp6v1e|D6Ertd385e|E2|P31|Vma4|-|6 F1|6 57.01 cM|protein-coding	73.242	81.472	79.81	76.22800000000001	85.068	70.699	74.02199999999999	97.804	71.634	110.322	97.24600000000001	67.991	60.36	118.616	125.196	Atp6v1e1
NM_013470	chr5	96793385	96845968	+	1582.0	1	Anxa3|Anx3|-|5 E3|5 47.29 cM|protein-coding	13.192	26.381	19.984	14.274000000000001	46.34	18.114	22.084	36.077	26.045	45.858000000000004	46.978	16.367	10.186	56.364	76.07300000000001	Anxa3
NM_008677	chr15	78244811	78262580	+	1442.0	1	Ncf4|AI451400|p40phox|RP23-385C21.1|15 E1|15 37.1 cM|protein-coding	20.082	28.476999999999997	29.894000000000002	16.160999999999998	74.43	24.096	27.456999999999997	47.778	27.389	65.304	56.248999999999995	22.01	19.051	87.84899999999999	79.586	Ncf4
NM_153104	chr11	95824500	95832140	+	1905.0	1	Phospho1|D11Moh36|Phospo1|RP23-151M22.3|11 D|11 59.01 cM|protein-coding	2.42	4.763	8.201	1.46	26.433000000000003	2.2230000000000003	6.196000000000001	16.919	5.053999999999999	43.245	36.644	1.2109999999999999	1.469	65.975	59.542	Phospho1
NM_025522	chr12	72650353	72664828	-	1295.0	1	Dhrs7|2310016E22Rik|5730564L20Rik|AW061210|Retdsr4|Retsdr4|-|12 C3|12|protein-coding	7.152	13.25	17.244	7.84	48.066	7.794	11.184000000000001	21.357	8.874	49.232	39.931	6.85	6.697	78.094	65.072	Dhrs7
NM_011223	chr5	115506676	115555987	+	3693.0	1	Pxn|AW108311|AW123232|Pax|-|5 F|5 56.1 cM|protein-coding	25.555999999999997	33.166	33.258	23.285	55.213	26.42	30.177	49.031000000000006	32.504	72.23	62.318999999999996	26.421	25.923000000000002	84.381	84.18	Pxn
NM_007901	chr3	115710433	115715055	-	3025.0	1	S1pr1|AI849002|Edg1|Lpb1|S1p|S1p1|-|3 G1|3|protein-coding	18.660999999999998	36.251999999999995	78.932	10.594000000000001	154.808	20.212	28.369	45.038999999999994	30.51	76.10300000000001	69.295	14.187000000000001	11.579	81.139	67.445	S1pr1
NM_007801	chr9	90054267	90076095	+	1609.0	1	Ctsh|AL022844|-|9 E3.1|9 47.4 cM|protein-coding	8.83	17.945999999999998	18.302	10.644	67.058	18.459	21.948	35.559	21.844	50.148	42.923	18.259	14.431	63.434	78.482	Ctsh
NM_001253716	chr14	64122621	64416956	-	1185.0	1	Msra|2310045J23Rik|6530413P12Rik|MSR-A|-|14 D1|14 33.36 cM|protein-coding	13.934000000000001	19.773	20.708000000000002	10.61	44.675	15.616	19.563	35.514	21.971999999999998	56.715	51.42	14.884	11.19	76.456	70.195	Msra
NM_010747	chr4	3678121	3791612	+	3378.0	1	Lyn|AA407514|Hck-2|p53Lyn|p56Lyn|RP23-49A12.2|4 A1|4 2.05 cM|protein-coding	5.037	8.373	11.392999999999999	4.138999999999999	34.236999999999995	12.57	14.880999999999998	24.958000000000002	13.898	56.988	49.461000000000006	9.836	5.847	66.056	61.773	Lyn
NM_029658	chr11	76019195	76027782	-	3506.0	1	Fam101b|1500005K14Rik|RefilinB|cfm|RP23-96I9.3|11|11 B4|protein-coding	4.255	4.9510000000000005	14.01	2.01	72.889	4.269	7.055	13.288	7.471	43.093999999999994	42.621	2.559	3.032	66.683	57.53	Fam101b
NM_016794	chr6	72385221	72390667	-	781.0	1	Vamp8|AU041171|Edb|endobrevin|-|6 C1|6 32.27 cM|protein-coding	44.644	52.427	56.924	48.251000000000005	114.71799999999999	33.72	41.663999999999994	59.291000000000004	40.23	55.367	61.132	36.567	38.185	80.023	100.936	Vamp8
NM_205820	chrX	106143275	106160493	+	4009.0	1	Tlr13|AI666735|Gm713|RP23-186F4.4|X D|X|protein-coding	2.519	6.76	6.55	1.649	19.317999999999998	8.841000000000001	12.902000000000001	29.315	15.429	54.353	48.268	5.947	3.07	57.648	59.582	Tlr13
NM_001081079	chr1	23366424	23383175	-	4835.0	1	Ogfrl1|2210417C17Rik|-|1 A5|1|protein-coding	6.085	10.794	9.736	6.2989999999999995	24.465	11.997	15.405	28.586	14.495999999999999	55.748999999999995	49.343	10.370999999999999	6.087000000000001	61.486000000000004	61.731	Ogfrl1
NM_008062	chrX	74409486	74429161	-	2601.0	1	G6pdx|G28A|G6pd|Gpdx|RP23-436K3.17-003|X A2-A3|X 38.0 cM|protein-coding	38.766	45.058	48.761	32.838	64.898	39.519	42.303999999999995	51.028999999999996	40.399	71.834	72.186	36.981	30.761	80.111	88.28299999999999	G6pdx
NM_027898	chr7	31130127	31151050	-	2660.0	1	Gramd1a|1300003M23Rik|AI415002|AW547240|D7Bwg0611e|-|7 B1|7 19.3 cM|protein-coding	37.355	39.372	66.76100000000001	33.088	126.68299999999999	37.269	46.863	52.622	46.255	90.634	83.184	38.339	39.271	116.681	92.14	Gramd1a
NM_026738	chr13	49202951	49216026	-	796.0	1	1110007C09Rik|AI851695|Bincard|-|13 A5|13|protein-coding	12.214	20.219	26.05	10.077	65.274	18.146	23.451999999999998	32.623000000000005	24.906	43.852	51.136	15.008	15.394	76.637	73.95	1110007C09Rik
NM_145158	chr17	71252176	71310965	-	3900.0	1	Emilin2|FOAP-10|-|17 E1.3|17|protein-coding	7.64	15.585999999999999	21.142	4.567	58.089	14.532	22.655	47.023999999999994	23.837	45.854	51.358000000000004	10.399000000000001	8.235	52.885	67.673	Emilin2
NM_013489	chr1	171839697	171890718	+	3281.0	1	Cd84|A130013D22Rik|CDw84|SLAMF5|-|1 H3|1 79.54 cM|protein-coding	8.392000000000001	11.061	14.347999999999999	7.785	27.748	12.305	16.725	28.141	16.471	61.809	53.674	11.985999999999999	8.799	67.42	61.068000000000005	Cd84
NM_001002786	chr17	29135056	29148976	+	4095.0	1	Rab44|9830134C10Rik|RP23-73N16.7|17 A3.3|17|protein-coding	5.311	8.043	12.125	3.7939999999999996	32.724000000000004	14.775	18.843	36.381	18.897000000000002	55.581	57.218	10.43	8.977	64.32	60.56399999999999	Rab44
NM_172514	chr15	66526212	66561046	-	2919.0	1	Tmem71|AI661017|E430024D12|-|15 D2|15|protein-coding	5.082	7.473	22.993000000000002	2.0180000000000002	70.757	7.79	11.454	21.698	12.413	52.607	48.321999999999996	5.375	4.025	54.903999999999996	56.06100000000001	Tmem71
NM_008538	chr10	37133243	37138926	-	4182.0	1	Marcks|Macs|PKCSL|-|10 B1|10 19.49 cM|protein-coding	22.436999999999998	26.892	19.814	27.353	49.931999999999995	37.729	41.918	70.223	42.405	67.444	52.626000000000005	41.733999999999995	30.504	71.355	98.434	Marcks
NM_007653	chr10	128909866	128912818	+	889.0	1	Cd63|C75951|ME491|Tspan30|-|10 D3|10 77.19 cM|protein-coding	9.947000000000001	19.435	20.886999999999997	8.128	56.468	13.572000000000001	20.999000000000002	43.222	19.04	38.019	35.971	9.92	9.818	72.404	73.997	Cd63
NM_026976	chr1	130865777	130880790	+	1481.0	1	Faim3|1810037B05Rik|FcmuR|Toso|-|1 E4|1|protein-coding	6.48	8.79	9.804	3.659	39.202	11.907	12.192	31.789	13.91	42.917	33.61	10.663	5.402	47.165	66.243	Faim3
NM_013477	chr8	105524470	105566040	-	1607.0	1	Atp6v0d1|AI267038|Ac39|Atp6d|P39|VATX|Vma6|-|8 D3|8|protein-coding	27.408	32.549	39.016	24.934	71.26	33.823	38.42	59.119	38.878	62.165	66.42399999999999	28.939	29.734	83.48200000000001	86.669	Atp6v0d1
NM_007853	chr1	182275770	182282759	-	2000.0	1	Degs1|AA536663|Degs|Des1|Mdes|-|1|1 H5|protein-coding	58.251999999999995	65.107	67.054	57.519	89.23299999999999	48.408	56.568000000000005	67.454	55.36	98.85700000000001	88.944	48.607	49.881	101.34899999999999	102.975	Degs1
NM_175274	chr5	140620578	140649031	-	4642.0	1	Ttyh3|2900029G13Rik|AI414930|-|5 G2|5|protein-coding	28.592	39.379	62.283	24.680999999999997	146.6	33.803000000000004	43.486999999999995	59.943999999999996	41.748999999999995	76.585	74.016	31.303	30.941	86.071	86.38	Ttyh3
NM_011609	chr6	125349723	125362483	+	2143.0	1	Tnfrsf1a|CD120a|FPF|TNF-R|TNF-R-I|TNF-R1|TNF-R55|TNF-alphaR1|TNFAR|TNFR60|TNFRI|TNFRp55|TNFalpha-R1|Tnfr-2|Tnfr1|p55|p55-R|-|6 F3|6 59.32 cM|protein-coding	14.843	18.315	23.035999999999998	14.061	55.897	16.052	17.62	31.951999999999998	18.792	55.703	56.08	15.432	14.203	75.163	62.824	Tnfrsf1a
NM_028752	chr5	122210287	122242297	+	2643.0	1	Hvcn1|0610039P13Rik|AI450555|BTS|HV1|Vsop.|mVSOP|-|5 F|5|protein-coding	17.109	20.059	20.334	16.185	60.228	27.127	31.384	48.913000000000004	30.023000000000003	54.676	49.99100000000001	28.265	21.17	63.113	81.85	Hvcn1
NM_007570	chr1	134074865	134079155	-	3079.0	1	Btg2|AA959598|APRO1|Pc3|TIS21|-|1 E4|1 58.1 cM|protein-coding	37.933	39.330999999999996	55.511	27.212	112.869	34.477	35.568000000000005	47.175	39.556999999999995	76.62899999999999	74.521	30.64	30.965	86.03	80.517	Btg2
NM_138956	chr10	121410351	121476250	-	3417.0	1	Rassf3|AW212023|AW322379|-|10 D2|10|protein-coding	31.176	35.602	31.276	24.404	47.281000000000006	23.97	27.261	43.6	26.721999999999998	60.511	53.438	22.418000000000003	20.631999999999998	70.134	75.995	Rassf3
NM_146011	chr10	127323727	127329943	+	1794.0	1	Arhgap9|AU043488|-|10 D3|10|protein-coding	37.82	44.174	62.967	39.353	138.499	34.533	39.343	47.348	38.374	77.97399999999999	68.53699999999999	35.354	38.236999999999995	109.40899999999999	89.92200000000001	Arhgap9
NM_010381	chr17	34342212	34344645	-	778.0	1	H2-Ea-ps|AI323765|E-alpha-f|H-2Ea|H2-Ea|I-Ealpha|Ia-3|Ia3|mCG_9941|17 B1|17 17.98 cM|protein-coding	34.959	44.567	29.701999999999998	39.799	109.911	84.85	71.742	81.41	71.589	70.146	61.687	81.457	60.051	97.792	137.536	H2-Ea-ps
NM_010740	chr2	148436651	148443535	-	6634.0	1	Cd93|6030404G09Rik|AA145088|AA4.1|AW555904|C1qr1|C1qrp|Ly68|RP23-70N3.4|2 G3|2 73.48 cM|protein-coding	1.725	4.013999999999999	4.47	0.8170000000000001	17.527	7.021	10.859000000000002	24.335	11.002	44.086000000000006	39.273	5.603	3.315	53.83	57.261	Cd93
NM_133815	chr1	181815315	181842401	-	3536.0	1	Lbr|AI505894|ic|-|1 H5|1 84.89 cM|protein-coding	37.001	44.388999999999996	46.879	36.355	76.248	37.075	43.431999999999995	54.87	43.286	78.936	80.453	38.236999999999995	36.33	90.26	85.024	Lbr
NM_009006	chr19	6341160	6355619	+	4614.0	1	Map4k2|AI385662|BL44|GCK|Rab8ip|-|19 A|19|protein-coding	19.455	24.519000000000002	52.857	22.912	75.398	32.675	42.068999999999996	50.973	43.505	89.075	81.202	34.971	30.995	102.704	80.06	Map4k2
NM_009705	chr12	79130788	79156301	+	1407.0	1	Arg2|AII|AU022422|-|12 C3|12|protein-coding	3.932	6.42	8.837	1.8230000000000002	23.884	9.936	14.07	31.111	14.936	43.553999999999995	45.245	7.0329999999999995	3.221	56.376999999999995	56.59	Arg2
NM_018776	chr11	80046493	80080991	-	2386.0	1	Crlf3|BB164954|Creme9|Cytor4|RP23-253E9.5|11 B5|11 47.43 cM|protein-coding	37.464	41.596000000000004	61.897	40.446	136.789	36.468	38.174	47.63399999999999	34.298	68.972	65.953	34.125	32.876999999999995	93.101	84.59700000000001	Crlf3
NM_011723	chr17	73883895	73950196	-	4576.0	1	Xdh|XO|Xor|Xox-1|Xox1|-|17 E2|17 45.25 cM|protein-coding	4.112	6.965	8.696	2.613	26.72	7.872000000000001	9.658999999999999	16.671	10.0	50.066	38.918	5.7589999999999995	4.218	64.708	56.65	Xdh
NM_001190321	chr6	123229843	123247024	+	1136.0	1	Clec4n|Clec6a|Clecsf10|Nkcl|-|6 F3|6 58.3 cM|protein-coding	7.526	18.404	14.472999999999999	3.34	56.023	21.447	22.766	46.028	24.97	33.708	35.001999999999995	15.165	9.703	30.223000000000003	74.745	Clec4n
NM_010576	chr2	79255426	79333114	+	9802.0	1	Itga4|CD49D|Itga4B|RP23-335P15.1|2 C3|2 47.38 cM|protein-coding	11.911	21.836	32.458	11.382	60.501999999999995	18.713	25.627	39.796	25.828000000000003	61.27	53.033	17.523	11.719000000000001	61.56100000000001	66.689	Itga4
NM_030694	chr7	140954839	140955961	-	623.0	1	Ifitm2|DSPA2c|Ifitm3l|fragilis3|mil-3|-|7|7 F5|protein-coding	29.8	34.191	39.98	25.285	96.677	19.367	34.266999999999996	37.842	21.768	49.861999999999995	57.776	16.871	18.410999999999998	66.012	70.52600000000001	Ifitm2
NM_007483	chr12	8497759	8499985	-	2224.0	1	Rhob|AA017882|Arh6|Arhb|-|12 A1.1|12|protein-coding	18.391	19.067	25.378	16.083	41.471000000000004	19.614	27.105999999999998	45.787	26.16	63.571000000000005	52.544	17.383	17.057000000000002	85.958	71.247	Rhob
NM_134115	chr17	28970885	29007937	-	3272.0	1	Stk38|5830476G13Rik|9530097A09Rik|AA617404|Ndr1|-|17 A3.3|17|protein-coding	26.064	30.043000000000003	50.474	29.008000000000003	71.671	44.144	47.626000000000005	56.178999999999995	48.677	87.992	88.126	43.281000000000006	40.938	92.896	86.175	Stk38
NM_001111100	chr19	34492316	34527474	-	2956.0	1	Lipa|AA960673|Lal|Lip-1|Lip1|-|19 C1|19|protein-coding	10.888	17.160999999999998	23.244	10.315999999999999	56.43899999999999	19.015	20.918000000000003	37.876999999999995	22.519000000000002	47.521	42.95399999999999	16.929000000000002	13.117	52.088	68.836	Lipa
NM_026240	chr18	56432132	56503792	+	2589.0	1	Gramd3|9030613F08Rik|9130427A09Rik|AW061306|NS3TP2|-|18|18 D2|protein-coding	13.71	37.816	87.169	13.216	77.2	20.881999999999998	38.159	57.028	38.327	80.995	85.29299999999999	19.507	14.415	54.898	58.893	Gramd3
NR_029801	chrX	96242817	96242926	+	109.0	1	Mir223|Mirn223|miR-223|mmu-mir-223|-|X|X|ncRNA	4.229	0.7240000000000001	6.004	0.0	7.115	8.515	4.745	13.558	10.447000000000001	51.382	45.485	3.293	0.0	52.021	45.343	Mir223
NM_001017959	chrX	38405049	38456460	-	1777.0	1	Lamp2|CD107b|LGP-B|Lamp II|Lamp-2|Lamp-2a|Lamp-2b|Lamp-2c|Mac3|RP23-193O17.2|X A3.3|X 22.67 cM|protein-coding	21.436999999999998	25.595	28.655	20.149	58.536	27.029	31.754	41.504	32.304	64.061	59.316	27.901	19.994	60.242	72.62	Lamp2
NM_175445	chr2	131992850	132029988	-	4772.0	1	Rassf2|3830431H01Rik|9030412M04Rik|AI852669|AW495050|RP23-401J24.8|2 F2|2|protein-coding	12.610999999999999	21.921999999999997	28.951999999999998	12.319	56.92100000000001	18.051	23.116999999999997	34.995	24.959	52.00899999999999	46.711000000000006	17.374000000000002	14.890999999999998	61.67100000000001	68.947	Rassf2
