id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NM_001081962	NM_001081962	chr5	137641473	137642902	+	1058.0	1	Sap25|-|-|5 G2|5|protein-coding	10.575999999999999	13.087	25.706999999999997	10.552	51.015	19.464000000000002	25.111	30.398000000000003	25.49	51.211999999999996	52.812	20.354	17.715999999999998	62.37	55.076	Sap25
NM_008405	NM_008405	chr16	96422298	96443614	-	2600.0	1	Itgb2l|5033406G21Rik|pactolus|-|16 C4|16|protein-coding	8.511000000000001	14.762	19.191	4.141	51.143	10.798	15.716	29.881999999999998	15.389000000000001	68.00399999999999	65.425	7.79	4.734	87.90700000000001	74.421	Itgb2l
NM_007753	NM_007753	chr3	20215616	20242181	-	1440.0	1	Cpa3|MC-CPA|mMC-CPA|-|3 A2|3 6.25 cM|protein-coding	8.382	9.834	10.735999999999999	6.9	18.454	7.896	9.142999999999999	14.564	8.052	16.869	22.138	6.337999999999999	6.45	18.174	17.985	Cpa3
NM_025523	NM_025523	chr3	51405479	51408955	-	408.0	1	Ndufc1|2310016K22Rik|KFYI|-|3|3 D|protein-coding	37.08	47.278	32.579	44.012	25.47	27.866999999999997	25.816	22.078000000000003	26.642	10.056000000000001	18.714000000000002	27.27	23.725	8.857999999999999	10.780999999999999	Ndufc1
NM_177994	NM_177994	chr10	79910053	79916930	-	1811.0	1	R3hdm4|AI503502|C030046I01Rik|-|10 C1|10|protein-coding	30.660999999999998	38.074	43.971000000000004	30.664	101.315	29.148000000000003	37.13	51.1	37.128	105.542	105.97399999999999	31.340999999999998	33.058	137.388	113.831	R3hdm4
NM_030701	NM_030701	chr5	123863570	123865516	-	1944.0	1	Hcar2|Gpr109a|Gpr109b|HM74|Niacr1|PUMA-G|Pumag|mHM74b|-|5 F|5|protein-coding	3.665	4.099	2.63	3.16	6.728	20.41	19.883	31.35	20.822	27.604	28.741999999999997	17.539	10.764000000000001	26.284000000000002	29.11	Hcar2
NM_011772	NM_011772	chr10	128632415	128645993	-	3570.0	1	Ikzf4|A630026H08Rik|Eos|Zfpn1a4|Znfn1a4|-|10 D3|10|protein-coding	10.131	15.602	13.931	9.959	3.8810000000000002	17.029	22.023000000000003	25.449	19.023	8.081	11.18	18.082	17.35	2.5660000000000003	3.655	Ikzf4
NM_019771	NM_019771	chr2	143915331	143943324	+	1894.0	1	Dstn|2610043P17Rik|ADF|AU042046|Dsn|corn1|sid23p|RP23-77A2.1|2 H1|2 70.89 cM|protein-coding	17.038	28.054000000000002	29.217	17.320999999999998	69.333	20.643	26.987	39.2	21.945999999999998	66.568	67.143	19.491	13.205	80.768	75.441	Dstn
NM_001033362	NM_001033362	chrX	101261377	101263992	-	739.0	1	Gm614|Il2rg|RP23-440J15.1|X D|X|protein-coding	5.501	7.792999999999999	7.416	5.476	5.107	11.382	10.944	6.952000000000001	9.386000000000001	11.192	11.204	9.436	8.857999999999999	8.347999999999999	4.28	Gm614
NM_011894	NM_011894	chr14	31373964	31436033	-	2462.0	1	Sh3bp5|AI606498|SH3BP-5|Sab|-|14|14 B|protein-coding	15.184000000000001	29.112	41.746	10.405	54.428999999999995	17.812	23.893	40.589	23.085	36.635	39.208	15.39	13.817	47.354	41.153	Sh3bp5
NM_009460	NM_009460	chr1	59639434	59670834	-	1208.0	1	Sumo1|GMP1|PIC1|SENTRIN|SMT3|SMT3H3|SMTP3|SUMO-1|Smt3C|Ubl1|-|1|1 C2-C3|protein-coding	28.239	29.781	24.749000000000002	27.456999999999997	12.968	25.546999999999997	28.299	23.885	24.767	12.992	17.812	24.788	22.371	10.780999999999999	11.21	Sumo1
NM_133193	NM_133193	chr1	40324627	40365471	+	1937.0	1	Il1rl2|AI481289|AW551444|IL-1Rrp2|-|1 B|1|protein-coding	4.327	8.126	9.902999999999999	2.91	9.689	4.013	8.521	12.462	7.563	7.531000000000001	10.776	4.023	2.542	5.468999999999999	7.246	Il1rl2
NM_001301304	NM_001301304	chr3	103739815	103791563	-	7921.0	1	Hipk1|1110062K04Rik|Myak|DN-252N9.6|3|3 F3|protein-coding	27.406	28.909000000000002	32.101	26.333000000000002	51.993	41.926	45.687	57.518	46.717	101.044	94.18799999999999	40.036	39.55	114.105	100.04	Hipk1
NM_183390	NM_183390	chr16	19946492	19983049	-	2396.0	1	Klhl6|-|-|16 A3|16|protein-coding	14.237	18.489	32.672	12.501	74.097	17.698	19.9	29.988000000000003	22.878	44.684	53.262	18.211	16.393	60.82899999999999	54.808	Klhl6
NM_009358	NM_009358	chr17	46682991	46705002	-	2909.0	1	Ppp2r5d|B'delta|TEG-271|Tex271|-|17 C|17 22.9 cM|protein-coding	29.648000000000003	41.562	44.794	30.144000000000002	25.414	24.148000000000003	28.465999999999998	27.772	25.943	20.574	21.645	24.552	25.677	12.981	13.745	Ppp2r5d
NM_030114	NM_030114	chr10	63243797	63317881	+	4015.0	1	Herc4|1700056O17Rik|4921531D01Rik|9530080M15Rik|mKIAA1593|-|10 B4|10|protein-coding	19.707	24.316	30.224	20.292	30.633000000000003	22.553	24.185	26.87	23.851	32.245	34.896	20.879	17.000999999999998	34.64	34.037	Herc4
NM_001163445	NM_001163445	chr6	133105239	133107750	+	2509.0	1	2700089E24Rik|AI662692|-|6 G1|6|protein-coding	27.71	36.522	31.379	26.928	11.189	19.005	20.522	18.68	20.837	10.694	15.136	18.801	18.175	8.096	7.899	2700089E24Rik
NM_021345	NM_021345	chr9	64986983	65021717	-	2720.0	1	Ptplad1|4930523M17Rik|AW742319|B-ind1|HACD3|Hspc121|-|9|9 D|protein-coding	36.454	41.854	35.967	36.967	18.779	32.437	33.763000000000005	30.918000000000003	31.267	21.5	23.204	34.609	31.616999999999997	13.630999999999998	14.282	Ptplad1
NM_001159482	NM_001159482	chr11	78188427	78192193	+	1363.0	1	Rab34|AI326479|Narr|Rah|Rah1|RP23-185A18.5|11 B5|11 46.74 cM|protein-coding	38.28	69.69	61.663999999999994	36.104	5.69	12.257	23.494	24.009	26.166	5.781000000000001	9.785	12.339	22.619	0.41100000000000003	0.7609999999999999	Rab34
NM_009969	NM_009969	chr11	54247270	54249899	-	1027.0	1	Csf2|Csfgm|GMCSF|Gm-CSf|MGI-IGM|RP23-309E16.1|11 B1.3|11 32.13 cM|protein-coding	46.601000000000006	69.444	34.846	47.63399999999999	12.384	23.949	31.959	22.339000000000002	30.694000000000003	7.165	12.455	27.109	28.003	2.245	3.7060000000000004	Csf2
NM_133815	NM_133815	chr1	181815315	181842401	-	3536.0	1	Lbr|AI505894|ic|-|1 H5|1 84.89 cM|protein-coding	37.001	44.388999999999996	46.879	36.355	76.248	37.075	43.431999999999995	54.87	43.286	78.936	80.453	38.236999999999995	36.33	90.26	85.024	Lbr
NM_010234	NM_010234	chr12	85473901	85477270	+	2088.0	1	Fos|D12Rfj1|c-fos|cFos|-|12 D2|12 39.7 cM|protein-coding	8.149	14.112	14.142000000000001	6.662000000000001	15.698	10.001	14.931	23.525	16.039	29.006	33.314	9.626	8.923	30.171	33.872	Fos
NM_133198	NM_133198	chr12	70190815	70227683	-	2799.0	1	Pygl|-|-|12 C2|12 29.01 cM|protein-coding	18.027	39.503	53.626000000000005	9.772	150.518	31.874000000000002	51.306000000000004	117.366	50.93	223.755	207.933	19.399	12.294	280.79	258.35	Pygl
NM_013758	NM_013758	chr19	53143997	53247326	+	4243.0	1	Add3|AI463285|R75380|-|19 D2|19 47.18 cM|protein-coding	17.275	27.463	41.786	15.43	67.649	18.250999999999998	24.869	39.242	26.191999999999997	57.449	51.36600000000001	19.430999999999997	16.84	68.832	55.027	Add3
NM_199449	NM_199449	chr15	57694667	57839832	+	4368.0	1	Zhx2|Afr-1|Afr1|Raf|mKIAA0854|-|15 D1|15 24.01 cM|protein-coding	54.803000000000004	72.319	72.248	50.56399999999999	28.820999999999998	41.58	47.636	49.574	45.114	29.878	32.576	42.375	46.985	22.839000000000002	22.131999999999998	Zhx2
NM_145441	NM_145441	chr12	4879032	4907520	-	2502.0	1	Ubxn2a|6330407P03Rik|Ubxd4|-|12 A1.1|12|protein-coding	39.563	42.379	40.621	33.257	17.233	35.681	34.260999999999996	34.315	34.363	16.632	22.075	31.559	32.001	9.538	13.985999999999999	Ubxn2a
NM_207515	NM_207515	chr14	120275669	120431698	+	4489.0	1	Mbnl2|1110002M11Rik|AI047808|AI837313|AI849185|AL118326|MBLL|R75232|mKIAA4072|-|14 E4|14|protein-coding	9.373	14.183	18.887	9.763	16.296	13.4	18.09	23.311999999999998	17.492	25.489	25.59	13.284	10.408	26.665	25.015	Mbnl2
NM_011882	NM_011882	chr1	153749426	153764221	+	4747.0	1	Rnasel|E230029I04Rik|-|1|1 G2|protein-coding	4.238	7.13	10.312999999999999	3.242	18.732	8.603	11.401	16.619	11.537	23.541999999999998	28.805	6.9239999999999995	5.045	29.193	29.34	Rnasel
NM_177324	NM_177324	chr7	110308013	110614920	-	7120.0	1	Sbf2|4833411B01Rik|AA414977|AI317167|B430219L04Rik|Mtmr13|mMTMH1|-|7|7 F2|protein-coding	9.17	14.715	17.141	10.347000000000001	3.3760000000000003	8.449	11.860999999999999	14.253	11.378	8.671	10.8	8.771	8.825	4.113	5.276	Sbf2
NM_001032378	NM_001032378	chr11	106654218	106715281	-	3232.0	1	Pecam1|C85791|Cd31|PECAM-1|Pecam|RP23-247J12.1|11 E1|11|protein-coding	11.579	10.362	22.5	7.523	44.357	11.845999999999998	12.075999999999999	15.329	13.341	21.721	23.285999999999998	10.121	9.418	20.07	20.277	Pecam1
NM_177715	NM_177715	chr14	102976581	102982637	-	6054.0	1	Kctd12|AU046135|AW538430|Pfet1|Pfetin|-|14 E2.3|14|protein-coding	5.7589999999999995	9.344	11.012	4.148	25.073	9.85	14.952	26.026999999999997	14.227	43.608999999999995	41.864	8.012	5.877999999999999	50.166000000000004	46.028	Kctd12
NM_016780	NM_016780	chr11	104608000	104670471	+	5762.0	1	Itgb3|CD61|GP3A|INGRB3|RP24-460H24.1|11 E1|11 67.84 cM|protein-coding	7.506	9.742	14.515999999999998	5.8	31.502	11.145	13.767000000000001	18.491	13.134	24.276999999999997	24.557	7.9639999999999995	8.437999999999999	26.819000000000003	23.014	Itgb3
NM_020578	NM_020578	chr17	73804841	73832093	+	3650.0	1	Ehd3|Ehd2|-|17 E2|17 45.2 cM|protein-coding	8.083	14.514000000000001	21.38	4.999	20.198	5.4670000000000005	8.825	13.458	8.977	15.487	14.302999999999999	4.06	4.829	10.823	10.982000000000001	Ehd3
NM_001005866	NM_001005866	chr5	122870675	122988533	-	4980.0	1	Kdm2b|Cxxc2|E430001G17|Fbl10|Fbxl10|Jhdm1b|PCCX2|mKIAA3014|-|5 F|5|protein-coding	52.418	71.598	71.229	52.324	23.4	33.582	37.004	43.948	35.755	20.439	27.955	36.272	40.379	11.987	16.217	Kdm2b
NM_027722	NM_027722	chr10	95547007	95564167	-	3224.0	1	Nudt4|4933436C10Rik|DIPP2|DIPP2alpha|DIPP2beta|HDCMB47P|-|10|10|protein-coding	18.718	21.791	23.101	14.894	35.503	17.687	20.04	29.381	20.968000000000004	60.093999999999994	54.115	14.774000000000001	13.554	70.641	58.254	Nudt4
NM_025907	NM_025907	chr14	31478798	31494977	-	1897.0	1	Mettl6|1600013P15Rik|AI467521|AU020711|-|14 B|14|protein-coding	33.8	46.496	41.589	34.302	14.417	24.799	22.904	25.041	24.694000000000003	11.569	16.648	22.893	24.068	8.015	7.79	Mettl6
NM_007675	NM_007675	chr7	24777204	24784655	+	1043.0	1	Ceacam10|Bgp3|Cea10|-|7 A3|7 12.78 cM|protein-coding	6.188	14.334000000000001	14.94	1.5590000000000002	35.59	5.784	13.57	30.363000000000003	14.442	36.714	43.494	3.4410000000000003	2.039	42.716	50.513999999999996	Ceacam10
NM_177260	NM_177260	chr3	84666192	84704575	+	3333.0	1	Tmem154|9930117H01Rik|-|3 F1|3|protein-coding	8.273	12.924000000000001	15.854000000000001	7.111000000000001	34.994	15.610999999999999	19.653	34.522	20.143	45.93600000000001	51.007	12.475999999999999	9.753	54.328	57.031000000000006	Tmem154
NM_009859	NM_009859	chr9	25252439	25308571	+	2513.0	1	Sept7|Cdc10|E430034N22|-|9 A4|9|protein-coding	124.23899999999999	113.85	102.45100000000001	136.887	51.103	112.322	97.694	77.683	100.146	55.172	66.05199999999999	121.663	101.68299999999999	45.351000000000006	50.525	Sept7
NM_011135	NM_011135	chr8	40492538	40511754	-	2608.0	1	Cnot7|AU022737|CAF-1|Caf1|Pop2|-|8 A4|8|protein-coding	31.366999999999997	33.427	26.268	36.033	19.11	32.919000000000004	38.098	27.335	33.999	19.003	23.744	35.760999999999996	30.593000000000004	21.288	18.307000000000002	Cnot7
NM_025882	NM_025882	chr6	82646712	82652865	-	1688.0	1	Pole4|2400007P05Rik|5830430F06Rik|-|6|6 D1|protein-coding	64.972	55.968	44.34	49.7	20.398	32.028	32.648	28.725	26.893	10.417	17.887	30.921999999999997	31.423000000000002	7.973	7.437	Pole4
NM_011203	NM_011203	chr5	20986645	21055797	-	3146.0	1	Ptpn12|P19-PTP|PTP-P19|PTP-PEST|PTPG1|-|5|5 A3-B|protein-coding	11.443	17.391	19.397000000000002	11.197000000000001	23.516	16.189	16.621	25.434	17.868	33.535	32.464	14.114	11.382	32.522	32.441	Ptpn12
NM_008152	NM_008152	chr12	98268635	98276722	+	2143.0	1	Gpr65|Dig1|Gpcr25|TDAG8|-|12 E|12|protein-coding	57.278999999999996	63.652	41.281000000000006	55.097	24.052	56.492	55.207	40.326	54.323	23.673000000000002	32.343	52.828	46.839	20.964000000000002	26.73	Gpr65
NM_016861	NM_016861	chr19	40222239	40271616	-	1496.0	1	Pdlim1|Clim1|mClim1|-|19|19 D1|protein-coding	28.798000000000002	57.324	45.465	27.436	21.115	19.116	27.346	31.659000000000002	31.14	11.970999999999998	15.775	24.3	23.824	6.414	9.943999999999999	Pdlim1
NM_010156	NM_010156	chr6	3372258	3399571	-	5324.0	1	Samd9l|AA175286|ESTM25|mKIAA2005|-|6 A1-A2|6 1.76 cM|protein-coding	6.667000000000001	9.825	13.943	4.6080000000000005	28.336	11.375	14.962	25.695999999999998	15.468	45.001999999999995	41.038999999999994	9.476	5.15	54.177	46.248999999999995	Samd9l
NM_146008	NM_146008	chr10	84576947	84614355	+	2388.0	1	Tcp11l2|E430026E19Rik|-|10 C1|10|protein-coding	10.021	12.488	27.112	7.535	59.515	13.943	19.219	31.651	17.730999999999998	59.478	59.233000000000004	12.174000000000001	10.965	71.835	65.505	Tcp11l2
NM_172015	NM_172015	chr13	49682130	49734267	+	4360.0	1	Iars|2510016L12Rik|AI327140|AU044614|E430001P04Rik|ILRS|-|13 A5|13|protein-coding	84.613	75.75399999999999	69.435	82.884	18.877	69.184	67.018	50.456	67.315	18.297	28.86	73.758	70.234	10.076	12.413	Iars
NM_029074	NM_029074	chr8	88118759	88135197	+	1824.0	1	Cnep1r1|5033428A16Rik|NEP1-R1|Tmem188|-|8|8 C4|protein-coding	26.399	23.789	25.383000000000003	24.285	13.208	23.151999999999997	25.47	18.519000000000002	24.546999999999997	17.602	17.912	23.921999999999997	22.331999999999997	12.025	11.732999999999999	Cnep1r1
NM_133246	NM_133246	chr19	11629499	11640851	-	1000.0	1	Ms4a3|HTm4|-|19|19 B|protein-coding	8.382	17.633	15.623	6.792000000000001	25.901	4.409	9.216000000000001	15.693	7.6610000000000005	14.197000000000001	17.154	5.127000000000001	3.693	9.783	15.519	Ms4a3
NM_016959	NM_016959	chr3	86137940	86142668	-	935.0	1	Rps3a1|Rps3a|-|3 F1|3|protein-coding	211.735	212.083	215.257	185.752	110.2	103.42200000000001	92.73700000000001	90.32	90.57	53.352	57.108000000000004	101.613	98.37899999999999	46.65	38.958	Rps3a1
NM_025409	NM_025409	chr18	76930027	76941614	+	1389.0	1	Ier3ip1|1110057H19Rik|AI644142|AL022842|AL022863|AV026606|-|18 E3|18|protein-coding	38.68	42.144	40.045	38.966	19.839000000000002	22.76	24.645	24.573	22.322	12.659	18.204	24.805999999999997	23.927	12.112	10.177	Ier3ip1
NM_019654	NM_019654	chr17	87107679	87137588	+	4392.0	1	Socs5|1810018L08Rik|Cish5|mKIAA0671|-|17 E4|17|protein-coding	12.376	18.017	18.848	11.747	6.05	9.708	11.616	12.578	12.350999999999999	6.5089999999999995	9.979	10.623	9.516	4.583	4.591	Socs5
NM_010184	NM_010184	chr1	173221271	173227229	-	1019.0	1	Fcer1a|FcERI|Fce1a|Fcr-5|fcepsilonri|-|1 H3|1 80.33 cM|protein-coding	4.401	5.11	4.937	3.9360000000000004	5.682	3.5860000000000003	5.167999999999999	6.147	6.756	6.966	12.017999999999999	3.472	3.24	7.888	8.342	Fcer1a
NM_013760	NM_013760	chr12	44205897	44210068	-	1860.0	1	Dnajb9|AA408011|AA673251|AA673481|AW556981|ERdj4|Mdg1|mDj7|-|12 B1|12|protein-coding	47.45	35.905	32.126	30.905	14.009	27.756	27.0	20.204	23.655	12.009	16.34	22.191	22.772	9.883	9.937999999999999	Dnajb9
NM_178901	NM_178901	chr7	127091436	127094049	+	1914.0	1	AI467606|-|-|7 F3|7|protein-coding	20.078	25.659000000000002	41.839	16.762999999999998	90.947	20.912	25.156999999999996	36.217	25.34	53.793	59.861999999999995	20.038	20.551	72.827	63.213	AI467606
NM_026148	NM_026148	chr10	58323466	58424691	+	4315.0	1	Lims1|2310016J22Rik|4921524A02Rik|AI507642|AU021743|AW551584|C430041B13Rik|Lims1l|PINCH|PINCH1|-|10 B4|10 29.31 cM|protein-coding	17.725	19.07	20.871	17.257	38.58	22.934	24.018	30.987	25.623	58.648999999999994	56.967	21.316999999999997	17.998	61.806000000000004	61.348	Lims1
NM_134063	NM_134063	chr13	3566035	3611108	-	8316.0	1	Fam208b|AI645998|Pap20|mKIAA2006|-|13 A1|13|protein-coding	22.546	20.454	19.973	21.198	10.867	27.755	26.146	19.379	26.659000000000002	14.754000000000001	16.449	26.881999999999998	23.454	8.902000000000001	10.086	Fam208b
NM_028166	NM_028166	chr7	38183787	38197565	+	3139.0	1	1600014C10Rik|AI428873|-|7|7 B1|protein-coding	12.216	14.703	16.352	7.907	37.387	12.012	14.86	22.956999999999997	13.126	26.555999999999997	32.047	10.258	8.609	28.029	32.86	1600014C10Rik
NM_133648	NM_133648	chr2	112284688	112363163	+	5929.0	1	Slc12a6|9530023I19Rik|KCC3|gaxp|RP23-208E23.1|2 E3|2|protein-coding	7.117999999999999	8.995	16.197	6.575	30.449	14.372	16.266	24.89	17.758	51.383	43.958999999999996	11.908	10.286	51.098	47.34	Slc12a6
NM_030712	NM_030712	chr9	123806477	123811754	+	1889.0	1	Cxcr6|BB217514|BONZO|STRL33|-|9 F|9 74.57 cM|protein-coding	9.296	12.968	13.684000000000001	9.697000000000001	19.268	9.488999999999999	11.625	12.555	11.892000000000001	14.755	18.53	9.472999999999999	7.82	14.448	16.117	Cxcr6
NM_028627	NM_028627	chr19	46312087	46327156	-	3880.0	1	Psd|1110007H17Rik|A930015K15|Efa6|Efa6a|Psdl|mKIAA2011|-|19 C3|19 38.8 cM|protein-coding	28.029	36.702	38.96	20.355999999999998	8.461	16.55	19.887999999999998	23.741999999999997	21.105	13.159	16.203	16.386	21.732	4.4319999999999995	7.91	Psd
NM_029492	NM_029492	chr14	57832702	57890262	-	5158.0	1	Zdhhc20|5033406L14Rik|AI448102|B230110O18Rik|HK11|-|14 C3|14|protein-coding	12.049000000000001	13.72	17.143	10.870999999999999	22.993000000000002	14.969000000000001	16.82	17.819000000000003	16.438	26.135	24.837	14.712	11.444	25.224	23.791999999999998	Zdhhc20
NM_008917	NM_008917	chr4	122836227	122859175	+	2482.0	1	Ppt1|9530043G02Rik|AA960502|C77813|CLN1|D4Ertd184e|INCL|PPT|RP23-232N16.2|4 D1-D3|4 57.27 cM|protein-coding	25.395	27.511	36.368	28.051	52.72	35.688	39.899	50.016000000000005	37.497	67.616	65.73899999999999	32.949	28.831999999999997	66.002	71.766	Ppt1
NM_009846	NM_009846	chr10	43579169	43584265	+	1812.0	1	Cd24a|Cd24|HSA|Ly-52|nectadrin|-|10 B2|10 23.01 cM|protein-coding	41.191	83.617	69.158	42.67	92.985	72.35	87.765	120.59100000000001	76.786	160.54399999999998	149.748	62.648	56.6	183.46099999999998	175.22099999999998	Cd24a
NM_029436	NM_029436	chr16	20097554	20127744	+	6673.0	1	Klhl24|1110046J11Rik|4930429H24Rik|6530402O20Rik|C85082|-|16|16 B1|protein-coding	16.724	18.497	26.881999999999998	15.929	34.887	23.74	26.276999999999997	30.183000000000003	26.475	49.938	46.035	22.559	20.744	46.708	47.543	Klhl24
NM_025323	NM_025323	chr12	4817608	4827659	+	1110.0	1	Sf3b6|0610009D07Rik|6030419K15Rik|AV001342|Sf3b14|-|12 A1.1|12|protein-coding	81.96600000000001	82.98	72.108	86.94	39.31	56.283	57.867	44.38	58.104	27.691999999999997	34.482	57.463	57.917	21.444000000000003	23.776999999999997	Sf3b6
NM_177686	NM_177686	chr6	129350244	129365303	+	2214.0	1	Clec12a|CLL-1|D230024O04|KLRL1|Micl|-|6 F3|6|protein-coding	6.625	13.648	15.812999999999999	3.264	35.914	7.257999999999999	12.870999999999999	22.123	12.999	44.533	40.397	4.724	2.376	45.791000000000004	47.013000000000005	Clec12a
NM_010553	NM_010553	chr1	40515362	40551705	+	4874.0	1	Il18rap|AcPL|IL-18R-beta|IL-18RAcP|IL-18Rbeta|IL-1RAcPL|-|1 B|1|protein-coding	4.2989999999999995	5.479	8.416	3.0469999999999997	15.72	7.986000000000001	11.529000000000002	20.474	11.119000000000002	37.733000000000004	35.277	5.3229999999999995	4.879	39.964	38.27	Il18rap
NM_015751	NM_015751	chr8	79683442	79711740	-	3793.0	1	Abce1|C79080|Oabp|RLI|RNS41|Rnaseli|-|8 C|8|protein-coding	124.49700000000001	109.271	75.738	114.63	25.039	96.945	86.40799999999999	58.685	84.446	25.531	37.671	96.557	89.71700000000001	15.294	19.324	Abce1
NM_010344	NM_010344	chr8	33653238	33698162	+	2657.0	1	Gsr|AI325518|D8Ertd238e|Gr-1|Gr1|-|8 A4|8 20.69 cM|protein-coding	47.665	67.506	69.869	42.032	150.175	66.086	85.78	154.336	87.277	248.14	234.58900000000003	56.232	46.265	312.002	285.681	Gsr
NM_001170800	NM_001170800	chr10	6886365	6980465	-	5550.0	1	Ipcef1|A130090K04Rik|-|10 A1|10|protein-coding	12.700999999999999	8.586	14.731	8.417	32.696	11.475999999999999	11.895	11.982999999999999	11.929	26.929000000000002	31.06	9.257	9.193999999999999	34.455999999999996	30.483	Ipcef1
NM_025824	NM_025824	chr1	58393136	58406548	+	2819.0	1	Bzw1|1200015E15Rik|mKIAA0005|-|1|1 C2|protein-coding	107.34899999999999	115.37299999999999	92.056	110.8	47.86600000000001	91.096	89.958	67.279	84.92399999999999	42.576	54.151	89.814	89.35600000000001	37.975	40.446999999999996	Bzw1
NM_001164602	NM_001164602	chr15	97244074	97247287	-	2835.0	1	Amigo2|AI415330|AMIGO-2|AW208913|Ali1|-|15 F1|15|protein-coding	15.418	24.6	32.936	23.462	9.683	14.405	16.487000000000002	16.954	16.305	9.074	12.084000000000001	18.049	17.881	3.077	4.062	Amigo2
NM_023154	NM_023154	chr7	24587543	24608926	+	1475.0	1	Ethe1|0610025L15Rik|Hsco|-|7 A3|7|protein-coding	7.643	14.522	28.921	4.752	18.962	4.3260000000000005	6.822	12.739	7.615	14.217	14.79	3.859	3.642	9.167	12.665999999999999	Ethe1
NM_007807	NM_007807	chrX	9435254	9469324	-	4735.0	1	Cybb|C88302|CGD91-phox|Cgd|Cyd|Nox2|gp91-1|gp91phox|RP23-243O4.1|X A1.1|X|protein-coding	24.463	39.596	41.435	20.373	117.462	46.847	53.795	83.26	53.151	135.707	134.056	43.443999999999996	25.666	148.547	163.47	Cybb
NM_009884	NM_009884	chr7	35046422	35056566	-	4698.0	1	Cebpg|C/EBP[g]|C/EBPgamma|GPE1-BP|Gpe1bp|Ig/EBP|-|7 B1|7|protein-coding	38.634	43.871	41.333999999999996	35.292	18.114	28.805999999999997	31.388	28.101999999999997	30.663	18.145	22.52	28.451999999999998	30.226999999999997	13.117	15.433	Cebpg
NM_024258	NM_024258	chr16	87454985	87483513	+	2899.0	1	Usp16|1200004E02Rik|2810483I07Rik|6330514E22Rik|UBPM|-|16 C3.3|16|protein-coding	38.713	36.82	31.404	38.536	21.346999999999998	29.734	27.85	23.62	29.158	15.163	20.711	31.375999999999998	28.159000000000002	14.788	13.383	Usp16
NM_011401	NM_011401	chr6	122727809	122742745	-	3947.0	1	Slc2a3|AA408729|AL023014|AL024341|AU040424|C78366|Glut-3|Glut3|-|6 F2|6 57.82 cM|protein-coding	8.908	13.422	20.476	7.662000000000001	43.592	10.860999999999999	16.298	31.38	15.895	80.847	64.175	9.197000000000001	8.335	88.10700000000001	72.915	Slc2a3
NM_026474	NM_026474	chr14	79587691	79629755	+	1936.0	1	Sugt1|2410174K12Rik|SGT1|-|14 D3|14|protein-coding	55.61	60.861000000000004	60.461999999999996	62.052	26.116999999999997	46.352	43.841	40.64	43.608000000000004	24.186	30.27	47.088	43.438	20.695	21.904	Sugt1
NM_146069	NM_146069	chr16	32142825	32165476	-	3553.0	1	Nrros|E430025L02Rik|Lrcc33|Lrrc33|-|16 B2|16|protein-coding	19.674	40.379	41.003	19.158	45.952	28.114	39.306999999999995	65.719	40.02	63.034	56.598	26.538	22.250999999999998	68.37899999999999	66.45	Nrros
NM_010753	NM_010753	chr5	34176580	34187710	-	1171.0	1	Mxd4|2810410A03Rik|Mad4|bHLHc12|-|5 B2|5 17.84 cM|protein-coding	9.842	9.702	22.563000000000002	8.454	33.421	8.917	11.163	14.604000000000001	11.758	22.635	23.921	8.275	10.56	21.232	21.019000000000002	Mxd4
NM_001171007	NM_001171007	chr6	54923942	54971661	-	4057.0	1	Nod1|C230079P11|Card4|F830007N14Rik|Nlrc1|-|6 B3|6|protein-coding	2.613	3.4810000000000003	7.843	2.262	11.087	4.861000000000001	4.404	6.696000000000001	5.346	10.626	12.172	5.182	3.572	9.83	8.601	Nod1
NM_022881	NM_022881	chr1	144752841	144775421	-	1852.0	1	Rgs18|-|-|1 F|1 62.99 cM|protein-coding	3.077	3.472	5.917999999999999	2.946	14.404000000000002	3.07	5.56	7.486000000000001	4.276	19.586	19.382	3.35	1.8430000000000002	18.64	18.547	Rgs18
NM_020618	NM_020618	chr11	99209048	99231017	-	2905.0	1	Smarce1|2810417B20Rik|5830412H02Rik|9030408N19Rik|Baf27|RP23-255N16.1|11 D|11|protein-coding	30.41	46.398999999999994	37.957	34.613	11.354000000000001	18.471	22.224	21.996	21.471	13.742	16.384	22.874000000000002	23.651999999999997	6.199	8.234	Smarce1
NM_011242	NM_011242	chr19	6400583	6415216	+	2174.0	1	Rasgrp2|CDC25L|Caldaggef1|-|19 A|19|protein-coding	8.019	12.302	38.359	4.836	72.67399999999999	10.593	16.373	31.173000000000002	17.143	53.291000000000004	44.288000000000004	9.198	7.206	70.05	50.606	Rasgrp2
