id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-MEKi	0-1uM-PCC-24h-2	100uM-K99A-24h-MEKi	100uM-K99A-24h-2	10uM-K99A-24h-MEKi	10uM-K99A-24h-2	10uM-PCC-24h-MEKi	10uM-PCC-24h-2	No-Peptide-24h-MEKi	No-Peptide-24h-2	No-Peptide-24h	No-Peptide-24h-std	10uM-K99A-24h	10uM-K99A-24h-std	100uM-K99A-24h	100uM-K99A-24h-std	0-1uM-PCC-24h	0-1uM-PCC-24h-std	10uM-PCC-24h	10uM-PCC-24h-std	gene_name
NM_028932	chr14	31495079	31509858	+	4230.0	1	Eaf1|4933403C17Rik|AI666536|-|14 B|14|protein-coding	38.5	48.455	52.676	39.214	18.712	30.005	32.893	31.494	33.626999999999995	19.722	25.317	27.564	27.605	14.304	14.944	16.828	2.6643783515109187	38.9965	19.345734426482753	41.041000000000004	10.484979351434127	35.6965	3.9647477221129286	33.4095	8.208802622794604	Eaf1
NM_021284	chr6	145216699	145250231	-	4663.0	1	Kras|AI929937|K-ras|Ki-ras|Kras-2|Kras2|p21B|ras|RP24-359O2.1|6 G2|6 77.37 cM|protein-coding	59.298	59.411	66.107	55.718	27.84	49.984	53.043	47.042	51.81800000000001	30.446	40.786	48.557	47.012	24.227	26.583	27.2115	0.8888332239514029	53.4465	17.904650806424588	55.61450000000001	5.369061789549364	56.1705	4.422952916321716	51.365	6.156071637010088	Kras
NM_025437	chrX	159372195	159385699	+	917.0	1	Eif1ax|1500010B24Rik|AI426898|Eif1ay|RP23-52L10.2|X F4|X|protein-coding	163.29	164.325	128.89700000000002	159.651	54.293	98.114	90.866	77.281	98.952	42.824	50.49800000000001	97.625	100.92	18.551	26.248	40.2705	19.830809678376728	89.69750000000002	55.43646453824412	131.6385	46.22569160650814	127.07799999999999	51.21150152065449	130.2855	41.52908836586704	Eif1ax
NM_016861	chr19	40222239	40271616	-	1496.0	1	Pdlim1|Clim1|mClim1|-|19|19 D1|protein-coding	28.798	57.324	45.465	27.436	21.115	19.116	27.346	31.659	31.14	11.970999999999998	15.775	24.3	23.824	6.414	9.944	15.5295	7.899089852634926	30.62	20.994000333428605	44.232	18.514883958588566	28.072000000000006	1.0267190462828333	25.630000000000006	2.5540696936457468	Pdlim1
NM_007746	chr18	4331327	4352953	-	2497.0	1	Map3k8|Cot|Cot/Tpl2|Est|Estf|Tpl-2|Tpl2|c-COT|-|18 A1|18 2.73 cM|protein-coding	11.664	37.898	33.791	14.686	11.345999999999998	10.64	22.24	32.777	23.072	9.546	14.633	14.435	12.390999999999998	8.41	10.728	11.037	0.4369919907733014	24.212	13.546751713971886	30.485	10.483565137871768	16.951999999999998	7.478361317828933	13.5385	1.6228100628231252	Map3k8
NM_001111102	chr3	88483205	88503352	-	2054.0	1	Lmna|Dhe|-|3 F1|3 38.84 cM|protein-coding	12.752	34.511	36.399	14.582	6.997000000000001	10.505999999999998	13.759	17.816	14.465	6.5310000000000015	9.245	10.584	13.947	2.73	4.211	5.604000000000001	1.9699994923857185	22.822	19.200777536339515	24.488000000000003	14.174662535665519	13.2555	0.7120565286548134	14.264500000000002	0.4490128060534057	Lmna
NM_001204979	chr3	108424864	108445259	-	3619.0	1	Sars|Sars1|Strs|serRS|RP23-37G19.1|3 F3|3 47.08 cM|protein-coding	171.65	173.972	151.222	166.704	54.999	99.25	96.643	85.289	95.644	34.298	41.81100000000001	107.179	121.117	23.485	22.561	38.78	22.93712976812921	96.5165	77.36526003640135	134.808	55.386259956779966	134.1465	53.03795833645936	143.9105	32.234876833950985	Sars
NM_198297	chr16	48734690	48771956	-	676.0	1	Trat1|C030046M14Rik|Tcrim|Trim|-|16 B5|16|protein-coding	39.986	75.859	49.672	45.75100000000001	23.402	22.997	29.98	27.379	26.647	9.923	24.129	23.133000000000006	24.003	14.748	16.012	19.707	5.225519112968566	36.9005	18.061628511847978	51.253	34.79813891575236	34.983000000000004	7.0753104525526345	34.876999999999995	15.378158277245035	Trat1
NM_001164062	chr11	100860484	100885169	+	3586.0	1	Stat5a|AA959963|STAT5|RP23-279L23.4|11 D|11 63.77 cM|protein-coding	161.309	162.967	141.28799999999995	159.483	39.661	126.66	134.209	109.035	136.695	45.528	56.187	132.915	158.33700000000005	19.67	29.412	34.536500000000004	7.247137400380888	98.73749999999998	60.175494185756385	149.83100000000005	18.57710935533262	147.759	19.162593770155294	158.91000000000003	0.8103443712352196	Stat5a
NM_001243201	chr6	48684578	48692062	+	896.0	1	Gimap4|AU019574|E430007K16Rik|Ian-1|Ian1|Imap4|-|6 B2.3|6|protein-coding	53.882	62.428	131.781	48.55	252.439	111.16	121.964	123.469	120.682	226.478	192.173	101.458	59.698	210.092	163.77200000000005	208.1055	62.69703696746772	161.977	42.70359272941793	91.555	41.19179843124113	87.92299999999999	48.14124387674251	54.124	7.882826396667648	Gimap4
NM_010751	chr6	86647045	86669159	-	4653.0	1	Mxd1|AW122478|Mad|Mad1|-|6 D1|6 37.75 cM|protein-coding	34.063	48.467	56.413	26.859	89.899	67.98100000000001	81.301	127.091	83.46700000000001	154.97799999999995	166.488	59.758	47.967	185.916	184.578	137.2385	66.94816293596115	111.4505	77.83477893910919	65.96700000000001	24.748737341529125	57.681999999999995	33.40231012969013	37.413000000000004	14.925609937285655	Mxd1
NM_028627	chr19	46312087	46327156	-	3880.0	1	Psd|1110007H17Rik|A930015K15|Efa6|Efa6a|Psdl|mKIAA2011|-|19 C3|19 38.8 cM|protein-coding	28.029	36.702	38.96	20.356	8.461	16.55	19.888	23.742	21.105	13.159	16.203	16.386	21.732	4.432	7.91	8.185500000000001	0.38961583643376063	27.5815	16.091629019462278	28.9035	11.02874446616658	23.9585	5.756556305639684	21.044	0.9729789309128036	Psd
NM_172435	chrX	107089335	107104970	+	2822.0	1	P2ry10|5830408N17Rik|Lypsr2|P2Y10|RP23-35H8.1|X D|X|protein-coding	27.681	47.56800000000001	54.43600000000001	23.161	65.128	45.81800000000001	55.054	65.012	51.065	58.27	73.63	36.592	30.87	53.7	69.933	67.5305	3.3976480836011613	64.033	13.572207558094599	49.31650000000001	2.4727524138092316	41.36749999999999	19.355633921419376	27.0155	5.451086176167108	P2ry10
NM_016740	chr3	93520496	93526288	+	499.0	1	S100a11|EMAPI|Emap1|S100a14|S100c|cal|-|3|3 E-F|protein-coding	62.56800000000001	103.794	129.009	58.648	339.103	82.536	122.88	254.136	132.77700000000002	543.565	499.662	73.15899999999998	62.118	686.797	570.802	454.9525	163.83593409414226	314.3355	262.09124976713736	118.2855	20.494075839129685	92.72399999999999	42.64702418692303	60.383	2.4536605307173165	S100a11
NM_001163485	chr15	34440508	34443276	-	512.0	1	Rpl30|-|-|15 B3.1|15 14.33 cM|protein-coding	414.086	423.742	373.924	367.018	205.99	161.221	145.843	144.734	150.03	72.119	74.562	149.91299999999995	263.475	52.332	72.688	139.339	94.25874814572916	224.243	211.6809002295673	286.886	193.54361129213243	279.9645	189.67644430582317	315.2465	73.21595744439851	Rpl30
NM_011407	chr11	83116845	83122659	+	1853.0	1	Slfn1|AV316259|RP23-308N3.1|11 C|11 50.3 cM|protein-coding	85.21799999999998	98.435	153.797	57.91	248.341	91.629	108.357	145.268	107.156	190.872	199.385	83.785	68.935	208.522	209.885	229.113	27.192498377309413	176.59099999999998	32.235583940732134	102.7955	6.166678238727932	96.7875	16.361743809875634	63.4225	7.795852262581683	Slfn1
NM_001145034	chr2	93955810	93957100	-	1288.0	1	Gm13889|Ag2|OTTMUSG00000014994|-|2 E1|2|protein-coding	3.677	27.288	24.451	4.488	1.365	1.306	3.906	8.578	2.894	1.213	2.81	1.911	1.781	0.677	0.422	0.8935	0.6668016946589145	13.6305	15.302497851658078	15.091	17.24916282026464	3.7915	0.16192745289172206	3.1345	1.9141380566719848	Gm13889
NM_177876	chr5	124004641	124032260	-	2506.0	1	Vps37b|2300007F24Rik|AI415429|BC026744|-|5 F|5|protein-coding	47.577	102.111	97.482	44.93899999999999	122.544	44.374	60.776	76.10300000000002	58.847	65.40899999999999	73.20100000000002	47.058	47.021	77.703	78.495	100.5195	31.14734660448626	85.34150000000002	17.169259753990563	80.479	30.592267781254797	54.1765	9.333102404881227	45.98	1.4721963184304392	Vps37b
NM_008838	chr17	86997259	87025401	-	972.0	1	Pigf|-|-|17 E4-E5|17 56.9 cM|protein-coding	32.034	47.523	38.08	32.004	9.042	21.305	27.672	25.702	28.065	12.462	19.23	22.102	24.407	7.7570000000000014	8.39	8.716000000000001	0.4610336213335852	28.655	13.328962825366414	37.794	13.758883748327836	29.853	3.084399779535715	28.2055	5.371890216674209	Pigf
NM_016737	chr19	7020696	7040026	-	2157.0	1	Stip1|Hop|Sti1|p60|-|19 A|19|protein-coding	242.976	247.579	191.887	261.153	50.885	145.437	140.282	114.158	141.10399999999996	42.32899999999999	59.232	158.501	174.287	28.483	32.308	41.5965	13.135922674102476	125.5595	93.80125005830149	194.3415	75.28919452683778	191.629	72.61562378717127	217.72000000000003	61.42353765455054	Stip1
NM_008965	chr15	5233399	5244187	-	3259.0	1	Ptger4|EP4|Ptgerep4|-|15 A1|15 1.99 cM|protein-coding	35.17	68.157	50.21100000000001	40.432	25.429	36.791	45.161	56.424	44.964	24.818	26.349	42.761	35.418	17.074	22.809	24.119	1.852619766708868	38.28	16.872982012673408	56.5605	16.399927576059593	40.1655	7.064703850834791	37.925	3.5454334008693698	Ptger4
NM_017472	chr10	42502054	42535369	+	1371.0	1	Snx3|SDP3|-|10 B2|10 22.89 cM|protein-coding	200.552	228.479	166.10299999999995	190.05900000000003	88.428	137.34	131.773	124.784	134.484	64.078	71.421	144.43200000000004	145.531	59.402	62.18600000000001	75.307	18.5558961518974	118.762	66.95028425630464	181.4815	66.46450189762959	166.16250000000005	48.63409730322942	167.79500000000004	31.486050752674604	Snx3
NM_026862	chr7	24743983	24760311	-	2695.0	1	Cd177|1190003K14Rik|Pdp3|-|7 A3|7|protein-coding	28.877	68.618	73.057	10.082	195.537	36.893	64.715	125.211	65.706	196.143	220.004	21.993	14.657	249.314	245.341	220.43900000000002	35.21674613021495	146.53050000000005	103.90722017501959	67.16199999999999	2.05909494681481	46.79600000000001	25.341292824163503	12.3695	3.2350135239284517	Cd177
NM_001082960	chr7	128062640	128118491	+	4650.0	1	Itgam|CD11b/CD18|CR3|CR3A|Cd11b|F730045J24Rik|Ly-40|MAC1|Mac-1|Mac-1a|-|7|7 F4|protein-coding	18.232	36.367	46.256	10.101	145.537	50.673	79.058	150.6	76.63	266.39	260.848	34.777	24.45	312.749	294.514	220.0255	105.3426469408282	153.55200000000005	151.7394583883836	56.49849999999999	28.470240330913967	48.645	43.010477072452936	17.2755	10.14627520324577	Itgam
NM_016767	chr12	85686720	85709087	+	899.0	1	Batf|B-ATF|SFA-2|-|12 D2|12|protein-coding	60.881	75.778	76.385	60.847	35.77	36.26300000000001	40.275	40.08	39.268	23.978	21.398000000000003	36.729	43.006	12.753	16.328	26.049	13.747570039828865	48.89150000000001	38.88168057710468	57.523	25.816468581120855	50.578	14.570642333129994	51.9265	12.615492083149158	Batf
NM_010317	chr13	13784539	13827895	+	2962.0	1	Gng4|-|-|13 A1|13 5.29 cM|protein-coding	2.8160000000000003	16.634	21.761	1.635	2.374	1.625	6.715	15.229	8.109	4.595	7.432	1.16	0.907	2.945	4.722	3.548	1.6602867222260111	14.5965	10.132133067622043	12.3715	6.028085309615313	4.7655	2.757009339846348	1.271	0.5147737367038073	Gng4
NM_009025	chr8	13567218	13677587	-	4092.0	1	Rasa3|AI326412|C86362|E130011G04|GAPIII|scat|-|8 A1.1|8 6.29 cM|protein-coding	17.369	30.192	65.047	12.873	84.485	27.005	37.898	64.80199999999999	38.05	82.58200000000002	76.064	19.848	19.471	96.573	84.777	84.631	0.20647518010791133	70.5555	7.790195408332175	34.120999999999995	5.556445086563915	27.6335	14.516195110978632	16.172	4.665490542268839	Rasa3
NM_001277311	chr17	46680783	46683126	+	852.0	1	Mea1|Mea-1|-|17 C|17 22.9 cM|protein-coding	94.391	107.043	89.23899999999998	85.788	39.442	45.208	47.188	47.32899999999999	47.449	22.931	25.895	49.768	56.214	23.257	21.579	30.5105	12.631048432335298	57.56699999999999	44.79097194748066	77.24600000000001	42.139321518031075	70.7895	33.37756139234861	71.001	20.911975946810873	Mea1
NM_009846	chr10	43579169	43584265	+	1812.0	1	Cd24a|Cd24|HSA|Ly-52|nectadrin|-|10 B2|10 23.01 cM|protein-coding	41.191	83.617	69.158	42.67	92.985	72.35	87.765	120.591	76.786	160.54399999999995	149.748	62.648	56.6	183.461	175.22099999999998	134.10299999999998	58.149633257656966	109.45299999999999	56.985735495823825	80.20150000000002	4.830246422284982	64.47800000000001	32.93279122698224	49.63500000000001	9.849997461928536	Cd24a
NM_173733	chr10	128669887	128673918	-	2343.0	1	Suox|SO|-|10 D3|10|protein-coding	15.615	27.645	29.518	14.742	10.415	15.720999999999998	17.741	22.587	18.778	11.841	17.203	14.005	15.642	7.047999999999999	7.8679999999999986	9.1415	1.8010009716821376	23.3605	8.70802001031233	23.2115	6.269915828781098	16.678	1.5033090168025736	15.192	0.6363961030679159	Suox
NM_009521	chr11	103774175	103818021	+	3108.0	1	Wnt3|Int-4|Wnt-3|RP23-326K2.2|11 E1|11 67.5 cM|protein-coding	4.059	13.872	21.871	3.534	0.8320000000000001	1.4369999999999998	4.902	8.672	4.98	3.939	5.376	1.204	1.53	0.2	0.382	0.607	0.31819805153394665	13.6235	11.6637263556721	9.426	6.287593498310777	4.4805	0.5960910165402671	2.532	1.4170419894978408	Wnt3
NM_025907	chr14	31478798	31494977	-	1897.0	1	Mettl6|1600013P15Rik|AI467521|AU020711|-|14 B|14|protein-coding	33.8	46.496	41.589	34.302	14.417	24.799	22.904	25.041	24.694000000000006	11.569	16.648	22.893	24.068	8.015	7.79	11.1035	4.68599663892325	29.1185	17.635950229573687	35.595	15.416342043429113	28.352	7.704635487808637	29.185	7.236530798663106	Mettl6
NM_023210	chr3	95929257	95947387	+	3251.0	1	Anp32e|2810018A15Rik|AI047746|AI326868|CPD1|LANP-L|LANPL|mLANP-L|-|3 F2.1|3|protein-coding	109.623	117.599	102.141	115.014	38.755	79.77600000000002	73.477	67.149	72.63600000000002	27.083	34.313	75.435	79.065	20.24	22.12	30.4375	11.762721305038221	68.227	47.961638754321136	95.1175	31.79364220249065	91.55	25.55908171276889	97.0395	25.419781676875072	Anp32e
NM_021876	chr7	89954654	89980976	-	2046.0	1	Eed|ENSMUSG00000039373|l(7)5Rn|l7Rn5|lusk|-|7 E1|7|protein-coding	73.8	81.631	72.023	71.36	32.521	37.595	36.703	35.497	39.113	25.686	26.922	37.289	41.676	18.913	20.05	26.2855	8.81832866817745	49.4725	31.891222938294487	60.372	30.064766122489623	55.2515	26.23154026167736	56.518	20.989757692741478	Eed
NM_001039214	chr18	73572705	73592578	+	4076.0	1	Mex3c|A130001D14Rik|BC035207|BM-013|Rkhd2|-|18 E2|18|protein-coding	41.12600000000001	52.589	45.214	41.165	18.341	34.355	38.935	37.086	37.539	19.668	25.13	37.7	35.141	10.854	13.071	15.706	3.726452736853101	35.172	14.20153259335062	45.06399999999999	10.641957056857533	40.0305	1.5492709575797607	38.153	4.259611249867758	Mex3c
NM_138597	chr16	91925223	91931630	-	763.0	1	Atp5o|ATPO|D12Wsu28e|OSCP|-|16 C4|16|protein-coding	136.32399999999998	134.315	114.764	125.769	57.052	61.201	55.28100000000001	55.432	57.868	19.375	31.58	63.1	69.444	19.192	18.202	37.626999999999995	27.47109844909736	73.172	58.81997048622176	96.0915	54.056192101368005	95.8025	57.30605486770134	97.6065	39.82778945033228	Atp5o
NM_001081005	chr2	167062934	167065862	+	731.0	1	1500012F01Rik|Zfas1|-|2 H3|2|protein-coding	216.304	206.24400000000003	160.911	177.19099999999997	61.31800000000001	97.129	83.367	64.116	80.51100000000002	26.281	34.386	95.742	123.154	19.605	24.746	43.032	25.860309201554408	97.6485	89.46668548962793	143.37750000000003	88.90665691892822	149.8355	94.00065417059606	150.1725	38.20992913497749	1500012F01Rik
NM_010831	chr17	31844250	31855792	-	4493.0	1	Sik1|Msk|Sik|Snf1lk|-|17 B1|17 17.25 cM|protein-coding	36.321	50.728	44.295	34.876	16.432000000000002	35.76300000000001	37.98	39.534	38.225	22.8	26.285	37.042	42.091	14.687	17.292	16.862000000000002	0.6081118318204759	35.29	12.734993129169716	44.4765	8.840956085175408	37.1505	1.1730901499888784	38.4835	5.101775426260909	Sik1
NM_018750	chr1	131176410	131245178	-	3397.0	1	Rassf5|1300019G20Rik|AU042887|Maxp1|Nore1|Nore1A|Nore1B|Rapl|-|1 E4|1 56.91 cM|protein-coding	38.663	52.673	63.341	37.343	78.592	38.592	43.81100000000001	60.72	46.749	76.3	75.47	37.764	33.732	73.702	71.524	75.05799999999998	4.997830729426808	69.4055	8.576498149011519	49.711000000000006	4.18890057174909	41.23700000000001	3.6401857095482035	35.5375	2.5533625868646426	Rassf5
NM_010090	chr2	127336159	127338377	+	1612.0	1	Dusp2|PAC1|RP23-206D14.6|2 F1|2|protein-coding	185.128	181.082	176.892	190.715	91.34	114.972	131.558	126.516	135.988	72.759	74.79899999999998	141.605	175.733	38.655	38.54	64.94	37.33523804664971	125.8455	72.19065261167823	158.535	31.886273190826174	158.343	37.87971026816338	183.22400000000002	10.593873795737188	Dusp2
NM_175092	chr5	123118180	123132629	-	2136.0	1	Rhof|AI845056|AV026554|Arhf|Ifld1|Rif|-|5 F|5 62.77 cM|protein-coding	75.94800000000002	64.839	73.086	65.681	30.69	51.49	50.435	51.133	52.82899999999999	31.037	32.495	48.824	57.445	19.137	20.501	25.5955	7.204710993509731	52.7905	28.70217135514316	58.834	8.492352442050517	63.19150000000001	18.040415308412406	61.563	5.823731449852375	Rhof
NM_026030	chr2	154871410	154892906	-	2502.0	1	Eif2s2|2810026E11Rik|38kDa|AA408636|AA571381|AA986487|AW822225|D2Ertd303e|EIF2|EIF2B|RP23-480H10.3|2 H1|2 76.89 cM|protein-coding	72.861	75.125	60.858	66.542	14.609000000000002	40.55	38.622	32.852	36.991	12.858	17.002	42.44	42.892	5.056	6.6370000000000005	10.623	5.6370552596191565	38.93	31.010874995717238	56.058	26.96480999376781	55.7415	24.210629081046203	54.717	16.723075375061825	Eif2s2
NM_020618	chr11	99209048	99231017	-	2905.0	1	Smarce1|2810417B20Rik|5830412H02Rik|9030408N19Rik|Baf27|RP23-255N16.1|11 D|11|protein-coding	30.41	46.399	37.957	34.613	11.354	18.471	22.224	21.996	21.471	13.742	16.384	22.874	23.652	6.199	8.234	9.794	2.206173157302028	27.1705	15.254414590537387	33.934999999999995	17.626757841418268	26.316999999999997	5.788376110793082	29.1325	7.750597428585732	Smarce1
NM_011580	chr2	118111922	118127133	+	5778.0	1	Thbs1|TSP-1|TSP1|Thbs-1|tbsp1|RP23-234E8.1|2 F1-F3|2 59.34 cM|protein-coding	19.54	37.064	48.657	9.136	141.373	50.027	61.769	109.958	66.32	123.789	159.47	38.663	23.134	108.791	155.491	148.43200000000004	9.982933536791016	104.0635	78.35662374362488	51.69199999999999	20.687115990393654	40.6545	29.860412262726715	16.135	9.898080723049292	Thbs1
NM_013509	chr6	124760055	124769509	-	2617.0	1	Eno2|AI837106|D6Ertd375e|Eno-2|NSE|-|6 F2|6 59.17 cM|protein-coding	5.733	13.475	25.818	6.309	8.238	7.1370000000000005	13.081	18.071	12.876	11.895	12.826	5.897	6.97	7.619	11.369000000000002	9.8035	2.2139513318950916	19.322	9.186731301175632	13.1755	0.42355696193072495	9.407	5.195820628158752	6.6395	0.4673975823643145	Eno2
NM_133726	chr15	81365044	81399694	-	1608.0	1	St13|1110007I03Rik|3110002K08Rik|AW555194|HIP|HOP|HSPABP|HSPABP1|PRO0786|SNC6|p48|-|15|15 E2|protein-coding	209.748	204.837	171.075	219.388	61.76300000000001	146.066	132.558	110.069	125.704	46.21	64.101	148.55700000000004	150.143	40.06800000000001	42.478	52.12050000000001	13.636554275182533	117.588	75.64204081064973	165.2705	55.95548091563512	171.153	54.581572439789575	184.7655	48.96360906326254	St13
NM_029735	chr1	185363095	185428355	+	4816.0	1	Eprs|2410081F06Rik|3010002K18Rik|C79379|Qprs|-|1|1 H4-H6|protein-coding	139.77700000000002	136.589	102.341	132.112	27.428	97.431	86.70200000000001	70.476	84.984	28.681	37.297	97.978	100.25	18.683	17.149	22.2885	7.268350603816537	69.819	45.99305347549781	110.7865	36.4902454431318	113.23950000000002	37.52969241147593	116.181	22.52983626216584	Eprs
NM_023154	chr7	24587543	24608926	+	1475.0	1	Ethe1|0610025L15Rik|Hsco|-|7 A3|7|protein-coding	7.643	14.522	28.921	4.752	18.962	4.3260000000000005	6.822	12.739	7.615	14.217	14.79	3.859	3.642	9.167	12.666	15.814	4.4519442943504925	21.8555	9.9921259249471	11.0685	4.883986537655482	7.2325	0.5805346673541505	4.197	0.7848885271170641	Ethe1
NM_011865	chr6	86524497	86526165	-	1666.0	1	Pcbp1|WBP17|[a]CP-1|alphaCP-1|-|6|6 D1|protein-coding	675.204	604.863	490.3	578.756	255.301	347.107	331.838	295.013	340.214	140.84	166.234	360.695	428.066	112.916	131.718	193.5095	87.38637733937695	328.267	229.14926615199983	472.5385	187.13510253423883	503.521	242.79642702890004	503.411	106.5539208570013	Pcbp1
NM_180678	chr6	55038001	55079504	+	2371.0	1	Gars|GENA202|Gena201|Nmf249|Sgrp23|-|6 B3|6 27.29 cM|protein-coding	196.106	197.116	150.504	206.267	48.974	135.955	123.496	100.411	119.352	49.989	50.687	141.752	135.1	24.73	26.703000000000007	37.8385	15.747975123805624	100.5955	70.58127757769762	158.23399999999995	54.987451732190706	159.80100000000002	51.34302338195522	170.68349999999995	50.32266829670309	Gars
NM_001081279	chr8	35587798	35679449	+	6403.0	1	Mfhas1|2310066G09Rik|D8Ertd91e|-|8 A4|8 21.16 cM|protein-coding	44.441	52.039	47.44	46.863	17.166	35.232	40.171	42.381	41.924	20.647	26.28	39.71	44.26	11.094	12.335	14.7505	3.416032859912213	36.86	14.962379489907349	46.9815	7.15238509170186	42.306000000000004	3.0193459556666316	45.5615	1.8405989514288652	Mfhas1
NM_001033632	chr7	141015812	141016892	-	537.0	1	Ifitm6|A330075D07|Dspa2f|Fgls5|fragilis5|-|7 F5|7|protein-coding	47.371	94.907	115.767	21.53	322.423	68.054	105.603	199.197	110.368	390.862	369.209	37.237	22.297	451.728	440.49	381.4565	83.48597633435206	242.488	179.21055683748105	102.6375	10.932577943925114	76.487	41.17624208205503	21.9135	0.5423509011700965	Ifitm6
NM_178372	chr17	25298394	25300161	+	1209.0	1	Prss34|C130091P12|Mcp11|mMcp-11|-|17 A3.3|17 12.53 cM|protein-coding	25.859	36.314	50.473	16.137999999999998	88.133	16.649	22.519	36.322	25.346	65.07	77.915	14.08	14.763	75.093	71.417	79.775	11.819996954314234	64.194	19.404424289321252	30.83	7.755547176054053	24.189	2.361736649163122	15.450499999999998	0.972271824131532	Prss34
NM_027656	chr2	181390886	181424388	-	2008.0	1	Zbtb46|2610019F01Rik|4933406L05Rik|BZEL|Btbd4|RP23-60M5.6|2 H4|2|protein-coding	5.134	15.126	21.855	6.8370000000000015	7.697999999999999	7.423999999999999	10.632	20.748	10.853	14.205	13.407	6.077000000000001	6.8820000000000014	6.33	9.525	8.6115	1.2918840892278285	17.631	5.973638087463952	12.9895	3.021467276010123	7.882999999999999	3.8876730829636417	6.8595000000000015	0.031819805153420366	Zbtb46
NM_152839	chr5	88519809	88527897	-	2096.0	1	Igj|9530090F24Rik|AI323815|Jch|-|5 E1|5|protein-coding	50.006	63.724	77.07600000000002	30.683000000000003	138.819	54.078	64.925	68.36	65.123	91.595	122.125	34.345	26.134	96.886	131.766	135.2925	4.987224127708528	99.6005	31.854453385672787	64.4235	0.989242386879333	57.4655	10.549326068522099	28.408500000000004	3.216628747617569	Igj
NM_001082547	chr16	36184212	36188110	+	408.0	1	Gm5483|EG433016|-|16 B3|16|protein-coding	9.039	19.143	15.838	3.985	51.44600000000001	18.909	24.779	56.23	29.307	92.897	100.251	7.791	4.937	107.212	105.147	78.29650000000002	37.97234125649877	58.0445	59.689004720300034	24.225	7.187033323980055	16.909000000000002	11.129860735876262	4.461	0.6731656556895901	Gm5483
NM_009909	chr1	74153994	74161246	+	3039.0	1	Cxcr2|CD128|CDw128|Cmkar2|Gpcr16|IL-8Rh|IL-8rb|IL8RA|Il8rb|mIL-8RH|-|1 C3|1 38.41 cM|protein-coding	5.089	12.643	17.132	1.985	54.03	9.315	22.018	52.265	22.892	119.832	122.421	6.917000000000002	3.314	143.548	136.75799999999998	95.394	58.49752979400071	69.7765	74.45056588435042	17.7675	7.247137400380933	13.5535	11.970610698707066	2.6495	0.939744912196922	Cxcr2
NM_146069	chr16	32142825	32165476	-	3553.0	1	Nrros|E430025L02Rik|Lrcc33|Lrrc33|-|16 B2|16|protein-coding	19.674	40.379	41.003	19.158	45.952	28.114	39.307	65.719	40.02	63.034	56.598	26.538	22.251	68.37899999999999	66.45	56.201	14.494274800761838	48.8005	11.027330252604187	40.1995	0.2538513344456135	29.4905	13.882627435035491	20.7045	2.187081274209977	Nrros
NM_022019	chr1	184034461	184075636	+	2706.0	1	Dusp10|2610306G15Rik|AI158871|MKP-5|MKP5|-|1|1 H5|protein-coding	10.268	16.633	23.956	7.25	16.182000000000002	14.17	18.733	24.784	18.517	16.148	19.806	12.259	11.889	13.563	13.059	14.620500000000002	2.2082944776455817	21.881	2.9344931419241407	17.575	1.3321891757554487	14.5005	5.985658902744133	9.5695	3.2802683579243914	Dusp10
NM_026474	chr14	79587691	79629755	+	1936.0	1	Sugt1|2410174K12Rik|SGT1|-|14 D3|14|protein-coding	55.61	60.861	60.462	62.052	26.117	46.352	43.841	40.64	43.608	24.186	30.27	47.088	43.438	20.695	21.904	24.0105	2.9790408691388963	45.36600000000001	21.348967937584227	52.2345	12.199713295811515	49.7255	8.321939707784491	52.74500000000001	13.162085625006366	Sugt1
NM_001164602	chr15	97244074	97247287	-	2835.0	1	Amigo2|AI415330|AMIGO-2|AW208913|Ali1|-|15 F1|15|protein-coding	15.418	24.6	32.936	23.462	9.683	14.405	16.487000000000002	16.954	16.305	9.074	12.084	18.049	17.881	3.077	4.062	6.8725000000000005	3.974647217049582	22.51	14.744590601301882	20.4525	5.865450749942415	15.9525	0.7558971490884405	20.6715	3.9463629458020932	Amigo2
NM_001033432	chr10	17900466	17948067	-	3661.0	1	Heca|Gm869|HDC|HDCL|-|10 A2-A3|10|protein-coding	18.739	24.329	41.614	16.017	49.158	23.434	26.279	37.196	25.153	53.881	51.055	21.344	18.783	56.38800000000001	46.535	47.8465	1.8547410870522083	46.3345	6.675795121182216	24.741	0.5826559876979738	22.509	5.331585130146567	17.4	1.95585735676202	Heca
NM_145441	chr12	4879032	4907520	-	2502.0	1	Ubxn2a|6330407P03Rik|Ubxd4|-|12 A1.1|12|protein-coding	39.563	42.379	40.621	33.257	17.233	35.681	34.261	34.315	34.363	16.632	22.075	31.559	32.001	9.538	13.986	15.6095	2.2959757185127057	31.348000000000003	13.114002363885715	38.371	5.6681679579913915	36.912	3.7490801538511227	32.629	0.8881261171702423	Ubxn2a
NM_001163445	chr6	133105239	133107750	+	2509.0	1	2700089E24Rik|AI662692|-|6 G1|6|protein-coding	27.71	36.522	31.379	26.928	11.189	19.005	20.522	18.68	20.837	10.694	15.136	18.801	18.175	8.096	7.899	9.544	2.326381310103734	23.2575	11.485535446813087	28.6795	11.090969862911008	24.116	5.082683543168901	22.5515	6.189305655725845	2700089E24Rik
