id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-MEKi	0-1uM-PCC-24h-2	100uM-K99A-24h-MEKi	100uM-K99A-24h-2	10uM-K99A-24h-MEKi	10uM-K99A-24h-2	10uM-PCC-24h-MEKi	10uM-PCC-24h-2	No-Peptide-24h-MEKi	No-Peptide-24h-2	No-Peptide-24h	No-Peptide-24h-std	10uM-K99A-24h	10uM-K99A-24h-std	100uM-K99A-24h	100uM-K99A-24h-std	0-1uM-PCC-24h	0-1uM-PCC-24h-std	10uM-PCC-24h	10uM-PCC-24h-std	gene_name	pc1	pc2
NM_008452	chr8	72319062	72321654	+	1811.0	1	Klf2|Lklf|-|8|8 C1|protein-coding	61.67	87.01799999999999	152.26	47.92100000000001	255.757	70.66	82.542	140.049	88.605	116.366	113.421	74.375	64.973	130.265	104.934	180.3455	106.64796605889865	132.8405	27.46332027450435	87.8115	1.1221784617422057	72.10600000000001	14.758732736925655	56.446999999999996	12.057584832793019	Klf2	-0.006152150384331259	-0.004466035336893907
NM_001004174	chr2	122637887	122641076	+	633.0	1	AA467197|Nmes1|RP23-101F14.3|2 E5|2|protein-coding	43.828	271.577	340.827	61.01600000000001	51.944	31.341	82.679	141.749	83.49	63.477	99.471	36.207	40.74800000000001	49.908	39.508	45.726000000000006	8.793579930835909	220.149	170.66446428006037	177.5335	132.9975931530341	63.2535	27.47180555587855	50.88200000000001	14.331640241088946	AA467197	-0.00034619042197943503	-0.1531096627395475
NM_010389	chr17	34238905	34245908	+	2662.0	1	H2-Ob|A-beta-2|A-beta2|H-2Ab|H-2I|H-2Ob|H2-Ab|H2-Ab2|H2-IAb2|Ob|-|17 B1|17 17.98 cM|protein-coding	1.779	2.5340000000000003	2.612	2.063	5.943	6.122999999999998	5.706	7.64	4.472	14.36	9.666	5.817	3.405	16.058	18.919	12.431	9.175417592676638	6.138999999999999	4.9879312344899045	3.503	1.3703729419395272	3.7425	2.7768083297195734	2.734	0.948937300352346	H2-Ob	-0.00046985825209558955	0.0018745179528742392
NM_011287	chr17	28328471	28331033	+	822.0	1	Rpl10a|CsA-19|Nedd6|mCG_18533|17 A3.3|17|protein-coding	16.62	9.646	9.802	14.813	4.214	9.88	9.896	6.849	9.068	2.535	2.111	8.982000000000003	11.163	4.7	2.104	3.159	1.4919953083036144	5.9565	5.4383582541057365	9.357000000000001	0.40870771952587054	13.258	4.754585996698352	12.988	2.5809397513308974	Rpl10a	0.0005149572838105534	0.0015098214197179303
NM_001204241	chr6	122952515	122969878	+	1159.0	1	Clec4a3|3110037K17Rik|Dcir3|-|6 F2|6|protein-coding	0.976	5.003	5.364	0.7170000000000001	24.4	2.202	3.367	10.444	2.367	22.813	13.047	2.212	0.579	18.925	28.955	26.6775	3.220871388304714	9.2055	5.43270139985624	3.685	1.8639334752077379	2.1715	1.690692313817035	0.648	0.09758073580374428	Clec4a3	-0.001260989363675014	0.005036962192620384
NM_001111100	chr19	34492316	34527474	-	2956.0	1	Lipa|AA960673|Lal|Lip-1|Lip1|-|19 C1|19|protein-coding	10.888	17.160999999999998	23.244	10.316	56.43899999999999	19.015	20.918000000000006	37.877	22.519	47.521	42.95399999999999	16.929000000000002	13.117	52.088	68.836	62.6375	8.766002766369633	33.099000000000004	13.937074657186846	19.84	3.7886781335975153	15.903000000000002	7.092281015301068	11.7165	1.9806060941035184	Lipa	-0.0024845532617139305	0.006169229162788567
NM_023854	chr2	91265115	91277371	+	3349.0	1	Arfgap2|2310032E02Rik|Zfp289|RP23-42N14.2|2 E1|2|protein-coding	30.183000000000003	31.508000000000006	27.49	30.52	16.039	19.157	20.879	18.975	18.64	12.154000000000002	12.939	20.423	25.595	10.94	10.567	13.302999999999999	3.8692883066527926	20.2145	10.289110773045447	25.074	9.099050060308489	25.531	6.578921492159644	28.0575	3.482500897343764	Arfgap2	0.0007118146333746071	-0.0006181020775092066
NM_030209	chr8	119992470	120052793	+	4133.0	1	Crispld2|1810049K24Rik|Lcrisp2|Lgl1|coffeecrisp|-|8 E1|8|protein-coding	5.699	14.469	13.33	3.2430000000000003	36.376	10.653	17.51	35.468	17.859	60.412	65.67699999999999	7.22	4.792	72.488	73.102	54.739	25.96920364585712	39.5035	37.01491867477221	16.164	2.3970919882223893	11.604500000000002	8.35163819259431	4.0175	1.0953084040579617	Crispld2	-0.0025697826169707636	-0.004428337950180376
NM_011156	chr10	45067214	45158995	+	2702.0	1	Prep|AI047692|AI450383|D10Wsu136e|PEP|Pop|-|10 B2-B3|10 23.27 cM|protein-coding	43.025	40.264	24.597	46.68	15.02	28.832	27.027	20.055	25.536	11.593	10.807	32.771	35.886	9.939	10.664	12.842	3.0801571388486018	17.701999999999995	9.751002512562497	32.9	10.414268673315489	35.026	11.312294285422391	41.283	7.632510596127549	Prep	0.0014378613062855708	0.005246552415458027
NM_018868	chr1	59685006	59711510	+	1959.0	1	Nop58|MSSP|Nol5|SIK|nop5|-|1 C1.3|1|protein-coding	226.354	188.816	120.213	241.661	37.079	146.634	125.393	84.779	122.126	28.09	37.304	146.385	150.375	14.854	18.922	28.0005	12.838937826004145	78.7585	58.625516121395464	155.471	47.15695123733079	175.8735	71.39020773537497	196.018	64.54894962739522	Nop58	0.008596072973065914	0.015108191670772406
NM_010046	chr15	76502015	76511818	-	1736.0	1	Dgat1|ARAT|C75990|D15Ertd23e|Dgat|-|15 D3|15 35.99 cM|protein-coding	19.699	22.7	34.161	22.04	56.643	17.576	23.999	28.458	24.927	45.504	46.237	17.898	18.242	57.968	50.791	53.717	4.137988883503861	40.199	8.539021489608736	23.8135	1.5747268017024734	21.849000000000004	3.0405591591021364	20.141	2.6855915549465283	Dgat1	-0.00177055589399696	0.00028045781317092173
NM_139232	chr16	16421978	16560149	-	3192.0	1	Fgd4|9030023J02Rik|9330209B17Rik|Frabp|ZFYVE6|-|16 A3|16|protein-coding	1.51	3.164	4.997	0.747	13.216	2.526	4.184	10.075	4.135	28.379	23.656	2.008	0.911	29.438	26.353	19.7845	9.289261784447673	14.3265	13.193905430159788	3.6495	0.6866006845321382	2.847	1.8908035328928288	0.8290000000000001	0.11596551211459435	Fgd4	-0.0010026007037808634	-0.001437267418377979
NM_025313	chr10	80142315	80145818	+	925.0	1	Atp5d|0610008F14Rik|1500000I11Rik|AA960090|AI876556|AU020773|C85518|-|10 C1|10|protein-coding	265.9	248.193	211.04	252.013	151.24200000000005	159.349	161.554	129.564	159.204	75.75399999999998	89.77799999999998	173.829	211.648	79.691	68.766	110.00400000000002	58.31933888514166	150.409	85.74518250024309	203.6985	62.924725351009705	213.727	73.78376418969142	231.8305	28.542365222595077	Atp5d	0.006131376969236149	0.0077199717602014556
NM_008384	chr1	52789420	52817688	-	1766.0	1	Inpp1|2300002C06Rik|AV137389|-|1 C1.1|1 26.99 cM|protein-coding	4.627	8.622	11.695	4.931	18.238	7.587999999999999	8.387	10.281	8.471	14.787	12.044	6.329	7.002000000000002	17.995	14.637	16.4375	2.546291519052751	11.8695	0.2467802666341101	8.5465	0.10677312395907164	6.507000000000001	2.658721497261421	5.9665	1.4644181438373445	Inpp1	-0.0005270378943036296	-6.136972909533852e-05
NM_019682	chr5	115297110	115300990	-	2016.0	1	Dynll1|Dlc8|Dnclc1|Pin|-|5 F|5|protein-coding	36.087	34.966	25.866	36.704	15.053	23.336	20.479	16.197	21.593000000000004	8.883	10.403	23.297	24.618	6.707000000000002	7.232	11.1425	5.530282135659983	18.1345	10.933992157487584	28.2795	9.4561389848077	28.283	11.036522640759637	30.660999999999998	8.546092557420621	Dynll1	0.0010133378641018073	0.000351537125537934
NM_001243049	chr11	101009452	101063717	+	3805.0	1	Atp6v0a1|AA959968|ATP6a1|Atp6n1|Atp6n1a|Atpv0a1|Vpp-1|Vpp1|RP23-278K23.1|11 D|11 64.04 cM|protein-coding	5.221	7.422999999999999	7.47	5.8020000000000005	19.403	11.419	16.127	24.192	14.937	32.485	31.272	10.78	8.499	41.17	43.319	31.361	16.911165778857466	19.371	16.830555605802203	11.18	5.313200353835722	10.674000000000001	7.711706555620487	7.150500000000001	1.9070669888601184	Atp6v0a1	-0.001181608092076515	0.0016330413629216756
NM_013566	chr15	102215995	102231935	-	2657.0	1	Itgb7|Ly69|-|15 F3|15 57.39 cM|protein-coding	22.855	25.016	45.625	16.834	83.98	27.399	30.971	31.572	29.592	40.76	38.588	26.437	26.133000000000006	47.396	44.51300000000001	64.2465	27.90738333308948	42.1065	4.975910419209809	27.304000000000002	3.2357206307096544	26.913	5.738878636110036	21.4835	6.575385958253722	Itgb7	-0.0021050396170333714	0.0038195638454946402
NM_011778	chr19	4148663	4154035	+	1831.0	1	Coro1b|-|-|19 A|19 3.85 cM|protein-coding	50.331	59.892	71.434	52.114	138.355	54.206	54.83	81.67399999999998	58.688	82.516	80.366	55.137	54.149	101.039	118.175	128.265	14.26941484434467	75.9	6.315877769557918	59.29	0.8513565645485675	52.5805	3.1812734085583028	53.1315	1.438962299714835	Coro1b	-0.00373790987618114	0.01604538885675745
NM_017397	chr3	105678462	105687571	-	2697.0	1	Ddx20|GEMIN3|dp103|-|3|3 F3|protein-coding	21.241	19.102	15.134	18.527	7.572	14.002	12.815	10.307	12.725	6.809	8.217	15.171	14.937	6.723	6.102	6.837000000000001	1.0394469683442311	11.6755	4.891057605467354	15.9135	4.509219943626624	17.028	5.9580817382778495	16.732	2.5385133444597403	Ddx20	0.0005273052526109706	-0.0006590024531022057
NM_027404	chr12	111709490	111713256	-	2132.0	1	Bag5|1600025G07Rik|4930405J06Rik|-|12 F2|12|protein-coding	31.116	28.808000000000003	19.625	29.216	15.035	18.855	15.483	12.609000000000002	14.3	6.567	6.9529999999999985	15.728	20.024	5.377999999999999	5.216	10.1255	6.943081484470709	13.289000000000001	8.96045713119593	21.554	10.258705181454433	23.2995	11.054200310289303	24.62	6.499725532666756	Bag5	0.0007735056428222246	0.0020739924822357836
NM_175287	chr4	153957237	153961924	+	1091.0	1	A430005L14Rik|C79672|RP23-254N4.1|4 E2|4|protein-coding	24.507	24.044	18.856	23.546	10.283	14.675	13.232	12.255999999999998	11.007	6.566	7.816	12.501	16.514	5.026	7.475	8.879	1.9855558415718249	13.336	7.806458864299482	17.5255	9.218551106329015	18.8695	7.972628957878327	20.03	4.972374885303781	A430005L14Rik	0.0005599299895968698	0.00021630332353849923
NM_011655	chr17	35833920	35838301	-	2639.0	1	Tubb5|AA408537|AI596182|B130022C14Rik|M(beta)5|RP24-180B11.2|17 B1|17|protein-coding	378.711	410.878	364.482	440.367	230.267	325.209	328.515	280.936	339.858	164.227	197.469	344.57199999999995	392.19	128.35299999999998	140.425	185.34599999999998	63.52788743536184	280.9755	118.09602484630888	375.36800000000005	50.21872359986854	353.61300000000006	35.49393198844036	416.2785	34.06628339722337	Tubb5	0.010982178939346528	-0.005132103291722515
NM_008723	chr19	45747734	45749563	-	852.0	1	Npm3|Nub1|-|19 C3|19 38.75 cM|protein-coding	63.00899999999999	52.595	32.691	63.143	14.442	45.208	38.357	22.219	32.686	12.153	14.781	38.033	46.429	4.9	8.991	11.7165	3.8544390642478685	23.736	12.66428245105107	42.6405	14.077788906642942	50.68299999999999	17.431596369810794	54.786	11.818582740751884	Npm3	0.0022140316461965177	0.005159712706500184
NM_001013366	chr6	34880426	34910831	-	2620.0	1	Wdr91|9530020G05Rik|AI987683|AU018665|-|6 B1|6|protein-coding	8.637	8.431000000000001	10.662	8.619	20.384	9.454	9.925	13.457	10.412	18.916	11.941	9.061	9.162	24.33	31.729	26.0565	8.022126432561388	11.3015	0.9043895731375547	9.421500000000002	1.4007785335305365	9.281	0.9107535341682784	8.8905	0.38395898218433183	Wdr91	-0.0008144419944460841	0.005899665442056906
NM_025281	chr5	38220482	38234306	+	1540.0	1	Lyar|MLZ-264|-|5 B3|5 20.29 cM|protein-coding	78.074	60.63	40.368	95.698	20.277	36.537	32.397	21.752	34.116	4.398	11.558	41.351000000000006	44.834	5.381	8.89	14.5835	8.051824917371219	25.963	20.371746365984432	47.37300000000001	18.748229196380088	55.2355	32.298516444257935	70.26599999999999	35.96627931827256	Lyar	0.002646741756715367	0.010449447264823579
NM_007772	chr13	42052021	42185026	+	8742.0	1	Hivep1|Cryabp1|-|13 A4|13 20.72 cM|protein-coding	30.254	28.622	24.244	36.015	11.083	30.975	30.757	27.612	31.447	21.827	21.347	34.504	36.027	17.840999999999994	19.154	15.1185	5.707058830956624	22.7955	2.048488345097483	30.0345	1.997576656851958	30.5055	0.3556747109368475	36.021	0.008485281363526932	Hivep1	0.000980355264983616	0.0008588691024540361
NM_010391	chr17	35470089	35474563	+	1464.0	1	H2-Q10|H-2Q10|Q10|Qa10|-|17 B1|17 18.68 cM|protein-coding	13.454	15.574000000000002	20.757	12.364	28.251	13.115	15.321	23.458	16.83	28.202	25.636	13.168	12.268	36.774	34.097	31.174	4.1337462428165415	23.1965	3.449973985409145	16.201999999999998	0.8881261171703703	14.3875	1.3201683604753018	12.316	0.06788225099446588	H2-Q10	-0.0009430762096192674	4.749078028212358e-05
NM_011158	chr12	31958479	32061279	-	3345.0	1	Prkar2b|AI451071|AW061005|PKARIIbeta|Pkarb2|RII(beta)|RP23-193M19.1|12|12 B1|protein-coding	2.28	2.547	3.277	2.495	7.542000000000002	1.734	3.444	5.849	2.739	10.922	9.175	2.0540000000000003	1.104	13.077	14.332	10.937	4.801255044256656	6.226	4.1705157954382575	2.6430000000000002	0.13576450198781306	2.862	0.8230722933011424	1.7995	0.9835855326304878	Prkar2b	-0.00045739190529110215	0.0009014640081810194
NM_133878	chr4	132331919	132345750	-	2276.0	1	Rcc1|4931417M11Rik|AI326872|Chc1|WI1-2643G14.3|4 D2.3|4|protein-coding	60.21	38.875	21.6	59.799	13.856	30.915	25.97	13.296	26.996	6.266	9.258	35.841	40.415	4.408	6.471	10.1635	5.221983579062656	15.429	8.72711189340437	32.9355	8.399721453715031	43.09	24.211336187827374	50.107	13.706557846520026	Rcc1	0.002001568452918598	0.010129829204312359
NM_024215	chr4	134243306	134245591	-	1971.0	1	Zfp593|3110024A21Rik|AV062409|E130106C14Rik|ZNF593|RP23-354H24.5|4 D3|4|protein-coding	26.769	19.153	15.023	21.026	7.002999999999999	10.536	9.376	10.461	9.218	1.817	4.628	10.822	15.300999999999998	1.96	2.106	4.554499999999999	3.462701907470523	9.8255	7.350374990434163	14.1855	7.025105871088347	18.0725	12.298708245177615	18.1635	4.048186322292984	Zfp593	0.0006977457407231	0.0007812265640485289
NM_027475	chr14	20319859	20348121	-	3109.0	1	Ecd|5730461K03Rik|Hsgt1|-|14|14 B|protein-coding	31.677	28.345	20.075	33.411	14.933	24.741	21.174	16.66	22.027	10.515	12.566	24.853	26.257	7.175	9.713	12.323	3.6910973977937744	16.3205	5.309664819929781	25.186	4.467500643536585	26.4255	7.426742522802307	29.834	5.0586419126085875	Ecd	0.0008853860902201268	0.002441462237860134
NM_175101	chr6	113514887	113531638	-	1948.0	1	Emc3|0610039A15Rik|AI225901|AW260416|Pob|Tmem111|-|6 E3|6|protein-coding	44.425	49.632	38.275	42.677	23.408	30.136	31.477	27.059	31.01	19.122	21.633000000000006	32.059	36.104	13.978	16.415	19.9115	4.944797720837528	29.954	11.767671052506518	40.321	13.167742479255896	37.95099999999999	9.155618602803457	39.3905	4.647812872739086	Emc3	0.0010277307033730626	-0.0025791692852048693
NM_028469	chr5	139359739	139460534	-	1454.0	1	3110082I17Rik|AW411904|-|5 G2|5|protein-coding	27.295	18.15	11.533	28.601	6.934	11.769	9.217	5.711	9.576	0.627	2.216	12.413	12.390999999999998	2.1	1.904	4.4190000000000005	3.556747109368333	6.8744999999999985	6.588113880315063	13.863	6.062733541893457	18.256	12.783076390290407	20.496	11.462200923033938	3110082I17Rik	0.0008151698017307927	0.0038325338804272926
NM_033526	chr3	88553716	88569725	+	3359.0	1	Ubqln4|A1Up|A1u|AI663987|CIP75|UBIN|-|3 F1|3|protein-coding	49.53100000000001	48.289	45.295	49.984	25.349	41.291	40.639	33.019	38.849	20.919	22.686	46.861	46.557	17.846	14.743	20.046	7.499574521264527	33.9905	15.986977215846656	43.568999999999996	6.675088014400928	45.08500000000001	6.287593498310749	48.2705	2.4232549391260285	Ubqln4	0.001395003896061687	-0.0017770280948953574
NM_009852	chr19	10789339	10830058	-	3019.0	1	Cd6|-|-|19 A|19 7.16 cM|protein-coding	92.505	56.132	53.864	109.791	27.862	72.457	64.187	39.977	63.044	19.328	23.287	87.838	102.117	11.703	15.11	21.486	9.017025673690863	38.5755	21.621204048341063	59.588	4.887522071561534	78.346	20.023849829640586	105.954	5.4263374388254855	Cd6	0.003769154173685769	0.018633075731379657
NM_001168526	chr19	32122727	32211013	-	3255.0	1	Sgms1|9530058O11Rik|AI841905|C80702|Mob|Sms1|Sor1|Tmem23|-|19 C1|19|protein-coding	5.794	7.441	9.461	5.894	16.28	7.9129999999999985	7.945	11.394	7.888	18.127	15.292	7.7029999999999985	7.477	18.378	17.34	16.810000000000002	0.74953318805763	12.3765	4.123139641098756	7.6645	0.3160767311903545	6.8695	1.5209866863322592	6.6855	1.1193500346183038	Sgms1	-0.0005363890654188576	0.00033082802431441536
NM_021714	chr6	136813654	136828216	-	2708.0	1	Wbp11|2510026P17Rik|D6Wsu113e|Npwbp|SIPP1|-|6 G1|6 66.72 cM|protein-coding	78.833	67.954	60.73	73.301	39.786	59.807	59.941	48.778	62.218	32.85	36.598	63.39100000000001	71.71600000000002	24.713	29.822	34.804	7.045611967742762	48.663999999999994	17.06390084359375	65.086	4.055964496886086	69.387	13.358661310176227	72.5085	1.1207642481811726	Wbp11	0.0019406758472892008	0.0013727618648903901
NM_009391	chr5	129020156	129024321	+	2279.0	1	Ran|-|-|5 G1.3|5|protein-coding	115.279	97.344	70.15100000000001	116.032	32.757	59.153	57.05	43.694	56.736	16.831	22.124	66.639	73.039	11.046	12.557	22.656999999999996	14.283556979968258	46.1375	33.96021738004633	77.03999999999998	28.714192170423363	86.1645	41.17412076171146	94.5355	30.400641843553206	Ran	0.003653342496483595	0.005306958782882196
NM_026065	chr10	95480806	95501927	-	658.0	1	Mrpl42|2700009F22Rik|2900055D03Rik|D10Ertd322e|HSPC204|L31mt|MRP-L31|PTD007|Rpml31|-|10 C2|10 49.39 cM|protein-coding	48.08600000000001	47.36	32.135	58.039	18.071	38.261	31.444000000000006	24.064	37.917	10.095	14.542	37.87	35.54400000000001	5.966	9.464	13.767499999999998	6.086068065672617	23.3385	12.440129601414922	42.6385	6.677209334744526	39.765	11.767671052506547	46.7915	15.9063670427914	Mrpl42	0.0016913391664480398	0.0018615982604538264
NM_013481	chr15	76452996	76477269	-	2458.0	1	Bop1|AU020183|AW146150|D18861|Erb1p|Kiaa0124|mKIAA0124|-|15 D3|15 35.91 cM|protein-coding	67.925	54.612	40.017	67.351	19.372	45.028	37.362	29.804	38.453	13.857	16.762	50.37600000000001	55.65600000000001	8.923	12.044	15.708	5.181678492535018	28.3895	16.443768196493167	46.5325	11.42613847719342	52.6435	21.611304553404455	61.5035	8.269613805976686	Bop1	0.002244339815333382	0.005619650958087978
NM_001110101	chr17	34981854	34985893	+	861.0	1	Lsm2|D17H6S56E-2|D17H6S56E2|Dmapl|Dmpkap|G7b|Sm-X5|SmX5|snRNP|-|17 B1|17 18.52 cM|protein-coding	61.815	61.987	45.697	69.575	33.806	38.807	41.506	34.165	43.466	12.707	19.233	47.938	55.692	11.073	11.136	22.471	16.030110729499036	32.465	18.712873857320805	52.7265	13.096324694356015	51.6605	14.360631619117608	62.6335	9.816763443212873	Lsm2	0.001970274001075789	0.004469357451569859
NM_007879	chr11	3249922	3266386	-	1513.0	1	Drg1|AA408859|AI132520|Nedd3|RP23-191E3.4|11 A1|11|protein-coding	63.9	61.399	52.604	72.786	37.382	47.273	50.81399999999999	40.606	48.99100000000001	30.173	35.19300000000001	57.06800000000001	56.87600000000001	24.546	25.545	31.4635	8.370022968905186	43.8985	12.311436167238991	55.195	8.773780940962663	57.357	9.253199338607107	64.831	11.250068888677928	Drg1	0.001585768506662818	0.0014160525044370567
NM_001077265	chr5	99955935	99978938	-	6800.0	1	Hnrnpd|Auf1|Hnrpd|-|5|5 E3|protein-coding	54.788	52.417	41.447	58.122	22.048	37.304	32.134	27.373	32.74	16.463	19.912	36.321	37.603	13.818	14.507	18.2775	5.332292236927754	30.6795	15.227544532852304	42.57850000000001	13.913740133407693	43.461000000000006	16.01879702100006	47.8625	14.509124043166814	Hnrnpd	0.001471094506000449	-0.0003470786161317118
NM_138656	chr8	122433596	122443422	-	1749.0	1	Mvd|C78718|Mpd|-|8 E1|8|protein-coding	10.83	13.397	17.608	10.845	23.943	14.262	15.217	18.911	16.633	20.442	19.531	13.339	13.244000000000002	32.349000000000004	27.326	25.634500000000006	2.3921422407540827	18.5695	1.359766340221802	15.015	2.2881975439196625	13.0235	3.1020774490653835	12.0445	1.696349168066536	Mvd	-0.000666965629824392	0.0008431253846024418
NM_008737	chr8	128359073	128505475	+	5901.0	1	Nrp1|C530029I03|NP-1|NPN-1|Npn1|Nrp|-|8 E|8 75.78 cM|protein-coding	2.287	3.342	3.14	2.216	9.208	3.903	4.239	6.023	4.158	10.241	9.04	3.615	3.044	10.970999999999998	10.897	10.0525	1.1943033534240852	6.09	4.171930009000629	3.75	0.576999133448225	3.263	1.38027243687614	2.63	0.5854844148224593	Nrp1	-0.0003677893576893475	0.0006813845077995458
NM_145944	chr14	65837302	65866604	+	2216.0	1	Ccdc25|2610528H13Rik|NSrp70|-|14 D1|14|protein-coding	19.592	17.355999999999998	15.319	19.516	11.152	13.403	13.75	10.099	13.431	5.6720000000000015	8.099	14.577	15.25	5.68	6.223	8.6875	3.485329324468499	11.709000000000001	5.105310960166881	15.3935	2.775394116157188	16.671	4.13091781569181	17.383	3.0165175285418124	Ccdc25	0.00044653550976713944	0.0005150573555498026
NM_023721	chr12	78842982	78861638	-	1399.0	1	Atp6v1d|1110004P10Rik|Atp6m|VATD|Vma8|-|12 C3|12 35.51 cM|protein-coding	31.603	37.529	48.29600000000001	35.046	90.576	32.922	36.636	39.941	37.48	64.984	63.754	31.262	28.156	65.47399999999999	66.134	78.355	17.28310394576159	56.02500000000001	10.930456623581588	37.5045	0.03464823227623659	34.1195	3.5588684297117834	31.601	4.871965722375287	Atp6v1d	-0.0023992306662628587	0.0026211446067828715
NM_026365	chr6	113442569	113448229	+	1197.0	1	Jagn1|5830427H10Rik|-|6 E3|6|protein-coding	55.282	41.918	35.022	52.098	13.735	31.209	30.17	20.518	27.546	13.873	10.976	32.169000000000004	33.094	4.893	8.547	11.140999999999998	3.6684699807958085	22.999000000000002	17.003089660411714	34.732	10.162538659213062	42.726000000000006	17.756865489156574	42.596	13.437857269669133	Jagn1	0.0016421584944754384	0.001703549947606469
NM_024444	chr8	71988482	72009626	-	1687.0	1	Cyp4f18|1810054N16Rik|Cyp4f3|Cypf18|-|8|8 C1|protein-coding	1.242	3.414	5.3820000000000014	1.028	20.41	4.401	5.157	12.306	4.418	34.704	29.007	3.009	2.919	47.167	43.447	31.9285	16.289618918194485	17.194499999999998	16.705397705532178	3.9160000000000004	0.7099352083112954	3.1995	2.7683230483453336	1.9735	1.3371389232237612	Cyp4f18	-0.0015631293275556785	0.002437921128203265
NM_001252593	chr7	143557230	143600090	-	2949.0	1	Cars|CA3|-|7 F5|7 88.25 cM|protein-coding	62.983	61.664	50.95399999999999	63.378	17.636	41.229	40.23	33.934	40.002	14.774	18.846	46.50899999999999	50.354	7.691	12.033	14.834499999999998	3.961919294988224	34.9	22.70378453033765	50.833	15.317347094062978	51.6065	16.088800592337538	56.86600000000001	9.209358718173599	Cars	0.002091721063843966	-0.0024838325339083984
NM_010364	chr17	35667739	35673682	-	1597.0	1	Gtf2h4|AW545633|BTF2 p52|TFIIH|p44|p52|-|17 B1|17|protein-coding	16.401	17.34	13.548	18.8	7.187	12.35	10.718	8.461	8.783999999999999	5.75	5.029	11.558	16.712	3.902	2.754	4.9705	3.1346043609999685	9.2885	6.023842668928203	13.062000000000001	6.050005619832102	13.5595	4.018487837483146	17.756	1.4764389591175269	Gtf2h4	0.0005759877093101408	0.0009793961493820256
NM_013515	chr2	35313990	35337009	-	2807.0	1	Stom|Epb7.2|RP23-186B18.3|2 B-C1|2 23.53 cM|protein-coding	3.21	6.647	7.023	2.742	24.828000000000007	6.572	9.549	18.979	10.179	30.369	27.73	6.3020000000000005	4.266	39.314	35.84900000000001	30.338500000000003	7.793023835456929	17.3765	14.64206011802984	8.413	2.497501151150888	6.3795	4.482349885941525	3.5039999999999996	1.0776307345282996	Stom	-0.001327566497173561	0.0013467827251119253
NM_022988	chr1	58447633	58462276	+	2098.0	1	Nif3l1|1110030G24Rik|-|1|1 C|protein-coding	17.898	18.388	15.245	18.186	6.53	11.861	9.481	9.493	10.535	3.663	5.317	11.56	13.628	2.525	2.638	4.584	2.752059592378045	10.281	7.0201561236200485	14.4615	5.552909552657955	13.6895	5.951717777247173	15.907	3.22299270864829	Nif3l1	0.0005467748577626565	-0.0010096725279215425
NM_133984	chr9	107327082	107338350	-	2181.0	1	Hemk1|2310008M14Rik|AW049265|RP23-115A1.3|9 F1|9|protein-coding	13.45	20.456	16.783	20.061	2.276	16.331	16.795	13.972	15.166	4.3889999999999985	5.478	20.312	23.114	1.143	2.6060000000000003	2.441	0.23334523779156666	11.1305	7.993842161313919	17.811	3.7405948724768296	15.1225	2.365272183069003	21.5875	2.158797002962562	Hemk1	0.0008703323992616641	-0.0009887273288504215
NM_001033436	chr12	33302515	33368277	+	2557.0	1	Atxn7l1|2810423G08Rik|Atxn7l4|mCG_142289|12 A3|12|protein-coding	9.014	7.2810000000000015	9.613	9.736	19.006	15.380999999999998	14.528	13.541	14.778	23.711	22.569000000000006	14.758	15.164	29.072	26.036	22.521	4.9709606717414205	16.090999999999998	9.161275457052911	11.0295	5.301179538555551	11.771	3.8989867914626197	12.45	3.8381756082805767	Atxn7l1	-0.0005518924449114684	0.0022917595391748853
NM_021345	chr9	64986983	65021717	-	2720.0	1	Ptplad1|4930523M17Rik|AW742319|B-ind1|HACD3|Hspc121|-|9|9 D|protein-coding	36.454	41.854	35.967	36.967	18.779	32.437	33.763000000000005	30.918000000000006	31.267	21.5	23.204	34.609	31.617	13.630999999999998	14.282	16.5305	3.1798591949959083	29.5855	9.024803848283897	36.5605	7.486139492421996	35.10850000000001	1.9028243481728828	34.292	3.783021279347996	Ptplad1	0.0009372137567529053	-0.00520851008563068
NM_152801	chrX	57231485	57338729	-	4545.0	1	Arhgef6|1600028C08Rik|1700038J06Rik|4930592P22Rik|alpha-PIX|RP23-372E6.1|X A5|X|protein-coding	12.273	14.13	15.136	12.187	26.788	15.877	17.154	20.439	16.901	26.723000000000006	25.264	16.527	12.865	25.445	29.698	28.243	2.0576807332528038	20.2	7.161577479857353	15.5155	1.9593928906679403	14.7135	3.4513881989715385	12.526	0.4794183976444992	Arhgef6	-0.0007598933597603263	0.0011262712799073745
NM_010686	chr4	130913334	130936148	+	2388.0	1	Laptm5|E3|RP23-412B2.5|4 D2.3|4|protein-coding	86.30799999999998	104.976	140.784	82.655	294.003	124.129	136.597	176.31799999999996	138.596	219.014	230.08	122.406	118.253	254.881	252.398	273.2005	29.419177631266646	185.432	63.14180713283396	121.786	23.772929983491736	111.4525	35.55969291909025	100.454	25.171587196678697	Laptm5	-0.008760675830403342	0.013655395591445414
