id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name	pc1	pc2
NM_198248	NM_198248	chr4	136979732	137048695	-	7171.0	1	Zbtb40|BC059177|C230087D24|Gm571|mKIAA0478|RP23-95O23.1|4 D3|4|protein-coding	11.062999999999999	7.52	8.099	9.341000000000001	5.76	9.076	7.718	6.938	8.395	4.595	5.49	8.837	10.565	3.589	3.377	Zbtb40	0.00025539473633808544	0.00011806550795232292
NM_025500	NM_025500	chr4	107055874	107066866	-	1487.0	1	Mrpl37|2300004O14Rik|AI132596|MRP-L2|Rpml2|RP23-97J2.3|4 C7|4|protein-coding	41.739	32.868	26.046999999999997	42.059	18.01	33.236999999999995	24.570999999999998	21.439	25.063000000000002	10.73	13.337	29.171	33.751	9.512	8.408999999999999	Mrpl37	0.0009442752487486998	0.0020635949430253906
NM_008683	NM_008683	chr14	55662267	55671906	-	596.0	1	Nedd8|Rub1|-|14 C3|14 28.19 cM|protein-coding	184.648	173.737	138.20600000000002	198.11	98.62799999999999	104.531	106.037	110.756	106.738	54.523999999999994	65.96600000000001	116.74	130.585	62.207	61.282	Nedd8	0.0027510761732677373	0.01132873907857434
NM_009786	NM_009786	chr1	160202367	160212892	-	2107.0	1	Cacybp|SIP|-|1|1 H1|protein-coding	111.124	101.64	61.65	104.961	23.555999999999997	53.878	50.169	38.31	47.242	14.062999999999999	18.518	58.986999999999995	59.722	10.321	12.878	Cacybp	0.0019566251475768835	0.00440351394455286
NM_019972	NM_019972	chr3	108284064	108361519	+	6809.0	1	Sort1|2900053A11Rik|AI852375|Ntr3|Ntsr3|RP23-27B23.3|3 F3|3|protein-coding	2.3569999999999998	4.026	5.526	1.422	18.17	2.718	4.703	11.245	5.04	26.235	22.674	2.41	1.8	30.309	28.171	Sort1	-0.001142904621493558	-5.675593112084011e-05
NM_007591	NM_007591	chr8	84842088	84846931	-	1932.0	1	Calr|CRT|Calregulin|-|8 C3|8 41.21 cM|protein-coding	635.6669999999999	653.359	503.026	664.4069999999999	240.46099999999998	477.154	448.441	346.406	453.509	170.46	226.235	506.412	588.562	111.851	148.27200000000002	Calr	0.017020422516561426	0.03561813857846223
NM_001166031	NM_001166031	chr2	28468066	28471177	+	2016.0	1	Mrps2|1500019M10Rik|RP23-430H1.3|2 A3|2|protein-coding	34.196	25.926	21.261	32.295	8.822000000000001	25.896	22.415	15.429	23.441999999999997	8.56	8.73	25.84	24.561999999999998	5.224	6.7170000000000005	Mrps2	0.0008171383245197307	0.0010481146297024323
NM_023525	NM_023525	chr5	31054780	31078479	+	7091.0	1	Cad|2410008J01Rik|AU018859|Cpad|-|5 B1|5|protein-coding	45.412	30.78	18.613	44.955	7.706	35.152	29.535999999999998	18.449	27.878	6.686	8.873	36.088	39.918	4.086	4.774	Cad	0.001391317817013701	0.004267677621637514
NM_001256033	NM_001256033	chr8	79639676	79677755	+	7304.0	1	Otud4|4930431L18Rik|AI449692|D8Ertd69e|mKIAA1046|-|8 C3|8 37.74 cM|protein-coding	40.043	31.61	29.129	38.505	19.642	43.26	41.016000000000005	29.435	39.389	22.308000000000003	25.828000000000003	43.13	43.09	18.248	18.223	Otud4	0.0010329429533774538	-0.001559490714972705
NM_175112	NM_175112	chr2	173000117	173015739	+	1728.0	1	Rae1|3230401I12Rik|41|D2Ertd342e|MNRP|MNRP41|RP23-368M21.2|2 H3|2 95.66 cM|protein-coding	45.715	35.68	26.248	42.88399999999999	22.05	37.027	32.491	24.598000000000003	31.213	17.410999999999998	20.83	35.161	41.251000000000005	15.505999999999998	15.045	Rae1	0.0009590894982216548	0.0016986293261423136
NM_009741	NM_009741	chr1	106538178	106714290	-	7203.0	1	Bcl2|AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik|-|1 E2.1|1 49.76 cM|protein-coding	29.846999999999998	41.599	29.826999999999998	39.897	11.527000000000001	45.943999999999996	45.168	42.695	47.422	11.338	16.416	48.924	51.532	6.947	7.726	Bcl2	0.0019035854133820228	0.0004718625442694616
NM_001159574	NM_001159574	chr5	74535482	74597124	+	2929.0	1	Fip1l1|1300019H17Rik|Rje|-|5|5 D|protein-coding	51.193999999999996	56.416000000000004	51.288000000000004	54.448	24.694000000000003	36.5	37.278	32.436	36.829	18.61	22.276	34.783	37.919000000000004	17.232	18.68	Fip1l1	0.0008783846697162489	-9.559737095652426e-05
NM_001146053	NM_001146053	chr7	49759106	49773999	+	1235.0	1	Htatip2|AW111545|Cc3|Tip30|-|7 B5|7|protein-coding	8.517000000000001	11.050999999999998	12.386	9.04	19.549	6.341	7.805	12.593	7.041	13.025	10.879000000000001	7.513999999999999	7.1579999999999995	20.081	15.808	Htatip2	-0.0003371981503726111	0.0022348126842620004
NM_138599	NM_138599	chr16	57121714	57154530	+	3764.0	1	Tomm70a|2610044B22Rik|D16Ium22|D16Ium22e|D16Wsu109e|Tom70|mKIAA0719|-|16 C1.1|16 34.22 cM|protein-coding	95.384	88.985	61.74	89.54799999999999	22.897	70.722	62.401	44.853	65.308	21.212	29.689	71.597	68.943	15.181	17.74	Tomm70a	0.0022196942620024067	-0.0009228684100320558
NM_026130	NM_026130	chr9	35211203	35217003	+	2918.0	1	Srpr|1300011P19Rik|D11Mgi27|-|9|9 A5.3|protein-coding	44.996	41.231	30.051	41.43	17.983	32.244	28.072	22.333000000000002	30.014	13.636	18.265	30.521	36.259	13.752	15.43	Srpr	0.0008022845725961345	0.0024821569916868894
NM_177078	NM_177078	chr5	112910478	113015538	-	6538.0	1	Adrbk2|4833444A01Rik|AI851927|AW551196|Adrbk-2|Bark-2|GRK3|-|5 F|5 55.29 cM|protein-coding	2.7689999999999997	3.958	2.377	3.653	7.409	5.749	5.761	8.773	6.041	12.152000000000001	7.4239999999999995	6.132999999999999	4.3469999999999995	13.075999999999999	19.768	Adrbk2	-0.0005060200112986222	0.006026038637349767
NM_009321	NM_009321	chr13	94788943	94842899	+	497.0	1	Tbca|Tbca13|-|13 D1|13|protein-coding	82.29799999999999	98.021	67.562	95.16	42.336999999999996	43.185	40.116	36.674	35.306999999999995	17.296	24.141	40.647	46.157	15.672	17.104	Tbca	0.0011041839414805414	0.00083408438708686
NM_007415	NM_007415	chr1	180568975	180601254	+	3802.0	1	Parp1|5830444G22Rik|AI893648|ARTD1|Adprp|Adprt1|C80510|PARP|PPOL|parp-1|sPARP-1|-|1 H5|1 84.44 cM|protein-coding	46.67	42.466	35.455999999999996	45.81399999999999	26.502	32.04	27.333000000000002	27.171999999999997	28.808000000000003	19.012999999999998	19.873	33.512	34.657	16.061	16.665	Parp1	0.0006694416887655374	0.0017469038664670034
NM_028097	NM_028097	chr4	3549041	3574768	-	2595.0	1	Tmem68|2010300G19Rik|AA408325|AW123402|RP23-196C23.3|4 A1|4|protein-coding	22.916	21.768	14.91	21.33	8.368	19.85	15.91	13.749	15.857999999999999	6.926	9.935	19.225	15.437999999999999	5.523	7.371	Tmem68	0.0003705410824097879	-0.0009686240439838688
NM_029092	NM_029092	chr16	56033720	56037774	-	1842.0	1	Trmt10c|1300018J16Rik|D16Ertd454e|Rg9mtd1|Rnmtd1|-|16 C1.1|16 33.79 cM|protein-coding	34.65	33.150999999999996	24.735	32.619	18.131	18.99	22.107	17.498	23.043000000000003	9.863999999999999	12.247	23.243000000000002	20.655	7.78	9.311	Trmt10c	0.0005683666611020508	-0.0012865594336596614
NM_025517	NM_025517	chr3	116488964	116508175	-	1547.0	1	Rtca|2310009A18Rik|AI450277|RPC|Rtcd1|-|3 G1|3|protein-coding	23.649	23.994	19.167	22.701	9.792	17.624000000000002	13.860999999999999	11.555	13.785	8.167	8.012	15.610999999999999	18.373	6.364	9.232999999999999	Rtca	0.00036028538617404116	0.0030972085382382822
NM_175224	NM_175224	chr3	138458960	138489382	-	2536.0	1	Metap1|1700029C17Rik|AW047992|mKIAA0094|-|3 G3|3|protein-coding	46.882	35.449	31.287	55.278	17.553	34.219	29.5	20.147000000000002	30.494	11.504000000000001	13.489	37.766999999999996	39.537	9.607000000000001	10.620999999999999	Metap1	0.0011460391924167927	0.003975933288062677
NM_001289719	NM_001289719	chr3	108074062	108086666	-	3582.0	1	Ampd2|1200014F01Rik|AI552571|Ampd-2|RP23-89M15.1|3 F2.3|3 46.83 cM|protein-coding	21.726	13.6	11.645999999999999	21.695999999999998	15.169	17.117	14.729000000000001	10.295	13.02	9.436	11.433	18.537	19.15	11.446	8.886000000000001	Ampd2	0.0003273848359927229	0.0009297663981071003
NM_001291508	NM_001291508	chr1	168153527	168432169	-	7040.0	1	Pbx1|2310056B04Rik|D230003C07Rik|Pbx-1|-|1 H2.3|1 75.95 cM|protein-coding	1.339	1.787	1.906	1.175	4.957	1.6640000000000001	2.7119999999999997	4.618	2.6319999999999997	11.619000000000002	10.169	1.311	1.176	12.427	11.394	Pbx1	-0.0004513951236372411	-0.000709125879041013
NM_172689	NM_172689	chr4	40203777	40239825	-	4923.0	1	Ddx58|6430573D20Rik|C330021E21|RIG-I|RLR-1|RP23-9F23.2|4 A5|4|protein-coding	4.401	6.29	8.632	3.53	19.312	7.494	9.217	10.492	8.506	14.975	14.411	6.624	4.33	17.72	16.726	Ddx58	-0.00045940597321749197	-0.00112771368013645
NM_025963	NM_025963	chr17	27630429	27635242	-	566.0	1	Rps10|2210402A09Rik|RP24-535O17.1|17|17 B1|protein-coding	40.649	33.453	36.13	37.726	37.724000000000004	15.681	11.382	17.407	12.255	7.019	5.694	17.393	23.033	6.165	9.343	Rps10	0.0004552693634850991	0.007145755694220018
NM_010735	NM_010735	chr17	35203165	35205351	-	1377.0	1	Lta|LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382|-|17 B1|17 18.59 cM|protein-coding	108.01100000000001	59.098	27.029	134.629	9.461	64.874	54.911	22.230999999999998	59.016999999999996	4.115	8.533	72.497	94.91799999999999	2.9410000000000003	4.199	Lta	0.0034663282848031484	0.01791305960543438
NM_001146023	NM_001146023	chr7	29152510	29156210	-	1259.0	1	Fam98c|1110006G06Rik|AI836081|AV026483|B230110F21Rik|-|7 B1|7|protein-coding	7.756	8.616	11.272	7.232	17.986	6.681	7.022	10.9	7.483	17.949	15.082	7.656000000000001	6.355	19.104	18.451	Fam98c	-0.0005222443391212472	0.0006857007981695447
NM_011467	NM_011467	chr6	85133680	85137764	-	1221.0	1	Spr|AA409688|ENSMUSG00000071345|Gm10328|-|6 C3|6 37.15 cM|protein-coding	33.018	34.116	33.496	38.497	27.903000000000002	15.488	17.215	16.253	16.406	8.64	8.649	16.797	26.256999999999998	6.94	10.322000000000001	Spr	0.0005789068477145388	0.005535306337510855
NM_027807	NM_027807	chr9	53614582	53667507	-	6002.0	1	Cul5|4921514I20Rik|8430423K24Rik|AI852817|C030032G03Rik|C330021I08Rik|VACM-1|VACM1|-|9|9 C|protein-coding	12.114	12.665	10.385	13.544	7.502999999999999	12.825	12.512	11.232999999999999	13.014000000000001	8.452	7.962999999999999	14.958	13.982999999999999	5.0969999999999995	5.649	Cul5	0.0003439394469031302	-0.0002763376499335219
NM_017381	NM_017381	chr3	157534397	157548339	+	2604.0	1	Zranb2|AI227013|Zfp265|Zis|Znf265|-|3 H4|3|protein-coding	86.986	69.501	55.161	76.03399999999999	24.778000000000002	65.248	56.086999999999996	40.457	58.998000000000005	30.361	29.13	57.928000000000004	57.327	19.980999999999998	20.176	Zranb2	0.001710410748218578	-0.0019934145628977885
NM_011303	NM_011303	chr4	144893137	144927645	+	1705.0	1	Dhrs3|Rsdr1|retSDR1|RP23-133N19.1|4 E1|4|protein-coding	2.7039999999999997	2.314	3.094	1.7380000000000002	6.944	2.211	3.668	5.159	3.582	5.997000000000001	9.16	2.616	2.2640000000000002	12.06	13.363	Dhrs3	-0.00044429608411238676	0.0011910201510718138
NM_133829	NM_133829	chr1	52656305	52727318	-	4760.0	1	Mfsd6|2210010L05Rik|9630025I22Rik|AI836200|AW212394|MMR2|-|1 C1.1|1|protein-coding	5.881	8.213	10.139	6.847	25.155	9.445	11.113	14.06	10.418	26.638	25.393	9.705	8.346	32.556	28.948	Mfsd6	-0.000906193633943544	-0.000551610342194782
NM_009029	NM_009029	chr14	73195502	73325791	-	4596.0	1	Rb1|Rb|Rb-1|pRb|-|14 D3|14 38.73 cM|protein-coding	9.62	12.007	11.702	10.33	19.82	13.404000000000002	14.210999999999999	16.43	15.7	20.631	18.5	12.606	10.238	22.763	21.12	Rb1	-0.0003721696697925967	-0.0007860214336489272
NM_025899	NM_025899	chr7	120635189	120659523	+	1866.0	1	Uqcrc2|1500004O06Rik|-|7 F2|7|protein-coding	147.351	147.808	131.18	146.225	59.623000000000005	105.975	99.009	85.573	105.161	39.681	59.967	105.51299999999999	109.264	28.584	35.969	Uqcrc2	0.0030531266268744514	-0.005837915780271488
NM_011188	NM_011188	chr5	21785283	21803784	+	1767.0	1	Psmc2|-|-|5 A3|5 9.97 cM|protein-coding	129.376	124.97	99.92200000000001	138.469	47.34	85.223	80.819	65.117	86.973	39.951	43.93899999999999	87.979	99.934	19.959	31.299	Psmc2	0.0027905923930629326	0.0037318196131260867
NM_001033528	NM_001033528	chr11	118259653	118290244	-	5586.0	1	Usp36|2700002L06Rik|mKIAA1453|RP23-394O9.1|11 E2|11|protein-coding	35.156	24.624000000000002	19.366	29.973000000000003	13.79	26.294	22.601999999999997	13.959000000000001	24.834	8.86	10.89	25.168000000000003	29.468000000000004	6.102	7.167000000000001	Usp36	0.0008993876234760539	0.001627134258251661
NM_173750	NM_173750	chr2	106962529	106970391	-	3256.0	1	Arl14ep|2700007P21Rik|4930448O08Rik|ARF7EP|RP23-12N7.2|2 E3|2|protein-coding	31.894000000000002	34.746	31.064	31.991	13.735	26.545	28.884	23.451	28.361	14.520999999999999	15.165999999999999	29.195	25.587	8.113999999999999	9.927	Arl14ep	0.0007726913506837754	-0.002698425678269652
NM_008855	NM_008855	chr7	122289125	122634401	+	8810.0	1	Prkcb|A130082F03Rik|PKC-Beta|Pkcb|Prkcb1|Prkcb2|-|7 F3|7 65.75 cM|protein-coding	6.912000000000001	8.539	10.612	5.426	23.391	10.350999999999999	12.1	16.815	11.904000000000002	29.923000000000002	25.949	9.999	7.875	36.863	31.309	Prkcb	-0.0009693699497382502	-0.0001591219851461876
NM_001110228	NM_001110228	chr2	6539699	6884996	-	7624.0	1	Celf2|B230218O03|B230345P09Rik|C88023|CELF-2|CUG-BP2|Cugbp2|D230046B21Rik|Etr-3|Napor|Napor-2|mETR-3|RP23-124P7.1|2|2 A2-A3|protein-coding	9.713	11.14	13.604000000000001	11.652999999999999	26.413	20.475	21.846	24.691999999999997	21.991	43.137	42.295	18.656	17.305	49.341	46.896	Celf2	-0.00128012408657636	-0.0014391737162759005
NM_026661	NM_026661	chr2	156547576	156568972	+	3441.0	1	Aar2|0610011L14Rik|RP23-55C8.2|2|2 H2|protein-coding	12.764000000000001	13.172	11.149000000000001	12.537	8.399	9.137	10.987	9.693999999999999	10.725999999999999	6.056	6.599	10.505	12.780999999999999	4.237	5.501	Aar2	0.00029431059137719786	0.0006050389329532972
NM_213616	NM_213616	chr1	133702674	133753747	-	8079.0	1	Atp2b4|Pmca4|-|1 E4|1 57.95 cM|protein-coding	7.63	5.586	4.349	9.038	3.9160000000000004	13.132	12.025	7.535	12.295	4.869	5.732	13.264000000000001	12.645999999999999	4.273	4.105	Atp2b4	0.0003867385885457969	-2.442304172560533e-05
NM_025624	NM_025624	chr5	147860628	147875778	+	726.0	1	Pomp|2510048O06Rik|Ump1|-|5 G3|5|protein-coding	171.845	141.703	107.262	181.895	79.472	112.34	100.198	82.39399999999999	100.53	40.186	42.135	133.691	127.70200000000001	38.88	51.875	Pomp	0.003261655478587432	0.022389178423744615
NM_026283	NM_026283	chr14	21750531	21798725	+	6989.0	1	Samd8|1110053F04Rik|1700010P07Rik|SMSr|-|14|14 B|protein-coding	3.556	4.718	3.9730000000000003	3.655	4.712	5.577999999999999	7.077999999999999	9.304	7.332000000000001	12.663	11.895999999999999	6.016	5.604	12.277000000000001	12.51	Samd8	-0.00029313150985448965	-0.0007880472382071885
NM_011482	NM_011482	chr15	82041345	82047598	-	1252.0	1	Nhp2l1|FA-1|Fta1|Ssfa1|-|15 E1|15 38.38 cM|protein-coding	13.389000000000001	10.523	4.737	14.718	1.982	9.174	7.5120000000000005	5.003	6.4079999999999995	2.289	3.168	9.665	10.502	0.7959999999999999	1.6580000000000001	Nhp2l1	0.0003217858097931046	0.0009607196540235926
NM_013470	NM_013470	chr5	96793385	96845968	+	1582.0	1	Anxa3|Anx3|-|5 E3|5 47.29 cM|protein-coding	13.192	26.381	19.984	14.274000000000001	46.34	18.114	22.084	36.077	26.045	45.858000000000004	46.978	16.367	10.186	56.364	76.07300000000001	Anxa3	-0.0024041944570699944	0.008156553467239158
NM_025537	NM_025537	chr10	127022332	127030814	-	1172.0	1	Tsfm|2310050B20Rik|9430024O13Rik|EF-TS|EF-Tsmt|-|10 D3|10|protein-coding	31.324	27.498	17.483	35.236	9.484	17.076	13.802	9.788	14.089	5.89	4.907	16.887	23.87	6.061	4.217	Tsfm	0.0007096837262780124	0.004534974961051358
NM_033618	NM_033618	chr14	52160419	52197239	-	4463.0	1	Supt16|Cdc68|Fact140|Spt16|Supt16h|-|14 C2|14 26.83 cM|protein-coding	49.81399999999999	43.353	38.352	54.475	22.021	47.48	45.927	34.659	43.562	26.105	29.105	49.216	48.843	20.063	23.366	Supt16	0.001065470155259559	7.205635558125857e-05
NM_028023	NM_028023	chr12	112820235	112829389	-	2415.0	1	Cdca4|2410018C03Rik|HEPP|SEI-3|-|12|12 F2|protein-coding	33.804	29.156	27.673000000000002	35.996	24.041	23.971999999999998	22.916999999999998	18.737000000000002	25.313000000000002	12.27	18.004	28.534000000000002	33.849000000000004	12.462	12.218	Cdca4	0.0007205088044650734	0.0013807948806235212
NM_020494	NM_020494	chr12	103407976	103425867	-	2893.0	1	Ddx24|1700055J08Rik|2510027P10Rik|AI649272|-|12 E|12|protein-coding	57.9	48.555	43.246	56.425	39.244	42.086999999999996	39.416	34.64	38.755	22.803	24.267	44.308	48.331	21.796999999999997	21.116	Ddx24	0.0010628098899897985	0.003496906906463249
NM_016677	NM_016677	chr12	17690814	17791926	+	1555.0	1	Hpcal1|NVP-3|Nvp3|VILIP3|Vnsl3|Vsnl3|-|12 A1.1-A1.2|12|protein-coding	16.250999999999998	19.609	23.961	17.727999999999998	46.978	15.929	19.262999999999998	24.982	17.543	28.478	35.678000000000004	18.531	16.264	42.756	36.010999999999996	Hpcal1	-0.0009304671456566609	-0.002509829965254697
NM_008533	NM_008533	chr13	102693558	102706631	+	2321.0	1	Cd180|F630107B15|Ly78|RP105|-|13 D1|13|protein-coding	2.239	2.889	3.048	1.401	7.127999999999999	4.249	5.105	6.943	4.237	16.33	11.001	3.888	2.5069999999999997	16.86	18.718	Cd180	-0.0006151540815465853	0.0027097412205071302
NM_026126	NM_026126	chrX	75382399	75397158	+	3254.0	1	Fundc2|4833415N24Rik|DC44|HCBP6|RP23-153K9.3|X|X|protein-coding	15.133	14.632	12.857999999999999	15.234000000000002	7.4510000000000005	11.48	9.537	9.04	11.978	7.105	5.6370000000000005	11.014000000000001	11.933	3.14	4.405	Fundc2	0.0003249372786178291	0.0003690427572574069
NM_001033300	NM_001033300	chr3	63976143	64019078	+	4549.0	1	Gmps|AA591640|AI047208|-|3 E1|3|protein-coding	22.34	19.605999999999998	14.808	23.978	7.171	15.047	14.823	10.953	14.474	6.428	8.141	17.02	15.658	4.685	5.606	Gmps	0.00043181118009638533	-0.00031799029720748544
NM_194257	NM_194257	chr9	35216965	35267805	-	1905.0	1	Fam118b|2310022O21Rik|2700018L24Rik|C030004A17Rik|Ppp4r1l|-|9|9 A5.3|protein-coding	15.421	18.098	18.485	16.235	8.332	12.424000000000001	12.613	12.154000000000002	13.232999999999999	10.221	7.3389999999999995	12.058	12.394	6.9670000000000005	5.604	Fam118b	0.00032395801164635495	-0.0005716549313667858
NM_026683	NM_026683	chr1	155558120	155572287	+	986.0	1	Acbd6|0610010G04Rik|2610100E10Rik|-|1 G3|1|protein-coding	58.31399999999999	54.888999999999996	40.443000000000005	55.881	26.636	27.826999999999998	29.663	26.551	28.926	9.181000000000001	12.923	34.009	43.07	9.795	12.982999999999999	Acbd6	0.001144987716882631	0.00723659376439512
NM_026738	NM_026738	chr13	49202951	49216026	-	796.0	1	1110007C09Rik|AI851695|Bincard|-|13 A5|13|protein-coding	12.214	20.219	26.05	10.077	65.274	18.146	23.451999999999998	32.623000000000005	24.906	43.852	51.136	15.008	15.394	76.637	73.95	1110007C09Rik	-0.00228871475243793	0.006263253739976617
NM_009408	NM_009408	chr2	160645897	160722763	+	3823.0	1	Top1|AI467334|D130064I21Rik|Top-1|RP23-305K11.1|2 H2-3|2 80.96 cM|protein-coding	97.025	85.23899999999999	66.233	94.697	32.239000000000004	79.539	68.732	55.445	68.876	33.115	44.339	76.259	79.617	26.307	33.005	Top1	0.0018457003827102145	0.0006384782384694422
NM_019746	NM_019746	chr7	35641985	35647482	-	634.0	1	Pdcd5|2200003D22Rik|AA408513|Tfar19|-|7 B2|7|protein-coding	14.807	16.612000000000002	13.225	20.003	13.129000000000001	13.999	10.087	9.546	13.145	1.746	6.1	13.748	10.061	4.816	5.691	Pdcd5	0.0002547058822338984	-0.0002159032359387152
NM_011061	NM_011061	chr4	140745508	140774203	-	2622.0	1	Padi4|Pad4|Pdi4|RP23-48K5.5|4 E1|4 72.34 cM|protein-coding	4.4430000000000005	10.02	17.689	2.715	65.443	10.31	17.468	36.663000000000004	16.346	113.531	90.214	6.002999999999999	5.271	166.25799999999998	119.639	Padi4	-0.004899118983218772	0.0038680188589231596
NM_008510	NM_008510	chr1	164931648	164935510	-	497.0	1	Xcl1|AI661682|ATAC|LTN|Lptn|SCM-1|SCM-1a|Scyc1|-|1 H2.2|1 72.26 cM|protein-coding	14.925	5.952999999999999	1.81	24.063000000000002	1.04	12.489	10.029	1.699	6.77	0.0	1.097	17.229	13.172	1.128	1.6909999999999998	Xcl1	0.00045993808575914844	0.0029419663986741717
NM_029878	NM_029878	chr11	121451949	121617170	+	3871.0	1	Tbcd|2310057L06Rik|A030005L14Rik|mKIAA0988|RP23-274J5.1|11 E2|11|protein-coding	11.485999999999999	10.515999999999998	9.118	12.591	5.8629999999999995	9.081	9.097999999999999	8.217	9.414	5.4510000000000005	5.827999999999999	9.815	10.725	4.861000000000001	4.507	Tbcd	0.0002490867607335938	0.00022331933456174136
NM_001291448	NM_001291448	chr9	35204221	35211055	-	2263.0	1	Foxred1|BC024806|TEG-23|Tex23|-|9 A4|9|protein-coding	15.759	16.070999999999998	12.199000000000002	15.056	11.263	11.253	11.677999999999999	11.288	10.567	7.022	8.347000000000001	11.782	14.562999999999999	7.957999999999999	6.028	Foxred1	0.0002940024012651267	0.00036784676050260996
NM_017385	NM_017385	chr14	51853998	51854465	+	466.0	1	Ear7|mR7|-|-|protein-coding	3.327	7.534	6.846	2.946	16.42	9.709	11.705	10.42	10.440999999999999	0.6990000000000001	3.405	7.702000000000001	9.605	4.145	6.151	Ear7	0.000263809099222802	0.0017081151299481066
NM_028632	NM_028632	chr12	84970930	84983303	+	706.0	1	Fcf1|1110008B24Rik|-|12|12 D3|protein-coding	51.287	48.051	36.033	52.66	15.450999999999999	30.154	32.635999999999996	22.528000000000002	32.993	13.375	13.552999999999999	34.569	38.516	11.032	11.690999999999999	Fcf1	0.0011624280296778577	0.003274691932237716
NM_026453	NM_026453	chr8	31159468	31168724	-	1845.0	1	Mak16|2600016B03Rik|AI314911|Rbm13|-|8 A3|8|protein-coding	117.251	88.514	68.321	101.98700000000001	26.704	74.2	65.245	50.425	64.387	24.355	27.596999999999998	75.506	73.632	12.935	18.457	Mak16	0.0023706781786111517	0.0023684211030292218
NM_001167776	NM_001167776	chrX	20617759	20650905	+	3175.0	1	Rbm10|E430039K10Rik|RP23-394F6.1|X A1.3|X|protein-coding	13.635	12.151	10.665999999999999	13.929	7.441	10.304	9.271	8.689	11.494000000000002	6.83	7.042999999999999	11.094000000000001	12.440999999999999	6.79	4.888	Rbm10	0.0002853634048966928	2.2820194264092194e-05
NM_001081210	NM_001081210	chr1	79776018	79781445	+	1418.0	1	Mrpl44|1810030E18Rik|5730593H20Rik|AI463302|-|1 C4|1|protein-coding	34.165	32.436	23.565	31.34	13.709000000000001	18.613	19.665	14.095	19.675	7.716	11.363	21.730999999999998	26.318	6.678999999999999	10.142999999999999	Mrpl44	0.0006128359968214626	0.0028530422418862338
NM_178246	NM_178246	chr3	88336260	88362337	+	4423.0	1	Smg5|BC024683|mKIAA1089|-|3 F1|3|protein-coding	53.836999999999996	46.537	37.422	49.739	29.654	44.211000000000006	40.08	33.699	39.836999999999996	22.526999999999997	22.934	42.068999999999996	50.183	20.456	21.455	Smg5	0.0011436409761448804	0.005047395882490058
NM_026647	NM_026647	chr4	82798738	82859661	-	8740.0	1	Zdhhc21|9130404H11Rik|AL024349|D130004H04Rik|dep|RP23-76J17.1|4 C3|4 39.4 cM|protein-coding	8.228	8.846	7.478	9.297	3.165	10.42	10.168	7.778	10.357999999999999	4.3660000000000005	5.888	10.049	9.385	2.745	3.472	Zdhhc21	0.00027652836606775484	-0.001220297622560819
NM_018781	NM_018781	chr14	70077445	70082613	+	3868.0	1	Egr3|Pilot|-|14 D2|14|protein-coding	10.867	4.681	2.548	8.5	6.229	13.692	9.762	6.167999999999999	9.863	3.687	3.832	15.032	12.902999999999999	2.867	4.817	Egr3	0.0003421262188676621	0.0024051079092173556
NM_029339	NM_029339	chr7	126649309	126672779	+	1154.0	1	Ccdc101|1700023O11Rik|9530025I05Rik|-|7|7 F4|protein-coding	26.801	22.184	22.328000000000003	19.317	18.368	15.231	15.158	13.110999999999999	17.134	8.634	12.502	16.173	15.661	11.177	8.18	Ccdc101	0.0003099665914404402	-0.0021593092090245024
NM_153566	NM_153566	chr4	124850759	124855242	+	1547.0	1	Yrdc|AV303379|BC023823|IRIP|ITIP|RP23-168M5.4|4 D2.2|4|protein-coding	84.95299999999999	78.154	50.152	77.445	22.324	49.684	44.652	33.299	43.698	15.027999999999999	18.075	48.423	58.628	8.62	12.364	Yrdc	0.0018341531132535793	0.005342679700919111
NM_008894	NM_008894	chr11	5872180	5878256	-	1597.0	1	Pold2|50kDa|p50|po1D2|RP23-385C16.2|11|11 A2|protein-coding	39.913000000000004	26.405	18.26	41.333999999999996	9.388	21.104	18.637999999999998	14.498	18.507	4.975	7.482	24.015	24.7	2.8089999999999997	4.178	Pold2	0.0008070265822925553	0.0017860422303197737
NM_023403	NM_023403	chr7	83892000	83901532	+	4487.0	1	Mesdc2|2210015O11Rik|AW537813|mKIAA0081|mesd|msd|-|7 D3|7 48.35 cM|protein-coding	21.826999999999998	19.772000000000002	14.338	17.352	8.791	11.052999999999999	9.851	7.779	10.14	4.311	4.729	9.382	11.770999999999999	2.375	3.7230000000000003	Mesdc2	0.00033876675759829936	0.0007113880366043502
