id	chr_name	start	end	chromosome_id	tag_count_100um_k99a	id_100um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc
9848	chr6	124909934	124911752	7	50.3	9848					63.0	12372.0	59.5	9616.0
9849	chr7	4445037	4445969	8	50.3	9849	45.1	16102.0	44.7	15906.0	61.7	12582.0	50.3	11620.0
9850	chr7	56018081	56019869	8	50.3	9850	70.1	10921.0	71.6	10635.0	74.7	10328.0	54.3	10766.0
9852	chr7	79660090	79661794	8	50.3	9852	54.2	13955.0	55.7	13559.0	56.8	13590.0	42.2	13787.0
9853	chr7	81862762	81863920	8	50.3	9853	87.6	8269.0	100.4	6792.0	79.7	9580.0	60.1	9485.0
9854	chr7	113512991	113513765	8	50.3	9854	72.6	10503.0	68.9	11102.0	84.0	8939.0	51.4	11390.0
9856	chr7	130866582	130867776	8	50.3	9856	46.7	15714.0	66.6	11488.0	45.7	16188.0	42.7	13623.0
9857	chr7	140036846	140037602	8	50.3	9857	109.3	5824.0	104.0	6430.0	51.9	14712.0	51.4	11392.0
9859	chr8	124949224	124950128	10	50.3	9859	60.1	12768.0	48.8	15007.0	74.1	10427.0	54.9	10625.0
9860	chr9	21591971	21592771	12	50.3	9860	87.6	8277.0	75.7	9996.0	74.7	10337.0	47.9	12209.0
9863	chr9	62121325	62122435	12	50.3	9863	103.5	6430.0	103.6	6484.0	105.6	6342.0	69.9	7750.0
9864	chr9	64179009	64179997	12	50.3	9864	101.8	6608.0	84.9	8704.0	83.4	9040.0	47.4	12389.0
9865	chr9	108001915	108002935	12	50.3	9865	127.7	4240.0	203.0	1520.0	73.5	10530.0	69.9	7754.0
9866	chr9	114639192	114640524	12	50.3	9866	69.2	11079.0	65.7	11667.0	69.8	11183.0	92.4	4826.0
9868	chr10	81321099	81321987	9	50.3	9868	171.0	2204.0	65.2	11756.0	58.7	13206.0	50.3	11647.0
9870	chr11	4265613	4267077	13	50.3	9870	59.2	12957.0	125.9	4399.0	188.9	1828.0	149.0	1700.0
9871	chr11	24079425	24081309	13	50.3	9871	52.6	14380.0	230.4	1115.0	217.3	1355.0	41.0	14167.0
9872	chr11	69765979	69767205	13	50.3	9872	121.8	4700.0	68.0	11251.0	88.3	8386.0	33.5	16570.0
9873	chr11	77685362	77686664	13	50.3	9873	49.2	15139.0			49.4	15304.0	37.5	15276.0
9874	chr11	84128523	84130095	13	50.3	9874	51.7	14574.0	62.5	12266.0	84.0	8965.0	60.7	9404.0
9875	chr11	94675920	94677114	13	50.3	9875	154.4	2819.0	98.1	7066.0	97.6	7257.0	55.5	10524.0
9876	chr11	97040449	97041593	13	50.3	9876	102.6	6516.0	120.9	4782.0	113.0	5630.0	94.7	4610.0
9878	chr11	109347297	109349027	13	50.3	9878	41.7	16985.0	38.3	17495.0	46.3	16073.0	33.5	16577.0
9880	chr12	110601630	110602658	15	50.3	9880	60.9	12622.0	113.6	5451.0	64.2	12166.0	54.9	10656.0
9882	chr13	35905565	35906463	14	50.3	9882	95.9	7255.0	85.3	8658.0	90.8	8118.0	64.1	8785.0
9884	chr13	43398476	43399948	14	50.3	9884	38.4	17941.0	61.1	12528.0	57.4	13498.0	63.0	8993.0
9885	chr13	54072252	54074006	14	50.3	9885	65.9	11717.0	98.1	7070.0	99.4	7033.0	56.6	10291.0
9888	chr14	37133173	37134627	11	50.3	9888	95.9	7262.0	123.6	4587.0	64.2	12173.0	60.1	9541.0
9891	chr15	12203933	12205227	16	50.3	9891	65.1	11879.0	141.9	3437.0	61.1	12749.0	57.2	10173.0
9894	chr16	4788308	4789680	17	50.3	9894	112.6	5535.0	110.4	5766.0	56.2	13777.0	46.2	12741.0
9896	chr16	14158014	14159634	17	50.3	9896	116.0	5226.0	78.5	9643.0	74.1	10463.0	53.7	10948.0
9898	chr16	31274168	31275262	17	50.3	9898	50.9	14823.0	73.0	10460.0	80.3	9524.0	62.4	9114.0
9900	chr17	22224582	22226720	18	50.3	9900	40.0	17506.0	67.1	11444.0	44.5	16554.0	31.8	17289.0
9901	chr17	22361728	22362834	18	50.3	9901	55.1	13854.0	135.0	3833.0	150.7	3152.0	33.5	16625.0
9902	chr17	25183680	25184592	18	50.3	9902	132.7	3952.0	131.4	4038.0	129.7	4336.0	59.5	9681.0
9905	chr17	34849650	34850426	18	50.3	9905	150.2	2989.0	111.3	5687.0	167.9	2441.0	135.2	2113.0
9906	chr17	35058492	35059610	18	50.3	9906	81.8	9152.0	82.6	9052.0	84.6	8894.0	64.7	8693.0
9907	chr17	35836526	35837590	18	50.3	9907	147.7	3108.0	114.5	5368.0	170.4	2348.0	86.1	5550.0
9909	chr18	38992552	38993342	20	50.3	9909	138.5	3590.0	132.3	3973.0	125.3	4624.0	86.1	5553.0
9912	chr18	74268849	74269883	20	50.3	9912	109.3	5876.0	117.7	5055.0	120.4	5012.0	80.9	6180.0
9915	chr19	5637548	5638620	21	50.3	9915	77.6	9790.0	91.2	7927.0	96.3	7432.0	74.5	7063.0
9916	chr19	44562543	44563481	21	50.3	9916	47.6	15608.0	65.2	11793.0	82.7	9168.0	64.7	8700.0
9917	chr19	53945597	53947233	21	50.3	9917	66.7	11597.0	55.7	13607.0	56.8	13674.0	58.9	9822.0
9919	chr1	16665793	16667135	1	49.8	9919	60.1	12691.0	53.4	13981.0	64.2	12096.0	53.7	10839.0
9920	chr1	37998343	37999505	1	49.8	9920	39.2	17526.0	185.7	1839.0	90.1	8134.0	57.8	9949.0
9923	chr1	191907628	191908698	1	49.8	9923	60.1	12703.0	46.5	15503.0	77.2	9930.0	67.0	8190.0
9924	chr1	194976469	194977487	1	49.8	9924	76.8	9803.0	68.9	11075.0	55.6	13816.0	56.0	10324.0
9926	chr2	37452377	37453697	2	49.8	9926	99.3	6844.0	104.9	6288.0	66.1	11777.0	47.4	12308.0
9928	chr2	109280472	109281486	2	49.8	9928	109.3	5799.0	101.7	6633.0	88.3	8348.0	62.4	9024.0
9929	chr2	120027773	120028909	2	49.8	9929	103.5	6393.0	98.5	6978.0	104.3	6446.0	93.6	4687.0
9930	chr2	121140789	121141955	2	49.8	9930	37.5	18036.0	52.9	14112.0	62.4	12449.0	132.3	2205.0
9932	chr2	154568258	154569706	2	49.8	9932	57.6	13198.0	62.5	12221.0	59.9	12901.0	50.8	11480.0
9933	chr2	164822558	164823590	2	49.8	9933	122.6	4605.0	122.7	4620.0	117.9	5171.0		
9938	chr3	93520192	93521496	4	49.8	9938	89.3	8026.0	102.6	6549.0	74.1	10402.0	52.6	11125.0
9942	chr4	40267548	40268836	5	49.8	9942	187.7	1786.0	165.1	2414.0	132.1	4139.0		
9943	chr4	45013338	45014340	5	49.8	9943	86.8	8356.0	64.8	11809.0	63.0	12357.0	56.6	10226.0
9947	chr4	135353094	135354322	5	49.8	9947	55.1	13749.0	117.2	5072.0	64.8	12015.0	53.7	10873.0
9948	chr4	138973165	138974055	5	49.8	9948	140.2	3473.0	125.5	4434.0	96.9	7292.0		
9949	chr4	141146829	141148309	5	49.8	9949	65.1	11804.0	80.3	9354.0	75.3	10221.0	60.1	9469.0
9950	chr4	152039262	152040428	5	49.8	9950	60.9	12547.0	89.0	8157.0	83.4	9014.0	63.5	8837.0
9951	chr4	154011295	154012211	5	49.8	9951	110.1	5739.0	125.0	4466.0	46.3	16013.0	46.8	12500.0
9952	chr4	156254590	156255962	5	49.8	9952	57.6	13227.0	65.7	11642.0	63.0	12363.0	47.4	12346.0
9953	chr5	23850701	23852325	6	49.8	9953	58.4	13078.0	81.2	9227.0	80.3	9473.0	95.3	4534.0
9954	chr5	53591238	53592552	6	49.8	9954	41.7	16909.0	57.5	13188.0	111.1	5801.0	83.8	5780.0
9956	chr5	114568122	114569414	6	49.8	9956	60.1	12739.0	59.8	12751.0	76.6	10026.0	49.1	11904.0
9957	chr5	114707449	114708465	6	49.8	9957	54.2	13925.0	68.9	11095.0	85.8	8696.0	57.8	9978.0
9959	chr5	124110817	124111711	6	49.8	9959	202.7	1503.0	185.2	1851.0			127.7	2394.0
9960	chr5	124327034	124328100	6	49.8	9960	163.5	2443.0	155.1	2796.0	75.3	10228.0	64.1	8738.0
9965	chr6	94499679	94501217	7	49.8	9965	60.1	12751.0	77.6	9712.0	69.8	11165.0	58.3	9863.0
9966	chr6	115602390	115603346	7	49.8	9966	66.7	11511.0	70.7	10794.0	79.7	9572.0	54.9	10606.0
9967	chr7	19120324	19121142	8	49.8	9967	120.1	4817.0	92.6	7706.0	85.8	8703.0	63.5	8854.0
9973	chr7	121705980	121707290	8	49.8	9973	37.5	18105.0	47.0	15425.0	73.5	10517.0	49.1	11927.0
9974	chr8	4238012	4239054	10	49.8	9974	178.5	1986.0	110.4	5748.0	134.0	4019.0	49.1	11929.0
9976	chr8	94875697	94877069	10	49.8	9976	58.4	13113.0	53.4	14029.0	74.7	10331.0	63.5	8865.0
9977	chr8	107031215	107032477	10	49.8	9977	51.7	14548.0	61.1	12508.0	55.0	13999.0	59.5	9626.0
9978	chr8	119574199	119575109	10	49.8	9978	83.4	8839.0	57.5	13214.0	54.3	14144.0	44.5	13148.0
9979	chr9	59486459	59487339	12	49.8	9979	34.2	19128.0	57.5	13216.0	40.8	17450.0	30.0	17818.0
9982	chr9	87254682	87255930	12	49.8	9982	58.4	13118.0	73.9	10286.0	93.9	7710.0	40.4	14329.0
9984	chr9	108560560	108561764	12	49.8	9984	40.9	17174.0	38.8	17370.0	66.7	11728.0	65.9	8445.0
9985	chr9	110532776	110533780	12	49.8	9985	85.1	8623.0			161.2	2675.0	57.8	10004.0
9986	chr10	23784979	23786133	9	49.8	9986			207.1	1449.0	135.8	3915.0	112.6	3199.0
9988	chr10	67911751	67912683	9	49.8	9988	62.6	12272.0	66.6	11499.0	43.2	16818.0	42.7	13647.0
9989	chr10	77977136	77978860	9	49.8	9989	95.9	7242.0	80.3	9380.0	91.4	8028.0	63.5	8877.0
9992	chr10	117791805	117793041	9	49.8	9992	76.8	9868.0	85.8	8586.0	72.9	10629.0		
9994	chr11	20542146	20543074	13	49.8	9994	65.1	11857.0	58.4	13040.0	66.1	11838.0	49.1	11948.0
9996	chr11	43747299	43748409	13	49.8	9996	67.6	11395.0	85.8	8587.0	64.2	12160.0	49.1	11950.0
9997	chr11	58104084	58104836	13	49.8	9997	160.2	2575.0	156.9	2735.0	174.7	2220.0	73.9	7129.0
9998	chr11	61760583	61761721	13	49.8	9998	54.2	14010.0	74.4	10224.0	62.4	12505.0	47.4	12403.0
10000	chr11	70452040	70453328	13	49.8	10000	87.6	8288.0	105.8	6214.0	101.3	6828.0	73.4	7220.0
10002	chr11	86543625	86544801	13	49.8	10002	45.9	15954.0	90.3	8025.0	51.9	14749.0	56.0	10394.0
10006	chr11	101425027	101426215	13	49.8	10006	52.6	14390.0	66.6	11506.0	82.7	9138.0	57.8	10017.0
10007	chr11	101551317	101552449	13	49.8	10007	186.9	1812.0	198.9	1587.0	186.5	1880.0	149.0	1702.0
10008	chr11	101784885	101786059	13	49.8	10008	68.4	11258.0	78.5	9633.0	66.7	11739.0	58.3	9905.0
10010	chr12	16810972	16811748	15	49.8	10010	66.7	11553.0	58.8	12964.0	98.2	7180.0	61.2	9311.0
10015	chr13	4608801	4609697	14	49.8	10015	80.1	9380.0	75.3	10072.0	67.9	11518.0	50.3	11671.0
10016	chr13	62964494	62965520	14	49.8	10016	95.9	7256.0	117.7	5041.0	80.9	9422.0	80.3	6237.0
10017	chr13	64151977	64152771	14	49.8	10017	66.7	11567.0	81.2	9257.0	77.8	9902.0	67.6	8154.0
10018	chr13	81709947	81711189	14	49.8	10018	80.1	9387.0	85.3	8659.0	71.6	10869.0	69.9	7773.0
10020	chr13	119789649	119791033	14	49.8	10020	67.6	11426.0	78.5	9638.0	101.3	6836.0	76.2	6794.0
10022	chr14	46786966	46788064	11	49.8	10022	46.7	15774.0	82.1	9128.0	81.5	9335.0	53.1	11077.0
10024	chr15	89429427	89430449	16	49.8	10024	116.8	5135.0	139.1	3584.0	56.8	13652.0	47.9	12264.0
10027	chr16	17276043	17277467	17	49.8	10027	114.3	5379.0	113.1	5495.0	90.1	8199.0	54.3	10823.0
10028	chr16	21422661	21424381	17	49.8	10028	84.3	8765.0	83.0	8996.0	79.7	9607.0	65.3	8580.0
10029	chr16	84735512	84736416	17	49.8	10029	131.8	4001.0	141.0	3484.0	108.1	6129.0	110.3	3368.0
10031	chr17	46201367	46202419	18	49.8	10031	136.0	3748.0	148.7	3091.0	170.4	2349.0	57.8	10062.0
10033	chr17	65613666	65614550	18	49.8	10033	70.1	10997.0	68.9	11125.0	54.3	14208.0	52.6	11212.0
10034	chr17	86963399	86964997	18	49.8	10034	10.8	30976.0			57.4	13523.0	113.8	3137.0
10035	chr18	14783301	14784207	20	49.8	10035	67.6	11452.0	80.7	9338.0	91.4	8058.0	92.4	4844.0
10036	chr18	34371671	34372725	20	49.8	10036	90.1	7997.0	104.5	6408.0	93.2	7813.0	63.5	8917.0
10037	chr18	46739838	46740768	20	49.8	10037	77.6	9787.0	74.8	10173.0	82.7	9164.0	72.2	7416.0
10038	chr19	10648184	10649526	21	49.8	10038	59.2	13023.0	45.2	15866.0	53.7	14361.0	34.1	16446.0
10039	chr19	11818219	11819885	21	49.8	10039	38.4	17989.0	94.0	7573.0	76.6	10097.0	83.8	5836.0
10040	chr19	34879390	34880014	21	49.8	10040	81.8	9158.0	78.0	9694.0	81.5	9350.0		
10041	chr19	42090393	42091547	21	49.8	10041	39.2	17762.0	74.8	10176.0	69.8	11233.0	56.6	10315.0
10045	chrX	70384973	70387355	3	49.8	10045	73.4	10450.0	78.5	9650.0	53.7	14373.0	32.9	16869.0
10046	chrX	113297352	113298960	3	49.8	10046	96.8	7206.0	65.2	11795.0	58.7	13269.0	54.9	10707.0
10047	chrX	151521568	151523150	3	49.8	10047	79.3	9530.0	73.4	10398.0	82.1	9265.0	69.9	7794.0
10052	chr1	67038190	67039162	1	49.2	10052	107.6	5973.0	100.4	6770.0	103.1	6587.0	45.6	12756.0
10054	chr1	105662303	105663357	1	49.2	10054	88.4	8125.0	74.4	10183.0	69.2	11242.0	54.9	10565.0
10055	chr1	118458054	118459988	1	49.2	10055	116.0	5152.0	86.2	8496.0	85.8	8669.0	68.2	8007.0
10056	chr1	153424059	153425275	1	49.2	10056	74.3	10215.0	56.6	13363.0	74.1	10389.0	55.5	10449.0
10061	chr2	18391825	18392733	2	49.2	10061	68.4	11168.0	91.2	7882.0	74.1	10393.0	113.2	3142.0
10062	chr2	18996228	18997468	2	49.2	10062	94.3	7406.0	110.9	5694.0	82.1	9180.0	68.7	7914.0
10063	chr2	29060282	29061590	2	49.2	10063	87.6	8234.0	69.3	10995.0	75.9	10104.0	68.2	8012.0
10064	chr2	53192460	53193670	2	49.2	10064	74.3	10220.0	78.9	9532.0	73.5	10483.0	70.5	7614.0
10065	chr2	59160366	59161148	2	49.2	10065	60.9	12520.0	57.0	13275.0	59.9	12899.0	53.1	10981.0
10066	chr2	84726297	84727349	2	49.2	10066	146.8	3119.0	159.7	2616.0	159.9	2721.0	98.2	4255.0
10067	chr2	118925427	118927401	2	49.2	10067	106.0	6144.0	80.7	9284.0	88.3	8349.0	52.0	11235.0
10068	chr2	121955344	121956432	2	49.2	10068	165.2	2367.0	192.1	1711.0	180.3	2032.0	56.0	10330.0
10072	chr2	167421611	167422631	2	49.2	10072	121.0	4730.0	97.6	7092.0	146.3	3305.0	58.9	9716.0
10073	chr3	95133593	95134359	4	49.2	10073	84.3	8696.0	79.8	9408.0	77.2	9939.0	167.5	1308.0
10074	chr3	103280181	103280935	4	49.2	10074	70.9	10758.0	73.4	10331.0	85.8	8684.0	63.0	8940.0
10076	chr3	104865289	104866407	4	49.2	10076	255.3	897.0	260.5	846.0	166.7	2475.0	42.2	13752.0
10078	chr3	138526166	138527214	4	49.2	10078	101.8	6567.0	69.8	10931.0	74.1	10403.0	50.3	11593.0
10083	chr4	45531363	45532275	5	49.2	10083	95.1	7311.0	101.3	6695.0	103.7	6523.0	46.2	12637.0
10084	chr4	56800891	56802067	5	49.2	10084	112.6	5486.0	119.5	4869.0	132.8	4091.0	60.1	9466.0
10085	chr4	58911032	58912028	5	49.2	10085	69.2	11025.0	79.4	9479.0	91.4	8006.0	67.0	8205.0
10086	chr4	83417845	83418849	5	49.2	10086	117.6	5030.0	128.2	4223.0	75.9	10116.0	65.9	8409.0
10089	chr4	129335875	129337617	5	49.2	10089	71.8	10628.0	77.1	9769.0	63.6	12235.0	41.6	13953.0
10093	chr5	30813942	30815440	6	49.2	10093	49.2	15065.0	56.1	13462.0	66.1	11796.0	53.1	11007.0
10096	chr5	123521806	123523658	6	49.2	10096	54.2	13928.0	69.8	10939.0	51.2	14827.0	56.0	10348.0
10097	chr5	142463755	142464683	6	49.2	10097	94.3	7424.0	91.2	7895.0	93.2	7770.0	64.7	8623.0
10100	chr6	67035377	67036437	7	49.2	10100	103.5	6417.0	114.5	5344.0	64.8	12024.0	42.7	13607.0
10101	chr6	71831292	71832388	7	49.2	10101	34.2	19087.0	37.9	17583.0	64.8	12025.0	50.8	11508.0
10104	chr6	137734619	137735419	7	49.2	10104	57.6	13247.0	97.6	7099.0	98.8	7077.0	33.5	16523.0
10107	chr7	48789266	48790440	8	49.2	10107	43.4	16488.0	92.2	7778.0	95.1	7547.0	90.7	4992.0
10108	chr7	80293815	80295735	8	49.2	10108	75.1	10122.0	76.6	9857.0	71.6	10828.0	38.7	14841.0
10109	chr7	80687588	80688852	8	49.2	10109	86.8	8378.0	70.3	10884.0	61.7	12588.0	67.0	8233.0
10110	chr7	96952293	96954175	8	49.2	10110			87.1	8403.0	85.8	8705.0	65.3	8541.0
10116	chr8	48109533	48111099	10	49.2	10116	88.4	8177.0	71.2	10715.0	67.3	11600.0	57.2	10134.0
10117	chr8	83698639	83700033	10	49.2	10117	170.2	2221.0	115.4	5280.0	58.7	13183.0	82.0	6013.0
10118	chr8	106893647	106895207	10	49.2	10118	101.8	6600.0	40.6	16923.0	58.0	13334.0	38.7	14853.0
10119	chr8	123065293	123066331	10	49.2	10119	160.2	2573.0	158.3	2669.0	146.3	3322.0	60.7	9387.0
10122	chr9	35199557	35200469	12	49.2	10122	99.3	6872.0	90.8	7965.0	99.4	7018.0	86.6	5445.0
10123	chr9	59751624	59752272	12	49.2	10123	67.6	11384.0	45.6	15726.0	71.0	10953.0	37.5	15242.0
10125	chr10	20347078	20348352	9	49.2	10125	70.1	10947.0	76.6	9867.0	68.5	11406.0	52.0	11290.0
10126	chr10	62790688	62791844	9	49.2	10126	54.2	13994.0	76.6	9870.0	54.3	14158.0	45.6	12840.0
10128	chr10	94942954	94944252	9	49.2	10128	59.2	12952.0	65.2	11757.0	50.0	15140.0	30.0	17827.0
10130	chr11	3330340	3331120	13	49.2	10130	82.6	8979.0	105.8	6209.0	182.1	1988.0	102.8	3870.0
10131	chr11	3538620	3539888	13	49.2	10131	75.1	10151.0	73.4	10361.0	72.9	10631.0	65.9	8457.0
10135	chr11	58801455	58802475	13	49.2	10135	45.9	15949.0	57.0	13327.0	53.7	14317.0	43.3	13490.0
10136	chr11	60878708	60879592	13	49.2	10136	60.1	12799.0	81.2	9250.0	74.1	10439.0	49.1	11953.0
10138	chr11	70237037	70238169	13	49.2	10138	342.9	471.0	320.2	518.0	311.8	590.0	49.7	11813.0
10139	chr11	70562281	70563221	13	49.2	10139	243.6	997.0	129.1	4174.0	137.7	3810.0	54.9	10645.0
10140	chr11	77076678	77078366	13	49.2	10140	92.6	7660.0	103.1	6527.0	95.7	7476.0	67.6	8143.0
10142	chr11	109649532	109650304	13	49.2	10142	179.4	1967.0	172.0	2225.0	161.8	2659.0	117.3	2916.0
10143	chr11	113681856	113683306	13	49.2	10143	146.0	3185.0	60.2	12704.0			124.8	2530.0
10146	chr12	40446683	40447703	15	49.2	10146	151.0	2947.0	73.0	10447.0	71.0	10974.0	39.9	14549.0
10149	chr12	118846135	118848065	15	49.2	10149	94.3	7463.0	71.6	10657.0	75.9	10165.0	52.0	11307.0
10150	chr13	3916924	3918708	14	49.2	10150	77.6	9746.0	62.5	12269.0	66.1	11848.0	41.0	14178.0
10153	chr13	58216121	58216875	14	49.2	10153	66.7	11566.0			65.4	11955.0	38.7	14910.0
10154	chr13	63562793	63564889	14	49.2	10154	195.2	1634.0	179.3	2004.0	159.3	2765.0	112.6	3207.0
10155	chr13	67399133	67400503	14	49.2	10155	58.4	13151.0	77.1	9808.0	72.2	10746.0	45.1	13043.0
10156	chr13	67813596	67814822	14	49.2	10156	59.2	12987.0	60.7	12606.0	58.0	13381.0	42.7	13676.0
10160	chr15	39113334	39114612	16	49.2	10160	106.0	6208.0	51.5	14449.0	64.8	12072.0	56.6	10297.0
10161	chr15	55071956	55073406	16	49.2	10161	85.9	8544.0	79.8	9454.0	58.7	13248.0	56.6	10298.0
10163	chr15	96288080	96289300	16	49.2	10163	76.8	9902.0	73.9	10310.0	72.2	10759.0	56.6	10300.0
10165	chr16	20715373	20716515	17	49.2	10165	196.1	1620.0	222.6	1214.0			102.8	3883.0
10170	chr17	21908988	21910208	18	49.2	10170	74.3	10313.0	73.0	10465.0	69.2	11335.0	47.4	12438.0
10173	chr17	26089748	26090716	18	49.2	10173	119.3	4913.0	89.9	8099.0	91.4	8055.0	47.4	12440.0
10175	chr17	35121102	35122432	18	49.2	10175	84.3	8775.0	78.5	9646.0	85.2	8826.0	67.0	8279.0
10177	chr17	46202891	46203771	18	49.2	10177	136.0	3748.0	148.7	3091.0	170.4	2349.0	77.4	6631.0
10179	chr17	55957890	55958944	18	49.2	10179	89.3	8110.0	60.2	12721.0	109.9	5938.0	95.9	4519.0
10181	chr18	24206025	24206937	20	49.2	10181	103.5	6466.0	124.1	4564.0	157.4	2850.0	132.9	2199.0
10182	chr18	31760314	31761384	20	49.2	10182	96.8	7198.0	113.1	5496.0	77.8	9921.0	57.2	10189.0
10183	chr18	38249641	38250693	20	49.2	10183	109.3	5875.0	92.6	7745.0	104.3	6496.0		
10184	chr19	8785693	8786589	21	49.2	10184	63.4	12180.0	56.1	13525.0	66.7	11769.0	42.2	13909.0
10185	chr19	8940118	8941804	21	49.2	10185	51.7	14638.0	55.2	13705.0	55.6	13924.0	43.3	13554.0
10186	chr19	29365451	29366971	21	49.2	10186	475.6	208.0	526.0	141.0	460.6	208.0	64.1	8811.0
10187	chr19	36377942	36379602	21	49.2	10187	8.34	32656.0	17.8	24756.0	179.7	2073.0	178.5	1150.0
10188	chr19	38930371	38932131	21	49.2	10188	102.6	6549.0	123.2	4611.0	111.8	5779.0	46.2	12752.0
10189	chrX	48512621	48514603	3	49.2	10189	80.1	9416.0	53.4	14099.0	78.4	9821.0	46.8	12596.0
10190	chr1	51478738	51480148	1	48.6	10190	219.4	1254.0	321.6	512.0	400.7	308.0	52.6	11112.0
10191	chr1	58585602	58586370	1	48.6	10191	143.5	3277.0	63.9	11974.0	59.3	13006.0	49.1	11864.0
10192	chr1	92910160	92911140	1	48.6	10192	60.9	12507.0	112.2	5544.0	75.9	10101.0	54.3	10714.0
10193	chr1	93443419	93445185	1	48.6	10193	101.8	6555.0	90.3	7992.0	63.0	12342.0		
10194	chr1	136694023	136695627	1	48.6	10194					29.0	20767.0	64.7	8596.0
10199	chr2	112239924	112241052	2	48.6	10199	154.4	2799.0	72.1	10541.0	80.3	9464.0	67.0	8193.0
10201	chr2	156007463	156009107	2	48.6	10201	71.8	10620.0	67.5	11288.0	74.7	10307.0	54.3	10732.0
10203	chr3	95985670	95987338	4	48.6	10203	75.1	10090.0	59.3	12817.0	78.4	9737.0	70.5	7622.0
10205	chr3	104218747	104219785	4	48.6	10205	91.8	7713.0	101.7	6640.0	73.5	10491.0	57.2	10101.0
10206	chr3	138740725	138741783	4	48.6	10206	171.0	2193.0	156.5	2747.0	51.9	14675.0	25.4	19587.0
10207	chr4	15944656	15946214	5	48.6	10207	56.7	13395.0	54.3	13808.0	67.9	11462.0	54.3	10740.0
10208	chr4	21766510	21767572	5	48.6	10208	61.7	12369.0	63.9	11993.0	56.8	13561.0	40.4	14278.0
10209	chr4	32657992	32659318	5	48.6	10209	55.1	13743.0	102.6	6551.0	111.1	5792.0	71.1	7528.0
10210	chr4	43579211	43580005	5	48.6	10210	222.8	1206.0	214.4	1326.0	246.4	985.0	44.5	13104.0
10211	chr4	101356973	101357983	5	48.6	10211	126.0	4343.0	114.5	5338.0	111.1	5793.0	87.2	5362.0
10212	chr4	126966662	126967436	5	48.6	10212	70.9	10768.0	52.5	14218.0	77.2	9948.0	45.6	12786.0
10213	chr4	132261077	132262187	5	48.6	10213	67.6	11349.0	84.9	8681.0	80.9	9377.0	64.7	8614.0
10214	chr4	133583434	133584374	5	48.6	10214	114.3	5331.0	104.9	6298.0	111.1	5799.0	42.2	13764.0
10216	chr4	134535830	134536584	5	48.6	10216	84.3	8705.0	56.1	13458.0	82.1	9196.0		
10217	chr4	139575603	139576685	5	48.6	10217	56.7	13403.0	56.6	13377.0	64.2	12121.0	38.1	14994.0
10218	chr4	141419401	141420809	5	48.6	10218	20.9	24109.0	27.8	20471.0	51.9	14681.0	55.5	10479.0
10220	chr5	34636073	34637229	6	48.6	10220	136.0	3712.0	137.8	3651.0	137.7	3801.0	56.6	10232.0
10223	chr5	64044161	64045411	6	48.6	10223	51.7	14518.0	54.3	13816.0	44.5	16459.0	34.1	16307.0
10224	chr5	67307577	67308487	6	48.6	10224	118.5	4951.0	102.6	6555.0	71.6	10815.0	36.4	15574.0
10228	chr5	115299343	115300497	6	48.6	10228	154.4	2806.0	80.3	9359.0	82.7	9098.0	61.2	9278.0
10230	chr5	121190431	121191383	6	48.6	10230	103.5	6409.0	84.9	8686.0	56.8	13575.0	69.9	7722.0
10231	chr5	121452388	121453152	6	48.6	10231	152.7	2875.0	78.0	9660.0	68.5	11377.0	68.7	7930.0
10232	chr5	122421563	122422323	6	48.6	10232	143.5	3286.0	154.6	2816.0	163.6	2573.0	63.5	8847.0
10233	chr5	123749234	123750118	6	48.6	10233	275.3	765.0	267.8	785.0	284.6	715.0	216.6	725.0
10237	chr6	49036138	49037362	7	48.6	10237	96.8	7133.0	62.5	12242.0	82.7	9103.0	37.0	15404.0
10242	chr7	45014789	45016005	8	48.6	10242	56.7	13437.0	224.4	1184.0	61.1	12696.0	39.3	14657.0
10243	chr7	47051034	47051956	8	48.6	10243	81.8	9087.0	86.2	8521.0	92.0	7940.0	45.6	12816.0
10246	chr7	80338948	80340270	8	48.6	10246	161.9	2510.0	151.0	2977.0	186.5	1875.0	138.6	1993.0
10251	chr7	142061493	142062247	8	48.6	10251			270.1	762.0	163.0	2596.0	56.6	10258.0
10253	chr8	25754462	25755584	10	48.6	10253	104.3	6344.0	106.3	6159.0	104.3	6462.0	58.9	9757.0
10254	chr8	25993518	25994820	10	48.6	10254	85.9	8505.0	91.2	7903.0	82.1	9213.0	48.5	12074.0
10257	chr8	107586973	107588193	10	48.6	10257	53.4	14153.0	70.7	10803.0	80.3	9490.0	68.7	7950.0
10261	chr9	15045001	15046039	12	48.6	10261	232.8	1099.0	219.4	1249.0	226.0	1236.0	99.9	4114.0
10262	chr9	20652831	20654115	12	48.6	10262			65.2	11747.0	74.7	10335.0	84.9	5633.0
10264	chr9	64049639	64050739	12	48.6	10264	75.1	10137.0	64.8	11845.0	72.2	10722.0	45.1	12999.0
10267	chr10	115362192	115362912	9	48.6	10267	110.1	5770.0	130.0	4112.0	120.4	4997.0	83.2	5881.0
10268	chr11	5150682	5152402	13	48.6	10268	78.4	9594.0	74.8	10141.0	66.1	11837.0	50.8	11531.0
