PeakID (cmd=annotatePeaks.pl enhancers_only_100um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
17678	chr3	60954517	60955017	+	0	NA	Intergenic	Intergenic	-48018	NM_001282016	18441	Mm.281452	NM_008772	ENSMUSG00000027765	P2ry1	P2Y1	purinergic receptor P2Y, G-protein coupled 1	protein-coding
18214	chr9	115621189	115621689	+	0	NA	Intergenic	MTE2b|LTR|ERVL-MaLR	285278	NR_040730	73856	Mm.399156	NR_040730		4930428G15Rik	-	RIKEN cDNA 4930428G15 gene	ncRNA
19090	chr6	67105153	67105653	+	0	NA	Intergenic	Intergenic	-67996	NM_007836	13197	Mm.72235	NM_007836	ENSMUSG00000036390	Gadd45a	AA545191|Ddit1|GADD45	growth arrest and DNA-damage-inducible 45 alpha	protein-coding
19053	chr4	89092501	89093001	+	0	NA	Intergenic	Intergenic	42444	NR_033533	100040617	Mm.171720	NR_033533	ENSMUSG00000085183	Gm12603	OTTMUSG00000007693	predicted gene 12603	ncRNA
19411	chr4	136184791	136185437	+	0	NA	intron (NM_177733, intron 5 of 6)	(TTTA)n|Simple_repeat|Simple_repeat	12720	NM_177733	242705	Mm.307932	NM_177733	ENSMUSG00000018983	E2f2	9230110J10|E130207A07	E2F transcription factor 2	protein-coding
17362	chr7	90348846	90349494	+	0	NA	intron (NR_110348, intron 2 of 8)	PB1D11|SINE|Alu	-37811	NM_001289586	83671	Mm.26751	NM_031394	ENSMUSG00000030616	Sytl2	AI266830|Slp2|mKIAA1597	synaptotagmin-like 2	protein-coding
18527	chr15	76219441	76219941	+	0	NA	intron (NM_011117, intron 1 of 31)	intron (NM_011117, intron 1 of 31)	-4018	NR_035463	100316774		NR_035463		Mir1942	mmu-mir-1942	microRNA 1942	ncRNA
16652	chr5	118645578	118646078	+	0	NA	intron (NM_172424, intron 2 of 30)	intron (NM_172424, intron 2 of 30)	85109	NM_172424	76199	Mm.206238	NM_172424	ENSMUSG00000018076	Med13l	2210413I17Rik|6330591G05Rik|9030618F05Rik|Thrap2|Trap240L|mKIAA1025	mediator complex subunit 13-like	protein-coding
18630	chr7	45362592	45363092	+	0	NA	intron (NM_029741, intron 1 of 29)	intron (NM_029741, intron 1 of 29)	-3321	NR_015480	50994	Mm.389897	NM_016664	ENSMUSG00000049661	Mtag2	MAG	metastasis associated gene 2	ncRNA
17380	chr11	104362857	104363357	+	0	NA	intron (NM_001081045, intron 4 of 13)	intron (NM_001081045, intron 4 of 13)	79184	NM_001081045	76719	Mm.136418	NM_001081045	ENSMUSG00000018412	Kansl1	1700081L11Rik|9430041J06Rik|mKIAA1267	KAT8 regulatory NSL complex subunit 1	protein-coding
19751	chr17	87351597	87352097	+	0	NA	intron (NM_028639, intron 15 of 19)	intron (NM_028639, intron 15 of 19)	68961	NM_028639	225049	Mm.77396	NM_028639	ENSMUSG00000036918	Ttc7	1110035E02Rik|1700007L07Rik|Ttc7a|fsn|hea	tetratricopeptide repeat domain 7	protein-coding
18149	chr3	139062851	139063351	+	0	NA	intron (NM_001286759, intron 1 of 14)	intron (NM_001286759, intron 1 of 14)	12100	NM_001286759	229877	Mm.28893	NM_145544	ENSMUSG00000028149	Rap1gds1	BC011279|GDS1	RAP1, GTP-GDP dissociation stimulator 1	protein-coding
18634	chr7	82234951	82235451	+	0	NA	Intergenic	RMER17C|LTR|ERVK	-24707	NM_017400	20408	Mm.736	NM_017400		Sh3gl3	EEN-B2|SH3P13|Sh3d2c|Sh3d2c2	SH3-domain GRB2-like 3	protein-coding
19869	chr5	115127165	115127665	+	0	NA	intron (NM_175352, intron 2 of 4)	intron (NM_175352, intron 2 of 4)	7560	NM_175352	106840	Mm.29241	NM_175352	ENSMUSG00000046562	Unc119b	AA407659|AI414892	unc-119 homolog B (C. elegans)	protein-coding
16669	chr11	121694877	121695377	+	0	NA	Intergenic	Intergenic	-7300	NM_144797	210029	Mm.153566	NM_144797		Metrnl	9430048M07Rik|BC019776	meteorin, glial cell differentiation regulator-like	protein-coding
18817	chr5	21517223	21517723	+	0	NA	intron (NM_177076, intron 16 of 19)	intron (NM_177076, intron 16 of 19)	-26054	NM_028977	74511	Mm.439963	NM_028977	ENSMUSG00000039883	Lrrc17	37kDa|4833425M04Rik|6130400C22Rik|P37nb	leucine rich repeat containing 17	protein-coding
19119	chr7	139406224	139406724	+	0	NA	intron (NM_001127363, intron 1 of 15)	MLT1K|LTR|ERVL-MaLR	17365	NM_183144	212111	Mm.28308	NM_183144	ENSMUSG00000025477	Inpp5a	-	inositol polyphosphate-5-phosphatase A	protein-coding
18846	chr7	30045147	30045647	+	0	NA	intron (NM_178733, intron 2 of 4)	intron (NM_178733, intron 2 of 4)	5999	NM_011748	243906	Mm.347644	NM_011748		Zfp14	4732429I09Rik|Krox-9|Zfp-14|mKIAA1559	zinc finger protein 14	protein-coding
18748	chr1	52823133	52823633	+	0	NA	Intergenic	RLTRETN_Mm|LTR|ERVK	-5695	NM_008384	16329	Mm.917	NM_008384	ENSMUSG00000026102	Inpp1	2300002C06Rik|AV137389	inositol polyphosphate-1-phosphatase	protein-coding
19918	chr9	43102213	43102713	+	0	NA	intron (NM_027144, intron 1 of 40)	intron (NM_027144, intron 1 of 40)	3255	NM_027144	69632	Mm.275266	NM_027144	ENSMUSG00000059495	Arhgef12	2310014B11Rik|AU019857|Larg|mKIAA0382	Rho guanine nucleotide exchange factor (GEF) 12	protein-coding
16607	chr3	115901332	115902008	+	0	NA	intron (NM_027193, intron 4 of 7)	intron (NM_027193, intron 4 of 7)	13487	NM_027193	69740	Mm.5915	NM_027193	ENSMUSG00000033554	Dph5	2410012M04Rik|AU045680|C80186	DPH5 homolog (S. cerevisiae)	protein-coding
19669	chr14	70035507	70036007	+	0	NA	intron (NM_028560, intron 4 of 6)	intron (NM_028560, intron 4 of 6)	-41688	NM_018781	13655	Mm.103737	NM_018781	ENSMUSG00000033730	Egr3	Pilot	early growth response 3	protein-coding
19079	chr5	140838244	140838744	+	0	NA	Intergenic	L1MA4A|LINE|L1	-8063	NM_010302	14673	Mm.370185	NM_010302		Gna12	AI414047|AI504261|Galpha12	guanine nucleotide binding protein, alpha 12	protein-coding
17394	chr16	49878383	49878883	+	0	NA	intron (NM_010581, intron 3 of 9)	intron (NM_010581, intron 3 of 9)	22979	NM_010581	16423	Mm.31752	NM_010581	ENSMUSG00000055447	Cd47	9130415E20Rik|AA407862|AI848868|AW108519|B430305P08Rik|IAP|Itgp	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	protein-coding
18402	chr6	88785257	88785757	+	0	NA	intron (NM_011844, intron 3 of 7)	intron (NM_011844, intron 3 of 7)	56428	NM_030251	80283	Mm.166858	NM_030251	ENSMUSG00000030083	Abtb1	AI847549|BC003234|BPOZ|EF1ABP	ankyrin repeat and BTB (POZ) domain containing 1	protein-coding
17974	chr1	130850788	130851288	+	0	NA	3' UTR (NM_011082, exon 11 of 11)	3' UTR (NM_011082, exon 11 of 11)	-14739	NM_026976	69169	Mm.46042	NM_026976	ENSMUSG00000042474	Faim3	1810037B05Rik|FcmuR|Toso	Fas apoptotic inhibitory molecule 3	protein-coding
17545	chr4	88000669	88001169	+	0	NA	intron (NM_027326, intron 2 of 10)	RMER1B|Other|Other	32488	NM_027326	70122	Mm.288898	NM_027326	ENSMUSG00000028496	Mllt3	2210011H10Rik|2610012I03Rik|3830408D16Rik|Af9|D4Ertd321e	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	protein-coding
19259	chr17	32317757	32318257	+	0	NA	intron (NM_019774, intron 2 of 13)	intron (NM_019774, intron 2 of 13)	3146	NM_019774	56399	Mm.328945	NM_019774	ENSMUSG00000024045	Akap8	1200016A02Rik|AA673585|AKAP95|AU015639	A kinase (PRKA) anchor protein 8	protein-coding
18274	chr14	59442915	59443415	+	0	NA	intron (NM_026908, intron 1 of 10)	intron (NM_026908, intron 1 of 10)	2184	NM_026908	69008	Mm.179091	NM_026908	ENSMUSG00000021981	Cab39l	1500031K13Rik|2810425O13Rik|4930520C08Rik|AA589432|MO2L	calcium binding protein 39-like	protein-coding
20022	chr18	36452871	36453371	+	0	NA	intron (NM_026027, intron 1 of 3)	RSINE1|SINE|B4	1374	NM_026027	67199	Mm.30184	NM_026027	ENSMUSG00000024346	Pfdn1	2700086I23Rik|AA408327|AU044714	prefoldin 1	protein-coding
20122	chr8	87660600	87661100	+	0	NA	TTS (NM_033327)	TTS (NM_033327)	96943	NM_177901	330820	Mm.212913	NM_177901		4933402J07Rik	-	RIKEN cDNA 4933402J07 gene	protein-coding
19982	chr14	32011824	32012324	+	0	NA	Intergenic	Intergenic	-17029	NM_030166	78754	Mm.40681	NM_030166		Galnt15	4631401E18Rik|Galntl2|mpp-GalNAc-T15	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15	protein-coding
18998	chr1	74368163	74368663	+	0	NA	exon (NM_001033345, exon 10 of 10)	exon (NM_001033345, exon 10 of 10)	6305	NM_001033345	241112	Mm.310460	NM_001033345	ENSMUSG00000073650	Catip	Gm216	ciliogenesis associated TTC17 interacting protein	protein-coding
18054	chr11	87723748	87724396	+	0	NA	intron (NM_172448, intron 3 of 9)	MIR|SINE|MIR	-13493	NM_009296	20922	Mm.622	NM_009296	ENSMUSG00000020485	Supt4a	AL022777|Supt4h|Supt4h1|Supt4h1a	suppressor of Ty 4A	protein-coding
20044	chrX	107223516	107224016	+	0	NA	Intergenic	L1M4b|LINE|L1	-32112	NM_001177781	213439	Mm.383562	NM_001033251	ENSMUSG00000073008	Gpr174	Gm376|Lypsr3	G protein-coupled receptor 174	protein-coding
17389	chr13	63561693	63562193	+	0	NA	intron (NM_008957, intron 2 of 22)	intron (NM_008957, intron 2 of 22)	3577	NM_008957	19206	Mm.228798	NM_008957	ENSMUSG00000021466	Ptch1	A230106A15Rik|Ptc|Ptc1|Ptch|mes	patched homolog 1	protein-coding
17922	chr13	44753538	44754166	+	0	NA	intron (NM_001205043, intron 1 of 17)	intron (NM_001205043, intron 1 of 17)	22581	NM_001205043	16468	Mm.25059	NM_021878	ENSMUSG00000038518	Jarid2	Jmj|jumonji	jumonji, AT rich interactive domain 2	protein-coding
19870	chr5	140588808	140589308	+	0	NA	Intergenic	MLTR14|LTR|ERV1	-18283	NM_008494	16848	Mm.12834	NM_008494	ENSMUSG00000029570	Lfng	AW061165	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	protein-coding
17659	chr2	11623203	11623703	+	0	NA	Intergenic	Intergenic	-19339	NM_008367	16184	Mm.915	NM_008367	ENSMUSG00000026770	Il2ra	CD25|Il2r|Ly-43	interleukin 2 receptor, alpha chain	protein-coding
17764	chr12	102303616	102304116	+	0	NA	intron (NM_001161365, intron 1 of 9)	L1MB8|LINE|L1	20225	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding
17269	chr9	14967468	14967968	+	0	NA	Intergenic	Lx8|LINE|L1	-63767	NM_176807	64931	Mm.86738	NM_022888	ENSMUSG00000031933	Folr4	0910001L11Rik|C86255|Folbp3|Juno	folate receptor 4 (delta)	protein-coding
19217	chr13	95533927	95534427	+	0	NA	Intergenic	Intergenic	-8937	NM_007974	14063	Mm.1614	NM_007974	ENSMUSG00000021678	F2rl1	Gpcr11|PAR-2|Par2	coagulation factor II (thrombin) receptor-like 1	protein-coding
18715	chr15	58163424	58163924	+	0	NA	Intergenic	B2_Mm2|SINE|B2	22238	NM_029734	76773	Mm.26771	NM_029734	ENSMUSG00000022359	Wdyhv1	2410187C16Rik|AU014961|AW550036|Ntaq1	WDYHV motif containing 1	protein-coding
17198	chr16	78217074	78217574	+	0	NA	Intergenic	(TC)n|Simple_repeat|Simple_repeat	38130	NR_045698	100503619	Mm.387531	NR_045698		E330011O21Rik	-	RIKEN cDNA E330011O21 gene	ncRNA
20089	chr4	20072734	20073234	+	0	NA	Intergenic	MTD|LTR|ERVL-MaLR	30932	NM_010281	14590	Mm.20461	NM_010281		Ggh	gamma-GH	gamma-glutamyl hydrolase	protein-coding
18563	chr18	73642984	73643484	+	0	NA	intron (NM_008540, intron 10 of 11)	intron (NM_008540, intron 10 of 11)	60507	NM_008540	17128	Mm.100399	NM_008540	ENSMUSG00000024515	Smad4	AW743858|D18Wsu70e|DPC4|Madh4	SMAD family member 4	protein-coding
17939	chr15	75797092	75797592	+	0	NA	intron (NM_172121, intron 4 of 11)	intron (NM_172121, intron 4 of 11)	44566	NM_172121	223642	Mm.209800	NM_172121	ENSMUSG00000075600	Zc3h3	BC049953|Kiaa0150|Smicl|Zc3hdc3	zinc finger CCCH type containing 3	protein-coding
17763	chr12	99326553	99327053	+	0	NA	intron (NM_183186, intron 3 of 5)	intron (NM_183186, intron 3 of 5)	123271	NM_183186	71375	Mm.341972	NM_183186	ENSMUSG00000033713	Foxn3	5430426H20Rik|AA589593|AW556347|Ches1|Ches1l|HTLFL1	forkhead box N3	protein-coding
19002	chr1	106228961	106229461	+	0	NA	intron (NM_133821, intron 1 of 16)	intron (NM_133821, intron 1 of 16)	57342	NM_133821	98432	Mm.24115	NM_133821	ENSMUSG00000044340	Phlpp1	AI836256|Phlpp|Plekhe1|SCOP|mKIAA0606	PH domain and leucine rich repeat protein phosphatase 1	protein-coding
20137	chr11	21118748	21119248	+	0	NA	intron (NM_023324, intron 1 of 6)	(T)n|Simple_repeat|Simple_repeat	27674	NM_023324	67245	Mm.28957	NM_023324	ENSMUSG00000020134	Peli1	2810468L03Rik|A930031K15Rik|AA409794|AI586297|D11Ertd676e	pellino 1	protein-coding
17818	chr19	46390942	46391442	+	0	NA	intron (NM_016860, intron 1 of 10)	intron (NM_016860, intron 1 of 10)	4543	NM_016860	54130	Mm.3118	NM_016860	ENSMUSG00000025228	Actr1a	Arp1|alpha-Arp1	ARP1 actin-related protein 1A, centractin alpha	protein-coding
18332	chr2	28506460	28506960	+	0	NA	Intergenic	Intergenic	-6457	NM_001145834	19730	Mm.5236	NM_009058	ENSMUSG00000026821	Ralgds	Gnds|Rgds|mKIAA1308	ral guanine nucleotide dissociation stimulator	protein-coding
19354	chr2	152232931	152233431	+	0	NA	intron (NM_007788, intron 1 of 12)	intron (NM_007788, intron 1 of 12)	6341	NM_007788	12995	Mm.23692	NM_007788	ENSMUSG00000074698	Csnk2a1	Csnk2a1-rs4	casein kinase 2, alpha 1 polypeptide	protein-coding
19135	chr8	111255360	111255860	+	0	NA	intron (NM_009149, intron 1 of 25)	B2_Mm1a|SINE|B2	3592	NM_009149	20340	Mm.276271	NM_009149	ENSMUSG00000003316	Glg1	AI593353|AW537898|CFR|CFR-1|ESL-1|MG-160|MG160|Selel	golgi apparatus protein 1	protein-coding
18996	chr1	60485202	60485702	+	0	NA	3' UTR (NM_001045513, exon 14 of 14)	3' UTR (NM_001045513, exon 14 of 14)	75833	NM_198127	329165	Mm.212066	NM_198127	ENSMUSG00000026782	Abi2	8430425M24Rik|AI839867|C130078H13	abl-interactor 2	protein-coding
20125	chr9	15026151	15026651	+	0	NA	intron (NM_019482, intron 1 of 4)	intron (NM_019482, intron 1 of 4)	19077	NM_019482	55991	Mm.142253	NM_019482		Panx1	AI847747	pannexin 1	protein-coding
19232	chr15	27760877	27761377	+	0	NA	intron (NM_001081302, intron 40 of 56)	Lx8|LINE|L1	-79585	NM_198301	223433	Mm.266485	NM_198301	ENSMUSG00000056069	Fam105a	9830126M18	family with sequence similarity 105, member A	protein-coding
17494	chr15	37435402	37435902	+	0	NA	intron (NM_029113, intron 2 of 3)	MTD|LTR|ERVL-MaLR	-2988	NR_045283	100503538	Mm.445166	NR_045283	ENSMUSG00000086992	Gm15941	OTTMUSG00000028027	predicted gene 15941	ncRNA
18431	chr8	84056305	84056805	+	0	NA	Intergenic	Intergenic	-10281	NM_009055	19724	Mm.7892	NM_009055	ENSMUSG00000031706	Rfx1	AI047719|AI385641	regulatory factor X, 1 (influences HLA class II expression)	protein-coding
19825	chr2	150111043	150111543	+	0	NA	Intergenic	Intergenic	25385	NM_181266	104348	Mm.485851	NM_023266	ENSMUSG00000068134	Zfp120	AI315103|E030042N05Rik|F80|MZF31|Zfp844	zinc finger protein 120	protein-coding
16929	chr19	37178192	37178692	+	0	NA	intron (NR_045329, intron 2 of 2)	intron (NR_045329, intron 2 of 2)	-2379	NM_001290826	208922	Mm.391176	NM_198300	ENSMUSG00000039652	Cpeb3	4831444O18Rik|CPE-BP3|mKIAA0940	cytoplasmic polyadenylation element binding protein 3	protein-coding
19076	chr5	122638681	122639181	+	0	NA	Intergenic	Intergenic	-4980	NM_001038839	18439	Mm.42026	NM_011027	ENSMUSG00000029468	P2rx7	AI467586|P2X(7)|P2X7R	purinergic receptor P2X, ligand-gated ion channel, 7	protein-coding
19313	chr1	46892810	46893310	+	0	NA	Intergenic	Intergenic	-39551	NM_172653	227059	Mm.233889	NM_172653	ENSMUSG00000025986	Slc39a10	2900042E17Rik|5430433I10|mKIAA1265	solute carrier family 39 (zinc transporter), member 10	protein-coding
17805	chr17	84327429	84328065	+	0	NA	intron (NM_183021, intron 28 of 37)	intron (NM_183021, intron 28 of 37)	138461	NM_183021	240174	Mm.246767	NM_177826	ENSMUSG00000024251	Thada	6530405K19|A930021O22|AU019899|BC052885|GITA	thyroid adenoma associated	protein-coding
17892	chr9	123755853	123756353	+	0	NA	Intergenic	B4A|SINE|B4	-11108	NM_001166625	12769	Mm.440604	NM_009913		Ccr9	A130091K22Rik|Cmkbr10|GPR-9-6	chemokine (C-C motif) receptor 9	protein-coding
16682	chr2	79137227	79137903	+	0	NA	Intergenic	Intergenic	-117861	NM_010576	16401	Mm.31903	NM_010576	ENSMUSG00000027009	Itga4	CD49D|Itga4B	integrin alpha 4	protein-coding
19617	chr12	90236230	90236730	+	0	NA	intron (NM_172544, intron 18 of 19)	intron (NM_172544, intron 18 of 19)	423997	NM_001252074	18191	Mm.425766	NM_172544	ENSMUSG00000066392	Nrxn3	-	neurexin III	protein-coding
17737	chr10	18058437	18058937	+	0	NA	intron (NM_009048, intron 1 of 19)	intron (NM_009048, intron 1 of 19)	2747	NM_009048	19707	Mm.4479	NM_009048	ENSMUSG00000019854	Reps1	BB161292	RalBP1 associated Eps domain containing protein	protein-coding
18574	chrX	101329110	101329734	+	0	NA	Intergenic	(CCCCCA)n|Simple_repeat|Simple_repeat	30243	NM_172932	245537	Mm.121508	NM_172932		Nlgn3	A230085M13Rik|HNL3|NL3	neuroligin 3	protein-coding
18994	chr1	39487740	39488240	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-9243	NM_018775	54610	Mm.387293	NM_018775	ENSMUSG00000003134	Tbc1d8	AD3|HBLP1|VRP	TBC1 domain family, member 8	protein-coding
19623	chr12	110199609	110200109	+	0	NA	Intergenic	Intergenic	-41786	NR_045466	67280	Mm.390495	NR_045466		3110009F21Rik	-	RIKEN cDNA 3110009F21 gene	ncRNA
17859	chr6	99625447	99625947	+	0	NA	3' UTR (NM_025829, exon 7 of 7)	3' UTR (NM_025829, exon 7 of 7)	41074	NM_025829	66892	Mm.32889	NM_025829	ENSMUSG00000093661	Eif4e3	1300018P11Rik|AI451927|eIF4E-3	eukaryotic translation initiation factor 4E member 3	protein-coding
19752	chr18	23845594	23846094	+	0	NA	intron (NM_153058, intron 2 of 6)	intron (NM_153058, intron 2 of 6)	41874	NM_153058	212307	Mm.132237	NM_153058	ENSMUSG00000024277	Mapre2	AI314113|C820009F03Rik|D18Abb1e|EB1|EB2|RP1	microtubule-associated protein, RP/EB family, member 2	protein-coding
17166	chr10	39339927	39340427	+	0	NA	Intergenic	RLTR14|LTR|ERV1	-29622	NM_008054	14360	Mm.4848	NM_008054	ENSMUSG00000019843	Fyn	AI448320|AW552119	Fyn proto-oncogene	protein-coding
16285	chr17	12163139	12164247	+	0	NA	intron (NM_026644, intron 2 of 8)	intron (NM_026644, intron 2 of 8)	44409	NM_026644	68262	Mm.258300	NM_026644	ENSMUSG00000023827	Agpat4	1500003P24Rik	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	protein-coding
19914	chr8	124903768	124904268	+	0	NA	TTS (NM_001111141)	TTS (NM_001111141)	6132	NM_001111141	244666	Mm.482915	NM_001111141	ENSMUSG00000031986	Sprtn	Gm505	SprT-like N-terminal domain	protein-coding
17305	chr14	79499037	79499537	+	0	NA	intron (NM_007920, intron 1 of 8)	RSINE1|SINE|B4	-16387	NM_001286411	13709	Mm.20938	NM_007920	ENSMUSG00000036461	Elf1	Elf-1|Sts1|mElf-1|p70	E74-like factor 1	protein-coding
18865	chr7	135557307	135557807	+	0	NA	intron (NM_011212, intron 1 of 20)	intron (NM_011212, intron 1 of 20)	-8605	NR_035488	100316818		NR_035488		Mir1962	mmu-mir-1962	microRNA 1962	ncRNA
15835	chr12	26187206	26188896	+	0	NA	Intergenic	Intergenic	-23216	NR_046278	74930	Mm.398932	NR_046278		4930480M12Rik	-	RIKEN cDNA 4930480M12 gene	ncRNA
18063	chr12	104237644	104238414	+	0	NA	exon (NM_009251, exon 3 of 6)	exon (NM_009251, exon 3 of 6)	-9867	NR_033450	546546	Mm.390522	NM_001034870		Serpina3h	6C28|Spi2	serine (or cysteine) peptidase inhibitor, clade A, member 3H	pseudo
18251	chr11	118142535	118143035	+	0	NA	Intergenic	Intergenic	-13566	NM_001167746	69926	Mm.473893	NM_001167746	ENSMUSG00000033987	Dnah17	2810003K23Rik|Dnahc17|Dnahcl1|Gm1178|mKIAA3028	dynein, axonemal, heavy chain 17	protein-coding
19993	chr15	81106956	81107456	+	0	NA	intron (NM_001082536, intron 2 of 13)	MT2B1|LTR|ERVL	-2159	NM_153049	223701	Mm.439814	NM_153049	ENSMUSG00000042292	Mkl1	AMKL|Bsac|Mal|Mrtf-A	MKL (megakaryoblastic leukemia)/myocardin-like 1	protein-coding
18524	chr15	41914713	41915213	+	0	NA	Intergenic	MLT2B3|LTR|ERVL	-45243	NM_175456	223513	Mm.148913	NM_175456	ENSMUSG00000042895	Abra	C130068O12Rik|STARS	actin-binding Rho activating protein	protein-coding
18928	chr13	30197096	30197596	+	0	NA	intron (NM_153546, intron 3 of 12)	GA-rich|Low_complexity|Low_complexity	60856	NM_153546	218121	Mm.89682	NM_153546	ENSMUSG00000038732	Mboat1	9130215M02Rik|BC023845|LPEAT1|Moact1|Oact1	membrane bound O-acyltransferase domain containing 1	protein-coding
17684	chr4	128740674	128741302	+	0	NA	intron (NM_001195083, intron 1 of 6)	MYSERV16_I-int|LTR|ERVK	13417	NM_001195083	54383	Mm.473738	NM_018774	ENSMUSG00000028796	Phc2	A3galt2|AA415044|D130050K19Rik|D4Ertd810e|Edr2|Mph2|p36	polyhomeotic-like 2 (Drosophila)	protein-coding
19117	chr7	130184347	130184847	+	0	NA	intron (NM_010207, intron 10 of 17)	intron (NM_010207, intron 10 of 17)	82211	NM_010207	14183	Mm.16340	NM_010207	ENSMUSG00000030849	Fgfr2	AU043015|AW556123|Bek|Fgfr-2|Fgfr-7|Fgfr7|KGFR|KGFRTr|svs	fibroblast growth factor receptor 2	protein-coding
18734	chr17	83393657	83394157	+	0	NA	intron (NM_001114361, intron 1 of 23)	intron (NM_001114361, intron 1 of 23)	42976	NM_001114362	78798	Mm.295565	NM_199466	ENSMUSG00000032624	Eml4	4930443C24Rik|AI644019	echinoderm microtubule associated protein like 4	protein-coding
18798	chr3	104376497	104376997	+	0	NA	Intergenic	Intergenic	135109	NM_001025067	269473	Mm.34855	NM_001025067	ENSMUSG00000032913	Lrig2	4632419I10Rik|BB096938	leucine-rich repeats and immunoglobulin-like domains 2	protein-coding
17564	chr7	28430003	28430639	+	0	NA	intron (NM_175021, intron 1 of 12)	RSINE1|SINE|B4	5870	NM_175021	233033	Mm.54120	NM_175021	ENSMUSG00000037513	Samd4b	BC042901	sterile alpha motif domain containing 4B	protein-coding
16672	chr14	15099273	15099773	+	0	NA	Intergenic	MER74B|LTR|ERVL	278708	NM_001195229	674895	Mm.317563	NM_001034865	ENSMUSG00000042567	Nek10	Gm282	NIMA (never in mitosis gene a)- related kinase 10	protein-coding
19961	chr12	59053483	59053983	+	0	NA	intron (NM_030057, intron 1 of 5)	Lx9|LINE|L1	7728	NM_030057	78232	Mm.290070	NM_030057	ENSMUSG00000020993	Trappc6b	5830498C14Rik|C79212	trafficking protein particle complex 6B	protein-coding
18968	chr18	44586146	44586646	+	0	NA	intron (NM_001085373, intron 3 of 18)	intron (NM_001085373, intron 3 of 18)	-75269	NR_026853	626275	Mm.427116	NR_026853	ENSMUSG00000097610	A930012L18Rik	-	RIKEN cDNA A930012L18 gene	ncRNA
17179	chr12	64955238	64955922	+	0	NA	intron (NM_025707, intron 2 of 4)	intron (NM_025707, intron 2 of 4)	9956	NM_025707	66689	Mm.248678	NM_025707	ENSMUSG00000020948	Klhl28	2810440N09Rik|4122402F11Rik|4931401E10Rik|Btbd5	kelch-like 28	protein-coding
18455	chr9	79809900	79810400	+	0	NA	Intergenic	Intergenic	16509	NR_040734	74633	Mm.262175	NR_040734	ENSMUSG00000086918	4930429F24Rik	-	RIKEN cDNA 4930429F24 gene	ncRNA
16839	chr9	33060171	33060671	+	0	NA	Intergenic	Intergenic	364379	NM_001038642	23871	Mm.292415	NM_011808	ENSMUSG00000032035	Ets1	AI196000|AI448617|D230050P06|Ets-1|Tpl1	E26 avian leukemia oncogene 1, 5' domain	protein-coding
19064	chr4	150941071	150941571	+	0	NA	intron (NM_011612, intron 7 of 7)	intron (NM_011612, intron 7 of 7)	13322	NM_001077509	21942	Mm.244187	NM_011612	ENSMUSG00000028965	Tnfrsf9	4-1BB|A930040I11Rik|AA408498|AI325004|CDw137|Cd137|ILA|Ly63	tumor necrosis factor receptor superfamily, member 9	protein-coding
20102	chr5	119632697	119633197	+	0	NA	intron (NR_046178, intron 3 of 3)	intron (NR_046178, intron 3 of 3)	7005	NR_046178	330183	Mm.413133	NR_046178	ENSMUSG00000085708	Gm16063	G630008E18|OTTMUSG00000029664	predicted gene 16063	ncRNA
19979	chr14	15984778	15985278	+	0	NA	Intergenic	L1Md_F2|LINE|L1	-264286	NM_021504	59007	Mm.258381	NM_021504	ENSMUSG00000021785	Ngly1	1110002C09Rik|PNGase|Png1	N-glycanase 1	protein-coding
16363	chr1	161761396	161762034	+	0	NA	Intergenic	Intergenic	26780	NM_010177	14103	Mm.3355	NM_010177	ENSMUSG00000000817	Fasl	APT1LG1|CD178|CD95-L|CD95L|Fas-L|Faslg|Tnfsf6|gld	Fas ligand (TNF superfamily, member 6)	protein-coding
18999	chr1	84833344	84833844	+	0	NA	intron (NM_133975, intron 1 of 40)	intron (NM_133975, intron 1 of 40)	5710	NM_133975	14897	Mm.209265	NM_133975	ENSMUSG00000026219	Trip12	1110036I07Rik|6720416K24Rik|AA410158|Gtl6|TRIP-12	thyroid hormone receptor interactor 12	protein-coding
18933	chr14	32168194	32168694	+	0	NA	intron (NM_019744, intron 1 of 9)	intron (NM_019744, intron 1 of 9)	2655	NM_019744	27057	Mm.371598	NM_019744	ENSMUSG00000056234	Ncoa4	ARA70|Rfg	nuclear receptor coactivator 4	protein-coding
18490	chr11	118461480	118461980	+	0	NA	Intergenic	RSINE1|SINE|B4	-6735	NR_045902	100126224	Mm.441989	NR_045902	ENSMUSG00000086514	Gm11747	OTTMUSG00000003972	predicted gene 11747	ncRNA
