PeakID (cmd=annotatePeaks.pl enhancers_only_10um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
13522	chr8	111505173	111505673	+	0	NA	intron (NM_001170743, intron 2 of 26)	B4|SINE|B4	16684	NM_176923	319481	Mm.247294	NM_176923	ENSMUSG00000031959	Wdr59	5430401O09Rik|Cdw12	WD repeat domain 59	protein-coding
12691	chr6	83477614	83478390	+	0	NA	Intergenic	Intergenic	28967	NM_001162521	27369	Mm.42234	NM_013764	ENSMUSG00000014554	Dguok	dGK|dGK1|dGK2|dGK3	deoxyguanosine kinase	protein-coding
12870	chr2	68290631	68291393	+	0	NA	intron (NM_016866, intron 14 of 17)	intron (NM_016866, intron 14 of 17)	180969	NM_016866	53416	Mm.198414	NM_016866	ENSMUSG00000027030	Stk39	AW227544|AW556857|DCHT|RF005|Rnl5|SPAK	serine/threonine kinase 39	protein-coding
13161	chr2	71843119	71843619	+	0	NA	intron (NM_001277970, intron 20 of 24)	intron (NM_001277970, intron 20 of 24)	-29855	NM_172665	228026	Mm.34411	NM_172665	ENSMUSG00000006494	Pdk1	B830012B01|D530020C15Rik	pyruvate dehydrogenase kinase, isoenzyme 1	protein-coding
14707	chr4	62288512	62289012	+	0	NA	intron (NM_025286, intron 1 of 3)	intron (NM_025286, intron 1 of 3)	2333	NM_025286	20530	Mm.292539	NM_025286	ENSMUSG00000066152	Slc31a2	AI604396|CTR2	solute carrier family 31, member 2	protein-coding
14055	chr13	51774021	51774521	+	0	NA	intron (NM_013660, intron 1 of 15)	Tigger7|DNA|TcMar-Tigger	19476	NM_013660	20354	Mm.33903	NM_013660	ENSMUSG00000021451	Sema4d	CD100|Semacl2|Semaj|Semcl2|coll-4	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	protein-coding
11382	chr17	83906290	83906924	+	0	NA	Intergenic	Intergenic	-59817	NM_025325	107766	Mm.30100	NM_025325	ENSMUSG00000000673	Haao	0610007K21Rik|0610012J07Rik|3-HAO|3-HAOxase|3HAO	3-hydroxyanthranilate 3,4-dioxygenase	protein-coding
13926	chr15	31332313	31332813	+	0	NA	intron (NM_027496, intron 1 of 3)	MTEa-int|LTR|ERVL-MaLR	35196	NM_026153	67434	Mm.102470	NM_026153	ENSMUSG00000022237	Ankrd33b	0610012A05Rik|3021401C12Rik|5730557B15Rik	ankyrin repeat domain 33B	protein-coding
15437	chr9	70367487	70367987	+	0	NA	intron (NM_181072, intron 20 of 27)	intron (NM_181072, intron 20 of 27)	38016	NR_049200	100885839		NR_049200	miRBase:MI0019195	Mir5626	mmu-mir-5626	microRNA mir-5626	ncRNA
13127	chr15	58585154	58585654	+	0	NA	Intergenic	Intergenic	169936	NM_145959	210998	Mm.3224	NM_145959	ENSMUSG00000037119	D15Ertd621e	AV220772|BC033609|Fam91a1|SKIN|mKIAA0493	DNA segment, Chr 15, ERATO Doi 621, expressed	protein-coding
13338	chr8	34160568	34161068	+	0	NA	intron (NM_026432, intron 1 of 5)	intron (NM_026432, intron 1 of 5)	5894	NR_105820	102465211		NR_105820	miRBase:MI0021930	Mir6395	mmu-mir-6395	microRNA mir-6395	ncRNA
12932	chr15	78859281	78859781	+	0	NA	Intergenic	B3|SINE|B2	-4002	NM_025622	107753	Mm.390793	NM_025622	ENSMUSG00000043501	Lgals2	2200008F12Rik|AI324147	lectin, galactose-binding, soluble 2	protein-coding
12498	chr17	48466884	48467534	+	0	NA	intron (NM_152823, intron 8 of 8)	intron (NM_152823, intron 8 of 8)	12308	NM_152823	76589	Mm.311629	NM_152823	ENSMUSG00000043592	Unc5cl	2510009H09Rik|BB155270|Zud	unc-5 homolog C (C. elegans)-like	protein-coding
14492	chr6	114856826	114857326	+	0	NA	intron (NM_001253717, intron 19 of 19)	PB1D7|SINE|Alu	64676	NM_177683	232334	Mm.268357	NM_177683		Vgll4	BC048841|VGL-4	vestigial like 4 (Drosophila)	protein-coding
15560	chr1	43504383	43504883	+	0	NA	intron (NM_010879, intron 1 of 4)	intron (NM_010879, intron 1 of 4)	58882	NM_010879	17974	Mm.389903	NM_010879	ENSMUSG00000066877	Nck2	4833426I10Rik|Grb4|NCKbeta|Nck-2	non-catalytic region of tyrosine kinase adaptor protein 2	protein-coding
13919	chr13	102089885	102090385	+	0	NA	Intergenic	BGLII_B|LTR|ERVK	-321918	NM_001077495	18708	Mm.259333	NM_001024955	ENSMUSG00000041417	Pik3r1	PI3K|p50alpha|p55alpha|p85alpha	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	protein-coding
13473	chr17	87948916	87949416	+	0	NA	Intergenic	Intergenic	-25884	NM_010830	17688	Mm.18210	NM_010830	ENSMUSG00000005370	Msh6	AU044881|AW550279|GTBP|Gtmbp	mutS homolog 6 (E. coli)	protein-coding
13292	chrX	164427471	164427971	+	0	NA	intron (NM_011081, intron 2 of 5)	intron (NM_011081, intron 2 of 5)	7934	NM_011081	18700	Mm.3781	NM_011081	ENSMUSG00000031381	Piga	AI194334|Pig-a	phosphatidylinositol glycan anchor biosynthesis, class A	protein-coding
13819	chr5	92227284	92227784	+	0	NA	intron (NM_011148, intron 15 of 15)	intron (NM_011148, intron 15 of 15)	-12126	NR_033483	57425	Mm.2548	NM_020562	ENSMUSG00000029409	U90926	-	cDNA sequence U90926	ncRNA
14521	chr8	120306967	120307623	+	0	NA	Intergenic	Intergenic	-79065	NR_110496	434353	Mm.411793	NR_110496		A330074K22Rik	-	RIKEN cDNA A330074K22 gene	ncRNA
14642	chr19	57327886	57328386	+	0	NA	intron (NR_040316, intron 1 of 2)	L1_Rod|LINE|L1	32763	NR_040316	320879	Mm.375089	NR_040316	ENSMUSG00000097785	B230217O12Rik	-	RIKEN cDNA B230217O12 gene	ncRNA
12577	chr1	69331300	69331800	+	0	NA	Intergenic	Intergenic	-223491	NM_010154	13869	Mm.442420	NM_010154	ENSMUSG00000062209	Erbb4	Her4|c-erbB-4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	protein-coding
14867	chr13	74346848	74347348	+	0	NA	intron (NM_023281, intron 1 of 14)	intron (NM_023281, intron 1 of 14)	3142	NM_023281	66945	Mm.158231	NM_023281	ENSMUSG00000021577	Sdha	1500032O14Rik|2310034D06Rik|4921513A11|C81073|FP|SDH2|SDHF	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	protein-coding
12227	chr9	106313248	106313748	+	0	NA	intron (NM_027354, intron 9 of 10)	intron (NM_027354, intron 9 of 10)	32437	NM_027354	70235	Mm.23054	NM_027354	ENSMUSG00000023345	Poc1a	2510040D07Rik|Wdr51a	POC1 centriolar protein homolog A (Chlamydomonas)	protein-coding
15707	chr13	31504502	31505002	+	0	NA	Intergenic	Intergenic	-53418	NM_008239	15220	Mm.44235	NM_008239	ENSMUSG00000038415	Foxq1	HFH-1|Hfh1|Hfh1l|sa	forkhead box Q1	protein-coding
14935	chr18	82493023	82493523	+	0	NA	intron (NM_001025245, intron 1 of 3)	intron (NM_001025245, intron 1 of 3)	18150	NM_010777	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding
15533	chr17	33290829	33291329	+	0	NA	intron (NM_001142957, intron 1 of 3)	RMER10A|LTR|ERVL	1535	NM_001142957	100043468	Mm.276296	NM_001142957		Zfp955b	A430003O12Rik|C430039G02Rik|C530035A18Rik|Gm4455|Zfp883b	zinc finger protein 955B	protein-coding
14585	chr14	79544890	79545390	+	0	NA	intron (NM_007920, intron 2 of 8)	L1_Mus3|LINE|L1	29466	NM_001286411	13709	Mm.20938	NM_007920	ENSMUSG00000036461	Elf1	Elf-1|Sts1|mElf-1|p70	E74-like factor 1	protein-coding
14758	chr6	129201946	129202446	+	0	NA	Intergenic	Intergenic	21581	NM_053109	93694	Mm.197536	NM_053109	ENSMUSG00000030157	Clec2d	Clr-b|Clrb|Ocil	C-type lectin domain family 2, member d	protein-coding
14839	chr11	119945045	119945545	+	0	NA	intron (NM_001037754, intron 1 of 13)	intron (NM_001037754, intron 1 of 13)	2203	NM_001037754	108100	Mm.197534	NM_130862	ENSMUSG00000025372	Baiap2	IRSp53|R75030	brain-specific angiogenesis inhibitor 1-associated protein 2	protein-coding
15440	chr9	95106685	95107185	+	0	NA	intron (NM_177909, intron 12 of 15)	L1_Mur3|LINE|L1	300335	NM_018763	54371	Mm.212446	NM_018763	ENSMUSG00000033350	Chst2	AI428561|AW121776|C130041E03Rik|Chts2|GST-2|GlcNAc6ST|Gn6st	carbohydrate sulfotransferase 2	protein-coding
14778	chr7	144551527	144552027	+	0	NA	intron (NM_001033319, intron 2 of 30)	intron (NM_001033319, intron 2 of 30)	1952	NM_001195086	233977	Mm.490347	NM_001033319	ENSMUSG00000037519	Ppfia1	C030014K08Rik|C87158|LIP.1|LIP1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	protein-coding
14449	chr4	11348743	11349243	+	0	NA	intron (NM_194055, intron 13 of 15)	Lx8|LINE|L1	-26862	NM_001081201	381510	Mm.331486	NM_001081201	ENSMUSG00000045205	Dpy19l4	Gm1023|Narg3	dpy-19-like 4 (C. elegans)	protein-coding
12005	chr5	149776004	149776504	+	0	NA	Intergenic	Intergenic	35497	NR_077242	100861794	Mm.402054	NR_077242		Gm21221	-	predicted gene, 21221	ncRNA
13613	chr1	39957085	39957585	+	0	NA	intron (NM_008696, intron 2 of 30)	Lx9|LINE|L1	56422	NM_008696	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding
14923	chr17	78994751	78995251	+	0	NA	intron (NM_029239, intron 2 of 18)	intron (NM_029239, intron 2 of 18)	13504	NM_001171005	75292	Mm.252776	NM_029239	ENSMUSG00000024070	Prkd3	4930557O20Rik|5730497N19Rik|PKD3|Pkcnu|Prkcn	protein kinase D3	protein-coding
15166	chr5	33834288	33834788	+	0	NA	Intergenic	B3|SINE|B2	-8574	NM_175231	107823	Mm.19892	NM_175231	ENSMUSG00000057406	Whsc1	5830445G22Rik|9430010A17Rik|AW555663|C130020C13Rik|D030027O06Rik|D930023B08Rik|MMSET|NSD2|Whsc1l|mKIAA1090	Wolf-Hirschhorn syndrome candidate 1 (human)	protein-coding
13740	chr16	52091737	52092237	+	0	NA	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	60438	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding
15622	chr8	83719022	83719522	+	0	NA	intron (NM_197982, intron 1 of 10)	intron (NM_197982, intron 1 of 10)	4095	NM_197982	68278	Mm.28222	NM_197982	ENSMUSG00000005481	Ddx39	2610307C23Rik|BAT1|DDXL|Ddx39a|URH49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	protein-coding
14612	chr17	28011685	28012185	+	0	NA	intron (NM_001286040, intron 12 of 24)	intron (NM_001286040, intron 12 of 24)	68649	NM_013687	21463	Mm.29758	NM_013687	ENSMUSG00000062859	Tcp11	D17Ken1|Tcp-11	t-complex protein 11	protein-coding
14911	chr16	95439604	95440104	+	0	NA	intron (NM_133659, intron 2 of 10)	intron (NM_133659, intron 2 of 10)	90511	NM_133659	13876	Mm.164531	NM_133659	ENSMUSG00000040732	Erg	D030036I24Rik	avian erythroblastosis virus E-26 (v-ets) oncogene related	protein-coding
14067	chr16	48675865	48676365	+	0	NA	Intergenic	B1_Mm|SINE|Alu	95841	NM_198297	77647	Mm.167298	NM_198297	ENSMUSG00000030775	Trat1	C030046M14Rik|Tcrim|Trim	T cell receptor associated transmembrane adaptor 1	protein-coding
14480	chr5	96155035	96155535	+	0	NA	intron (NM_144910, intron 1 of 11)	G-rich|Low_complexity|Low_complexity	6262	NM_001285511	231464	Mm.28374	NM_144910	ENSMUSG00000034724	Cnot6l	4932442K20Rik	CCR4-NOT transcription complex, subunit 6-like	protein-coding
14835	chr11	77703467	77703967	+	0	NA	intron (NM_001024205, intron 2 of 3)	intron (NM_001024205, intron 2 of 3)	17578	NM_001024205	68564	Mm.428996	NM_001024205		Nufip2	1110001M19Rik|9530056D24Rik|AI256692|AI461731|PIG1|mKIAA1321	nuclear fragile X mental retardation protein interacting protein 2	protein-coding
15635	chr10	19942039	19942539	+	0	NA	intron (NM_008580, intron 1 of 29)	G-rich|Low_complexity|Low_complexity	7763	NM_008580	26408	Mm.6595	NM_008580	ENSMUSG00000071369	Map3k5	7420452D20Rik|ASK|ASK1|MAPKKK5|Mekk5	mitogen-activated protein kinase kinase kinase 5	protein-coding
15332	chr1	40112795	40113295	+	0	NA	intron (NM_010555, intron 4 of 8)	intron (NM_010555, intron 4 of 8)	-27194	NR_037980	100047133	Mm.447052	NR_037980	ENSMUSG00000097899	Gm16894	-	predicted gene, 16894	ncRNA
11272	chr5	117953716	117954536	+	0	NA	TTS (NM_008712)	TTS (NM_008712)	-22644	NM_145564	231670	Mm.21912	NM_145564	ENSMUSG00000032898	Fbxo21	2810425J22Rik|AU016673|mKIAA0875	F-box protein 21	protein-coding
12920	chr11	90238537	90239037	+	0	NA	Intergenic	Intergenic	-10689	NM_026178	67468	Mm.277518	NM_026178	ENSMUSG00000003948	Mmd	1200017E07Rik|1810073C06Rik|AA690185	monocyte to macrophage differentiation-associated	protein-coding
14220	chr3	55416053	55416553	+	0	NA	intron (NM_019978, intron 4 of 16)	intron (NM_019978, intron 4 of 16)	-45455	NM_001111052	13175	Mm.393242	NM_019978	ENSMUSG00000027797	Dclk1	1700113D08Rik|2810480F11Rik|AI836758|Click-I|Cpg16|Dcamkl1|Dcl|Dclk|mKIAA0369	doublecortin-like kinase 1	protein-coding
14799	chr9	50459545	50460045	+	0	NA	Intergenic	C-rich|Low_complexity|Low_complexity	-34730	NM_029639	76509	Mm.29959	NM_029639	ENSMUSG00000032068	Plet1	0610037B23Rik|1600029D21Rik|AA407923|AU043048	placenta expressed transcript 1	protein-coding
12019	chr10	93068900	93069526	+	0	NA	Intergenic	Intergenic	-91663	NM_146239	237459	Mm.217404	NM_146239	ENSMUSG00000020015	Cdk17	6430598J10Rik|Pctk2	cyclin-dependent kinase 17	protein-coding
13658	chr6	142956087	142956587	+	0	NA	intron (NM_011374, intron 1 of 4)	B1_Mus2|SINE|Alu	8115	NM_011374	20449	Mm.260838	NM_011374	ENSMUSG00000030283	St8sia1	9330109E03Rik|GD3S|Sia-T|Siat8|Siat8a	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	protein-coding
14768	chr7	19491208	19491708	+	0	NA	Intergenic	Intergenic	16873	NM_177692	232946	Mm.64557	NM_177692	ENSMUSG00000057667	Bloc1s3	BC043666|Blos3|E230011O18|rp	biogenesis of lysosomal organelles complex-1, subunit 3	protein-coding
14200	chr1	85811260	85811760	+	0	NA	intron (NM_133781, intron 1 of 8)	intron (NM_133781, intron 1 of 8)	18063	NM_133781	12283	Mm.26135	NM_133781	ENSMUSG00000036707	Cab39	AA408805|AA960512|C78372|MO25|MO25alpha	calcium binding protein 39	protein-coding
14639	chr19	42144149	42144779	+	0	NA	Intergenic	B1_Mus1|SINE|Alu	-2925	NM_183195	277010	Mm.206250	NM_183195	ENSMUSG00000044345	Marveld1	AI504298|Mrvldc1	MARVEL (membrane-associating) domain containing 1	protein-coding
14283	chr8	124289229	124289729	+	0	NA	intron (NM_139272, intron 1 of 15)	intron (NM_139272, intron 1 of 15)	58085	NM_139272	108148	Mm.33808	NM_139272	ENSMUSG00000089704	Galnt2	AI480629	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2	protein-coding
10898	chr18	46201007	46201761	+	0	NA	intron (NM_178872, intron 1 of 9)	L1Md_F2|LINE|L1	-2566	NM_001170855	28105	Mm.277382	NM_178872	ENSMUSG00000033949	Trim36	D18Wsu100e|haprin	tripartite motif-containing 36	protein-coding
15347	chr2	94263705	94264205	+	0	NA	Intergenic	Intergenic	-2556	NR_030431	735259		NR_030431	miRBase:MI0004295	Mir670	Mirn670|mmu-mir-670	microRNA 670	ncRNA
14824	chr10	96731630	96732256	+	0	NA	Intergenic	Intergenic	114942	NM_007569	12226	Mm.23811	NM_007569	ENSMUSG00000036478	Btg1	AI426953|AW546738	B cell translocation gene 1, anti-proliferative	protein-coding
12340	chr3	118507399	118507899	+	0	NA	Intergenic	Intergenic	-54529	NM_170778	99586	Mm.27907	NM_170778	ENSMUSG00000033308	Dpyd	AI315208|DPD|E330028L06Rik	dihydropyrimidine dehydrogenase	protein-coding
12627	chr11	97151517	97152017	+	0	NA	Intergenic	CpG	-2055	NM_198100	73174	Mm.27882	NM_198100	ENSMUSG00000038517	Tbkbp1	3110043L15Rik|ProSAPiP2|SINTBAD	TBK1 binding protein 1	protein-coding
15410	chr7	38150846	38151346	+	0	NA	Intergenic	Intergenic	-32121	NM_001085385	72244	Mm.187554	NM_028166		1600014C10Rik	AI428873	RIKEN cDNA 1600014C10 gene	protein-coding
15497	chr14	26358894	26359394	+	0	NA	intron (NR_038005, intron 1 of 7)	intron (NR_038005, intron 1 of 7)	1597	NR_038005	71106	Mm.158564	NR_038005	ENSMUSG00000021874	4933413J09Rik	GCSE	RIKEN cDNA 4933413J09 gene	ncRNA
13687	chr9	95405668	95406168	+	0	NA	exon (NM_018763, exon 2 of 2)	exon (NM_018763, exon 2 of 2)	1352	NM_018763	54371	Mm.212446	NM_018763	ENSMUSG00000033350	Chst2	AI428561|AW121776|C130041E03Rik|Chts2|GST-2|GlcNAc6ST|Gn6st	carbohydrate sulfotransferase 2	protein-coding
15159	chr4	101654495	101654995	+	0	NA	intron (NM_175036, intron 2 of 3)	intron (NM_175036, intron 2 of 3)	6962	NM_175036	230514	Mm.4756	NM_175036	ENSMUSG00000035212	Leprot	LEPR|OB-RGRP|Obrgrp|VPS55	leptin receptor overlapping transcript	protein-coding
14085	chr1	177489768	177490268	+	0	NA	Intergenic	Intergenic	44197	NM_013915	30928	Mm.330700	NM_013915	ENSMUSG00000063659	Zbtb18	RP58|Zfp238|Znf238	zinc finger and BTB domain containing 18	protein-coding
13484	chr1	138248311	138248811	+	0	NA	Intergenic	Intergenic	-25177	NM_177397	338375	Mm.114424	NM_177397	ENSMUSG00000026394	Atp6v1g3	-	ATPase, H+ transporting, lysosomal V1 subunit G3	protein-coding
13864	chr8	122292997	122293497	+	0	NA	intron (NM_009569, intron 1 of 9)	intron (NM_009569, intron 1 of 9)	11106	NM_009569	22761	Mm.3105	NM_009569	ENSMUSG00000049577	Zfpm1	FOG|Fog1	zinc finger protein, multitype 1	protein-coding
15138	chr2	157048925	157049425	+	0	NA	intron (NM_001164663, intron 3 of 14)	intron (NM_001164663, intron 3 of 14)	30090	NM_001164663	320706	Mm.79466	NM_001164663		Soga1	9830001H06Rik|AI426038|D430036N24Rik|Soga	suppressor of glucose, autophagy associated 1	protein-coding
13994	chr4	35130761	35131405	+	0	NA	intron (NM_178061, intron 1 of 3)	intron (NM_178061, intron 1 of 3)	-20972	NM_199157	387510	Mm.386929	NM_199157	ENSMUSG00000042993	Ifnk	-	interferon kappa	protein-coding
15196	chr7	31044508	31045008	+	0	NA	intron (NM_022007, intron 3 of 5)	intron (NM_022007, intron 3 of 5)	-2427	NM_001287213	18301	Mm.1870	NM_008761	ENSMUSG00000009687	Fxyd5	EF-8|Oit2|RIC	FXYD domain-containing ion transport regulator 5	protein-coding
14953	chrX	159694831	159695331	+	0	NA	intron (NM_001135727, intron 2 of 17)	intron (NM_001135727, intron 2 of 17)	-13520	NR_110969	58194	Mm.286495	NM_021389	ENSMUSG00000040990	Sh3kbp1	1200007H22Rik|1700125L08Rik|5830464D22Rik|AI447724|IN85|Ruk|Seta	SH3-domain kinase binding protein 1	protein-coding
14352	chr15	27828855	27829355	+	0	NA	intron (NM_001081302, intron 27 of 56)	intron (NM_001081302, intron 27 of 56)	-147563	NM_001242423	223433	Mm.266485	NM_198301	ENSMUSG00000056069	Fam105a	9830126M18	family with sequence similarity 105, member A	protein-coding
15621	chr8	83576850	83577350	+	0	NA	intron (NM_027179, intron 1 of 11)	intron (NM_027179, intron 1 of 11)	10342	NM_025843	66916	Mm.29683	NM_025843	ENSMUSG00000033938	Ndufb7	1110002H15Rik	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7	protein-coding
14036	chr10	118149467	118149967	+	0	NA	intron (NM_001162904, intron 4 of 14)	intron (NM_001162904, intron 4 of 14)	7930	NM_010785	17245	Mm.101191	NM_010785	ENSMUSG00000020212	Mdm1	Arrd2|Mdm-1	transformed mouse 3T3 cell double minute 1	protein-coding
13458	chr14	17873595	17874353	+	0	NA	intron (NM_001113417, intron 2 of 9)	intron (NM_001113417, intron 2 of 9)	-107670	NM_009380	21834	Mm.32563	NM_009380	ENSMUSG00000021779	Thrb	Nr1a2|T3R[b]|T3Rbeta|Thrb1|Thrb2|c-erbAbeta	thyroid hormone receptor beta	protein-coding
15599	chr5	124415144	124415644	+	0	NA	intron (NM_001081203, intron 1 of 31)	B2_Mm2|SINE|B2	10520	NM_001081203	243272	Mm.23879	NM_001081203	ENSMUSG00000038095	Sbno1	9330180L10Rik|AI849128|AW557836|BC021875|Sbno|mSno1|sno	sno, strawberry notch homolog 1 (Drosophila)	protein-coding
15107	chr1	23903603	23904103	+	0	NA	intron (NM_028534, intron 1 of 9)	L1MD2|LINE|L1	5883	NM_001290683	98366	Mm.329963	NM_028534	ENSMUSG00000026155	Smap1	1700056O10Rik|4921514B13Rik|4921525H11Rik|AI462175	small ArfGAP 1	protein-coding
15161	chr4	109983566	109984066	+	0	NA	TTS (NM_172296)	TTS (NM_172296)	5791	NM_172296	242620	Mm.32825	NM_172296	ENSMUSG00000047143	Dmrta2	Dmrt5	doublesex and mab-3 related transcription factor like family A2	protein-coding
15316	chrX	11776589	11777089	+	0	NA	Intergenic	L4_A_Mam|LINE|RTE-X	303714	NM_175044	71458	Mm.196328	NM_029510	ENSMUSG00000040363	Bcor	5830466J11Rik|8430401K06Rik|BcorR|D930024N20Rik|mKIAA1575	BCL6 interacting corepressor	protein-coding
15068	chr14	49234738	49235238	+	0	NA	intron (NM_025956, intron 4 of 6)	intron (NM_025956, intron 4 of 6)	10440	NM_025956	67082	Mm.87439	NM_025956	ENSMUSG00000021850	1700011H14Rik	-	RIKEN cDNA 1700011H14 gene	protein-coding
12587	chr3	115687143	115687643	+	0	NA	Intergenic	Intergenic	27662	NM_007901	13609	Mm.982	NM_007901	ENSMUSG00000045092	S1pr1	AI849002|Edg1|Lpb1|S1p|S1p1	sphingosine-1-phosphate receptor 1	protein-coding
12657	chr1	69810759	69811259	+	0	NA	Intergenic	Intergenic	-15961	NM_029160	66722	Mm.440554	NM_025728	ENSMUSG00000053153	Spag16	4921511D23Rik|4930524F24Rik|4930585K05Rik|AV261009|Pf20|Wdr29	sperm associated antigen 16	protein-coding
14381	chr19	37383847	37384347	+	0	NA	intron (NM_010615, intron 1 of 21)	intron (NM_010615, intron 1 of 21)	7694	NM_010615	16551	Mm.42203	NM_010615	ENSMUSG00000012443	Kif11	Eg5|Kif8|Kifl1|Knsl1	kinesin family member 11	protein-coding
15551	chrX	17564226	17564726	+	0	NA	intron (NM_028058, intron 3 of 4)	intron (NM_028058, intron 3 of 4)	7821	NM_028058	72018	Mm.41558	NM_028058	ENSMUSG00000025040	Fundc1	1500005J14Rik|1810033P05Rik	FUN14 domain containing 1	protein-coding
13146	chr1	82809883	82810383	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	-29350	NM_010472	15463	Mm.392569	NM_010472	ENSMUSG00000026159	Agfg1	AU045498|C130049H11Rik|C85612|D730048C23Rik|Hrb|RAB|Rip	ArfGAP with FG repeats 1	protein-coding
13554	chr11	106105901	106106401	+	0	NA	intron (NM_011947, intron 2 of 15)	RSINE1|SINE|B4	21249	NM_011947	26406	Mm.27041	NM_011947	ENSMUSG00000020700	Map3k3	AW548911|MAPKKK3|Mekk3|mKIAA4031	mitogen-activated protein kinase kinase kinase 3	protein-coding
15395	chr5	119634396	119634896	+	0	NA	TTS (NR_046178)	TTS (NR_046178)	8704	NR_046178	330183	Mm.413133	NR_046178	ENSMUSG00000085708	Gm16063	G630008E18|OTTMUSG00000029664	predicted gene 16063	ncRNA
15121	chr1	170981639	170982139	+	0	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	-5818	NM_001077189	14130	Mm.425062	NM_010187	ENSMUSG00000026656	Fcgr2b	AI528646|CD32|F630109E10Rik|Fc[g]RII|FcgRII|Fcgr2|Fcgr2a|Fcr-2|Fcr-3|Ly-17|Ly-m20|LyM-1|Lym-1|fcRII	Fc receptor, IgG, low affinity IIb	protein-coding
13300	chr1	151584702	151585334	+	0	NA	intron (NM_022018, intron 1 of 13)	MTD|LTR|ERVL-MaLR	13645	NM_022018	63913	Mm.157700	NM_022018		Fam129a	AI256368|AU019833|Niban	family with sequence similarity 129, member A	protein-coding
14135	chr10	42230284	42230784	+	0	NA	intron (NM_019740, intron 2 of 3)	MIRb|SINE|MIR	46208	NM_019740	56484	Mm.338613	NM_019740	ENSMUSG00000048756	Foxo3	1110048B16Rik|2010203A17Rik|C76856|FKHRL1|Fkhr2|Foxo3a	forkhead box O3	protein-coding
15624	chr8	107621432	107621932	+	0	NA	Intergenic	Intergenic	-33200	NM_010817	17463	Mm.18347	NM_010817	ENSMUSG00000039067	Psmd7	AW107203|Mov-34|Mov34	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	protein-coding
14468	chr4	147945435	147945935	+	0	NA	intron (NM_029841, intron 2 of 2)	PB1D10|SINE|Alu	4790	NM_029841	77034	Mm.183076	NM_029841	ENSMUSG00000044496	2510039O18Rik	Kiaa2013	RIKEN cDNA 2510039O18 gene	protein-coding
14287	chr9	70690361	70690861	+	0	NA	intron (NM_007399, intron 1 of 15)	intron (NM_007399, intron 1 of 15)	11610	NM_007399	11487	Mm.3037	NM_007399	ENSMUSG00000054693	Adam10	1700031C13Rik|MADM|kuz|kuzbanian	a disintegrin and metallopeptidase domain 10	protein-coding
13148	chr1	127213118	127213804	+	0	NA	intron (NM_145128, intron 1 of 17)	ID_B1|SINE|B4	8475	NM_145128	107895	Mm.214682	NM_145128	ENSMUSG00000036155	Mgat5	4930471A21Rik|5330407H02Rik|AI480971|GlcNAc-TV	mannoside acetylglucosaminyltransferase 5	protein-coding
13672	chr8	104048847	104049347	+	0	NA	Intergenic	Intergenic	-52528	NM_009868	12562	Mm.21767	NM_009868	ENSMUSG00000031871	Cdh5	7B4|AA408225|Cd144|VE-Cad|VECD|VEcad|Vec	cadherin 5	protein-coding
14591	chr15	35869296	35869796	+	0	NA	intron (NM_177151, intron 44 of 61)	B1_Mus1|SINE|Alu	68700	NM_053071	12864	Mm.548	NM_053071	ENSMUSG00000014313	Cox6c	-	cytochrome c oxidase subunit VIc	protein-coding
14083	chr1	160740966	160741466	+	0	NA	intron (NM_013862, intron 1 of 20)	intron (NM_013862, intron 1 of 20)	51722	NM_013862	29809	Mm.25833	NM_013862	ENSMUSG00000026721	Rabgap1l	5830411O09Rik|8430421H08Rik|9630005B12Rik|AW049894|HHL|Hh1|mKIAA0471	RAB GTPase activating protein 1-like	protein-coding
