PeakID (cmd=annotatePeaks.pl enhancers_only_10um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
34903	chr9	55502808	55503308	+	0	NA	intron (NM_145615, intron 1 of 11)	Lx|LINE|L1	9185	NM_145615	110842	Mm.290853	NM_145615	ENSMUSG00000032314	Etfa	2010200I21Rik|D9Ertd394e	electron transferring flavoprotein, alpha polypeptide	protein-coding
31840	chr5	113431351	113431851	+	0	NA	Intergenic	Intergenic	74307	NM_001012726	503692	Mm.348794	NM_001012726	ENSMUSG00000053873	Aym1	-	activator of yeast meiotic promoters 1	protein-coding
33788	chr9	21318926	21319426	+	0	NA	Intergenic	B1_Mus2|SINE|Alu	-1543	NM_001199186	68682	Mm.148425	NM_152808	ENSMUSG00000057193	Slc44a2	1110028E10Rik|CTL2	solute carrier family 44, member 2	protein-coding
34378	chr5	24404996	24405496	+	0	NA	intron (NM_029020, intron 9 of 15)	intron (NM_029020, intron 9 of 15)	-8205	NM_183000	171209	Mm.299636	NM_183000	ENSMUSG00000038276	Asic3	AW742291|Accn3|DRASIC|SLNAC1|TNAC1	acid-sensing (proton-gated) ion channel 3	protein-coding
33648	chr3	131206243	131206743	+	0	NA	intron (NM_001276403, intron 11 of 11)	L1MEg|LINE|L1	65608	NM_008212	15107	Mm.260164	NM_008212	ENSMUSG00000027984	Hadh	AA409008|AU019341|AW742602|HCDH|Hadhsc|Schad	hydroxyacyl-Coenzyme A dehydrogenase	protein-coding
31263	chr1	60569342	60569842	+	0	NA	Intergenic	Intergenic	-2827	NM_001045513	77300	Mm.440325	NM_001045513	ENSMUSG00000026014	Raph1	9430025M21Rik|C730009O10Rik|Lpd	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	protein-coding
34443	chr8	25267871	25268371	+	0	NA	Intergenic	Intergenic	38149	NR_040352	74489	Mm.256468	NR_040352		5430421F17Rik	-	RIKEN cDNA 5430421F17 gene	ncRNA
34997	chr12	69535347	69535847	+	0	NA	Intergenic	Intergenic	47431	NM_001033236	207965	Mm.102487	NM_001033236	ENSMUSG00000049882	Vcpkmt	Gm71|Mettl21d|Mettl221d|VCP-KMT	valosin containing protein lysine (K) methyltransferase	protein-coding
32271	chr7	104294229	104294861	+	0	NA	Intergenic	Intergenic	-20486	NR_040749	622070	Mm.486406	NR_040749	ENSMUSG00000087175	Gm15133	OTTMUSG00000019186	predicted gene 15133	ncRNA
33116	chr11	46367750	46368250	+	0	NA	intron (NM_001281966, intron 1 of 16)	intron (NM_001281966, intron 1 of 16)	21515	NM_010583	16428	Mm.339927	NM_010583	ENSMUSG00000020395	Itk	Emt|Tcsk|Tsk	IL2 inducible T cell kinase	protein-coding
33701	chr5	140219044	140219544	+	0	NA	intron (NM_010752, intron 10 of 17)	intron (NM_010752, intron 10 of 17)	102258	NM_010752	17120	Mm.27250	NM_010752	ENSMUSG00000029554	Mad1l1	AI173502|AW550425|Mad1	MAD1 mitotic arrest deficient 1-like 1	protein-coding
30677	chr11	98595247	98596127	+	0	NA	Intergenic	Intergenic	-2604	NM_001195544	192852	Mm.342821	NM_001195544		Gm12	-	predicted gene 12	protein-coding
34404	chr6	70815746	70816246	+	0	NA	Intergenic	MER5A1|DNA|hAT-Charlie	-23821	NM_009075	19895	Mm.17905	NM_009075	ENSMUSG00000053604	Rpia	RPI	ribose 5-phosphate isomerase A	protein-coding
31741	chr13	30816884	30817384	+	0	NA	intron (NM_025588, intron 27 of 27)	intron (NM_025588, intron 27 of 27)	67876	NM_013674	16364	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding
35512	chr14	57743241	57743741	+	0	NA	intron (NM_015771, intron 1 of 7)	intron (NM_015771, intron 1 of 7)	2632	NM_015771	50523	Mm.347899	NM_015771	ENSMUSG00000021959	Lats2	4932411G09Rik|AV277261|AW228608	large tumor suppressor 2	protein-coding
30458	chr10	118417775	118418275	+	0	NA	Intergenic	Intergenic	-23022	NM_008337	15978	Mm.240327	NM_008337	ENSMUSG00000055170	Ifng	IFN-g|Ifg	interferon gamma	protein-coding
32240	chr4	101176434	101176934	+	0	NA	intron (NM_146145, intron 8 of 24)	(TAGA)n|Simple_repeat|Simple_repeat	88598	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding
34791	chr4	119982924	119983424	+	0	NA	intron (NM_010657, intron 1 of 8)	MIR|SINE|MIR	168496	NM_010657	16656	Mm.302758	NM_010657	ENSMUSG00000028634	Hivep3	2900056N03Rik|A130075N07|AI848000|E030045D18Rik|KBP-1|KBP1|Krc|Rc|Schnurri-3|Shn3|Zas3	human immunodeficiency virus type I enhancer binding protein 3	protein-coding
34141	chr7	142581860	142582360	+	0	NA	Intergenic	Intergenic	-3964	NR_001592	14955	Mm.14802	NR_001592		H19	AI747191	H19, imprinted maternally expressed transcript	ncRNA
31211	chr9	27024078	27024578	+	0	NA	intron (NM_178027, intron 1 of 5)	intron (NM_178027, intron 1 of 5)	5766	NM_178027	69091	Mm.218717	NM_178027	ENSMUSG00000031988	Vps26b	1810012I05Rik|2310075A12Rik|AI848392	vacuolar protein sorting 26 homolog B (yeast)	protein-coding
32395	chr2	91090018	91090518	+	0	NA	Intergenic	ID_B1|SINE|B4	-6529	NM_011355	20375	Mm.1302	NM_011355		Spi1	Dis-1|Dis1|PU.1|Sfpi-1|Sfpi1|Spi-1|Tcfpu1|Tfpu.1	spleen focus forming virus (SFFV) proviral integration oncogene	protein-coding
33363	chr7	45731696	45732196	+	0	NA	intron (NM_017465, intron 5 of 6)	intron (NM_017465, intron 5 of 6)	-6130	NM_027055	69363	Mm.45607	NM_027055	ENSMUSG00000070563	Spaca4	1700008E09Rik|AV043694|Samp14	sperm acrosome associated 4	protein-coding
34968	chr11	75011709	75012209	+	0	NA	intron (NM_001002764, intron 10 of 18)	intron (NM_001002764, intron 10 of 18)	54032	NR_030454	735274		NR_030454		Mir684-1	Mirn684-1	microRNA 684-1	ncRNA
29747	chr15	66859770	66860716	+	0	NA	Intergenic	Intergenic	-28414	NM_009192	20491	Mm.7601	NM_009192	ENSMUSG00000022372	Sla	Slap|Slap-1	src-like adaptor	protein-coding
33388	chr9	40427385	40427885	+	0	NA	intron (NM_172768, intron 1 of 19)	intron (NM_172768, intron 1 of 19)	28129	NM_172768	235283	Mm.138434	NM_172768	ENSMUSG00000040111	Gramd1b	3222402H23|A930008A22Rik|AI593249|mKIAA1201	GRAM domain containing 1B	protein-coding
34504	chr11	20105292	20105792	+	0	NA	intron (NM_146243, intron 1 of 8)	intron (NM_146243, intron 1 of 8)	7409	NM_146243	66713	Mm.259045	NM_146243	ENSMUSG00000020152	Actr2	4921510D23Rik|AA409782|Arp2|D6Ertd746e	ARP2 actin-related protein 2	protein-coding
31209	chr8	111589022	111589798	+	0	NA	intron (NM_001168623, intron 1 of 4)	intron (NM_001168623, intron 1 of 4)	40912	NM_027570	52815	Mm.27589	NM_027570	ENSMUSG00000031958	Ldhd	4733401P21Rik|D8Bwg1320e	lactate dehydrogenase D	protein-coding
33244	chr1	155215024	155215654	+	0	NA	Intergenic	Intergenic	56636	NM_021433	58244	Mm.66264	NM_021433	ENSMUSG00000026470	Stx6	2310039E05Rik|2410005I16Rik|AA437559|AI415714|AI845861	syntaxin 6	protein-coding
35213	chr2	180249638	180250138	+	0	NA	Intergenic	Intergenic	-7491	NM_025587	66481	Mm.289669	NM_025587	ENSMUSG00000039001	Rps21	1810049N11Rik|2410030A14Rik	ribosomal protein S21	protein-coding
34325	chr2	130618452	130618952	+	0	NA	intron (NM_198176, intron 2 of 2)	intron (NM_198176, intron 2 of 2)	11325	NM_198176	380601	Mm.27090	NM_198176		Fastkd5	C78212|mKIAA1792	FAST kinase domains 5	protein-coding
29872	chr2	49483554	49484608	+	0	NA	intron (NM_172663, intron 1 of 13)	RSINE1|SINE|B4	32595	NM_172663	227867	Mm.29167	NM_172663	ENSMUSG00000069495	Epc2	5830499L14|D2Ertd694e	enhancer of polycomb homolog 2 (Drosophila)	protein-coding
35027	chr13	42915076	42915576	+	0	NA	intron (NM_001005740, intron 1 of 12)	intron (NM_001005740, intron 1 of 12)	205745	NM_001005740	218194	Mm.160124	NM_198419	ENSMUSG00000054728	Phactr1	9630030F18Rik|Rpel1	phosphatase and actin regulator 1	protein-coding
32836	chr7	128731093	128731593	+	0	NA	intron (NM_145955, intron 1 of 15)	L1MC|LINE|L1	9086	NM_145955	210711	Mm.58882	NM_145955	ENSMUSG00000048170	Mcmbp	1110007A13Rik|AU017382|BC025641|MCM-BP	MCM (minichromosome maintenance deficient) binding protein	protein-coding
33645	chr3	109438319	109438819	+	0	NA	intron (NM_020505, intron 2 of 26)	intron (NM_020505, intron 2 of 26)	97886	NM_020505	57257	Mm.282257	NM_020505	ENSMUSG00000033721	Vav3	A530094I06Rik|AA986410|Idd18.1	vav 3 oncogene	protein-coding
35380	chr18	36708528	36709028	+	0	NA	Intergenic	B4|SINE|B4	-12853	NM_172831	240216	Mm.252323	NM_172831	ENSMUSG00000044719	E230025N22Rik	EG240216	Riken cDNA E230025N22 gene	protein-coding
33879	chr12	116051316	116051816	+	0	NA	intron (NM_001286214, intron 1 of 2)	intron (NM_001286214, intron 1 of 2)	3842	NM_001004066	56220	Mm.254997	NM_019565	ENSMUSG00000042063	Zfp386	Kzf1|mKIAA4205	zinc finger protein 386 (Kruppel-like)	protein-coding
33688	chr5	102779086	102779586	+	0	NA	intron (NM_001286468, intron 1 of 7)	intron (NM_001286468, intron 1 of 7)	10526	NM_001286468	231532	Mm.440191	NM_029270	ENSMUSG00000057315	Arhgap24	0610025G21Rik	Rho GTPase activating protein 24	protein-coding
34222	chr14	34810947	34811447	+	0	NA	Intergenic	Intergenic	-8939	NM_008166	14803	Mm.121569	NM_008166	ENSMUSG00000041078	Grid1	GluD1|GluRdelta1	glutamate receptor, ionotropic, delta 1	protein-coding
35128	chr17	73055087	73055587	+	0	NA	Intergenic	Intergenic	-52648	NM_001177968	225010	Mm.329194	NM_001081071	ENSMUSG00000054469	Lclat1	AI181996|Agpat8|Alcat1|Gm91|Lycat	lysocardiolipin acyltransferase 1	protein-coding
32259	chr5	142784775	142785275	+	0	NA	intron (NM_001122730, intron 4 of 27)	intron (NM_001122730, intron 4 of 27)	32362	NM_001122730	231861	Mm.354649	NM_178242	ENSMUSG00000039477	Tnrc18	BC025631|EG381742|Zfp469	trinucleotide repeat containing 18	protein-coding
35265	chr7	139123074	139123574	+	0	NA	intron (NM_021302, intron 3 of 11)	intron (NM_021302, intron 3 of 11)	37323	NM_011993	26757	Mm.250414	NM_011993	ENSMUSG00000025478	Dpysl4	AI173505|CRMP-3|Crmp3|DPY4|Drp-4|Ulip4	dihydropyrimidinase-like 4	protein-coding
31748	chr14	25577843	25578343	+	0	NA	intron (NM_183208, intron 5 of 23)	intron (NM_183208, intron 5 of 23)	-8711	NR_033492	77592	Mm.444871	NM_175264		4931406H21Rik	-	RIKEN cDNA 4931406H21 gene	ncRNA
33551	chr18	77871180	77871680	+	0	NA	intron (NM_013831, intron 7 of 14)	intron (NM_013831, intron 7 of 14)	-67037	NM_001195633	100502841	Mm.297782	NM_001195633	ENSMUSG00000039840	Epg5	4732475F16|5430411K18Rik|AI661957|AW456499|mKIAA1632	ectopic P-granules autophagy protein 5 homolog (C. elegans)	protein-coding
33798	chr9	70482514	70483014	+	0	NA	intron (NM_033604, intron 2 of 14)	intron (NM_033604, intron 2 of 14)	20961	NM_033604	93836	Mm.29783	NM_033604	ENSMUSG00000032217	Rnf111	ARK|Arkadia	ring finger 111	protein-coding
31445	chr12	73664730	73665370	+	0	NA	intron (NM_008856, intron 2 of 13)	intron (NM_008856, intron 2 of 13)	80009	NM_008856	18755	Mm.341677	NM_008856	ENSMUSG00000021108	Prkch	Pkch	protein kinase C, eta	protein-coding
33866	chr11	118379568	118380068	+	0	NA	Intergenic	Intergenic	22113	NM_011150	19039	Mm.3152	NM_011150	ENSMUSG00000033880	Lgals3bp	90K|CyCAP|MAC-2BP|Ppicap|Tango10b	lectin, galactoside-binding, soluble, 3 binding protein	protein-coding
35083	chr15	74978754	74979254	+	0	NA	TTS (NM_020498)	TTS (NM_020498)	4426	NM_020498	57248	Mm.358339	NM_020498	ENSMUSG00000022586	Ly6i	AI789751|Ly-6I|Ly-6M	lymphocyte antigen 6 complex, locus I	protein-coding
34692	chr1	134568147	134568647	+	0	NA	intron (NM_152895, intron 1 of 26)	intron (NM_152895, intron 1 of 26)	8219	NM_152895	75605	Mm.28995	NM_152895	ENSMUSG00000042207	Kdm5b	2010009J12Rik|2210016I17Rik|AW556288|D1Ertd202e|Jarid1b|PLU-1|PUT1|Plu1|RBBP2H1A|Rb-Bp2|mKIAA4034	lysine (K)-specific demethylase 5B	protein-coding
35408	chr1	61035270	61035770	+	0	NA	Intergenic	Intergenic	57606	NM_017480	54167	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding
34154	chr8	79055910	79056410	+	0	NA	intron (NM_001294279, intron 1 of 14)	intron (NM_001294279, intron 1 of 14)	27723	NM_001294279	622675	Mm.48724	NM_178267	ENSMUSG00000071064	Zfp827	2810449M09Rik|D630040G17Rik|Znf827	zinc finger protein 827	protein-coding
35261	chr7	37972995	37973495	+	0	NA	intron (NM_011274, intron 4 of 10)	intron (NM_011274, intron 4 of 10)	46307	NM_011274	19777	Mm.387220	NM_011274	ENSMUSG00000030421	Uri1	C80913|NNX3|Rmp	URI1, prefoldin-like chaperone	protein-coding
32021	chr14	27434024	27434524	+	0	NA	intron (NM_001114879, intron 1 of 23)	intron (NM_001114879, intron 1 of 23)	5427	NM_028945	218850	Mm.247767	NM_028945	ENSMUSG00000040651	Fam208a	4732418E12|4933409E02Rik|D14Abb1e	family with sequence similarity 208, member A	protein-coding
31789	chr1	80419064	80419564	+	0	NA	Intergenic	(TTTA)n|Simple_repeat|Simple_repeat	-26618	NR_040460	72208	Mm.396181	NR_040460		1700016L21Rik	Jr3	RIKEN cDNA 1700016L21 gene	ncRNA
34994	chr12	21505371	21505871	+	0	NA	Intergenic	Intergenic	-88185	NM_011739	22630	Mm.289630	NM_011739	ENSMUSG00000076432	Ywhaq	2700028P07Rik|AA409740|AU021156|R74690	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	protein-coding
32166	chr13	109842382	109842882	+	0	NA	intron (NM_011056, intron 7 of 16)	intron (NM_011056, intron 7 of 16)	-61177	NR_035442	100316683		NR_035442		Mir1904	Mirn1904|mmu-mir-1904	microRNA 1904	ncRNA
33058	chr7	100501968	100502468	+	0	NA	TTS (NM_153527)	TTS (NM_153527)	8873	NM_011671	22228	Mm.171378	NM_011671	ENSMUSG00000033685	Ucp2	Slc25a8	uncoupling protein 2 (mitochondrial, proton carrier)	protein-coding
33241	chr1	131253565	131254197	+	0	NA	TTS (NM_019777)	TTS (NM_019777)	-8703	NM_018750	54354	Mm.248291	NM_018750	ENSMUSG00000026430	Rassf5	1300019G20Rik|AU042887|Maxp1|Nore1|Nore1A|Nore1B|Rapl	Ras association (RalGDS/AF-6) domain family member 5	protein-coding
33659	chr4	62641186	62641686	+	0	NA	intron (NM_019492, intron 17 of 19)	intron (NM_019492, intron 17 of 19)	21764	NM_001081650	50780	Mm.286753	NM_019492	ENSMUSG00000059810	Rgs3	4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S	regulator of G-protein signaling 3	protein-coding
32767	chr2	44953512	44954012	+	0	NA	Intergenic	AT_rich|Low_complexity|Low_complexity	69415	NR_039591	100628598		NR_039591		Mir5129	mmu-mir-5129|mu-mir-5129	microRNA 5129	ncRNA
32679	chr11	11748677	11749177	+	0	NA	intron (NM_001025597, intron 4 of 7)	intron (NM_001025597, intron 4 of 7)	60035	NM_001163359	60530	Mm.236114	NM_021891	ENSMUSG00000035455	Fignl1	-	fidgetin-like 1	protein-coding
33677	chr4	149865385	149866049	+	0	NA	Intergenic	B4|SINE|B4	89289	NM_029035	74646	Mm.30	NM_029035	ENSMUSG00000039911	Spsb1	1110014L01Rik|4930422J18Rik|AI596360|AI854583|SSB-1|SSB1	splA/ryanodine receptor domain and SOCS box containing 1	protein-coding
35407	chr1	16050249	16050749	+	0	NA	Intergenic	MERV1_I-int|LTR|ERV1	42542	NM_001243238	75799	Mm.78557	NM_001243238	ENSMUSG00000067795	4930444P10Rik	-	RIKEN cDNA 4930444P10 gene	protein-coding
34727	chr2	104865155	104865655	+	0	NA	Intergenic	RMER19C|LTR|ERVK	-15555	NM_178695	228413	Mm.259609	NM_178695	ENSMUSG00000027171	Prrg4	9930111I18Rik|TMG4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)	protein-coding
33914	chr15	36521079	36521579	+	0	NA	intron (NM_025712, intron 11 of 13)	intron (NM_025712, intron 11 of 13)	-24538	NM_175134	68839	Mm.396537	NM_175134	ENSMUSG00000048307	Ankrd46	1110054N06Rik|AI314978|AI987733	ankyrin repeat domain 46	protein-coding
31912	chr15	59480449	59481085	+	0	NA	intron (NM_026746, intron 4 of 6)	intron (NM_026746, intron 4 of 6)	106569	NM_001164604	68501	Mm.27762	NM_026746	ENSMUSG00000059586	Nsmce2	1110014D18Rik|AI661537	non-SMC element 2 homolog (MMS21, S. cerevisiae)	protein-coding
33266	chr2	72328723	72329223	+	0	NA	intron (NM_001164791, intron 2 of 11)	MIR|SINE|MIR	43272	NM_178084	65964	Mm.304143	NM_023057	ENSMUSG00000004085	Zak	AV006891|B230120H23Rik|MLTK|MLTKalpha|MLTKbeta	sterile alpha motif and leucine zipper containing kinase AZK	protein-coding
34366	chr4	119969496	119969996	+	0	NA	intron (NM_010657, intron 1 of 8)	intron (NM_010657, intron 1 of 8)	155068	NM_010657	16656	Mm.302758	NM_010657	ENSMUSG00000028634	Hivep3	2900056N03Rik|A130075N07|AI848000|E030045D18Rik|KBP-1|KBP1|Krc|Rc|Schnurri-3|Shn3|Zas3	human immunodeficiency virus type I enhancer binding protein 3	protein-coding
32837	chr7	143403852	143404352	+	0	NA	intron (NM_008434, intron 15 of 15)	intron (NM_008434, intron 15 of 15)	56948	NM_009876	12577	Mm.168789	NM_009876	ENSMUSG00000037664	Cdkn1c	AL024410|CDKI|Kip2|p57(kip2)|p57Kip2	cyclin-dependent kinase inhibitor 1C (P57)	protein-coding
32250	chr5	114864829	114865329	+	0	NA	intron (NM_026263, intron 5 of 11)	intron (NM_026263, intron 5 of 11)	11365	NM_026263	67593	Mm.251409	NM_026263	ENSMUSG00000029564	4930519G04Rik	1700014B12Rik	RIKEN cDNA 4930519G04 gene	protein-coding
33671	chr4	133562960	133563460	+	0	NA	Intergenic	RLTR26B_MM|LTR|ERVK	9820	NM_011850	23957	Mm.346759	NM_011850	ENSMUSG00000037583	Nr0b2	SHP|SHP-1|Shp1	nuclear receptor subfamily 0, group B, member 2	protein-coding
32544	chr14	18000534	18001174	+	0	NA	intron (NM_009380, intron 1 of 6)	MTEb|LTR|ERVL-MaLR	19210	NM_009380	21834	Mm.32563	NM_009380	ENSMUSG00000021779	Thrb	Nr1a2|T3R[b]|T3Rbeta|Thrb1|Thrb2|c-erbAbeta	thyroid hormone receptor beta	protein-coding
35034	chr13	85192976	85193476	+	0	NA	intron (NM_023243, intron 2 of 8)	intron (NM_023243, intron 2 of 8)	3749	NM_023243	66671	Mm.18474	NM_023243	ENSMUSG00000021548	Ccnh	6330408H09Rik|AI661354|AV102684|AW538719	cyclin H	protein-coding
35414	chr1	162162758	162163258	+	0	NA	intron (NM_001038619, intron 14 of 20)	intron (NM_001038619, intron 14 of 20)	-54615	NR_002870	474332	Mm.479755	NR_002870	ENSMUSG00000078190	Dnm3os	6030416H16Rik|Hag2|Npn1|P/L01	dynamin 3, opposite strand	ncRNA
32334	chr13	85476383	85476883	+	0	NA	Intergenic	Intergenic	-187147	NM_145452	218397	Mm.259653	NM_145452	ENSMUSG00000021549	Rasa1	Gap|RasGAP|Rasa	RAS p21 protein activator 1	protein-coding
34886	chr8	111553288	111553788	+	0	NA	intron (NM_001168623, intron 1 of 4)	intron (NM_001168623, intron 1 of 4)	15195	NM_001168623	170737	Mm.271578	NM_133206	ENSMUSG00000033545	Znrf1	B830022L21Rik|Rnf42|Zrfp1|nin283	zinc and ring finger 1	protein-coding
34703	chr1	173623992	173624492	+	0	NA	Intergenic	Intergenic	-6617	NM_175026	236312	Mm.447	NM_175026	ENSMUSG00000043263	Pyhin1	4930422C14|AI447904|Ifi209|Ifix	pyrin and HIN domain family, member 1	protein-coding
33150	chr13	44088901	44089401	+	0	NA	Intergenic	Intergenic	-32016	NR_045285	328235	Mm.188356	NR_045285	ENSMUSG00000089815	Gm5083	A730030A06	predicted gene 5083	ncRNA
35267	chr7	139416944	139417444	+	0	NA	intron (NM_001127363, intron 1 of 15)	intron (NM_001127363, intron 1 of 15)	28085	NM_001127363	212111	Mm.28308	NM_183144	ENSMUSG00000025477	Inpp5a	-	inositol polyphosphate-5-phosphatase A	protein-coding
33631	chr2	148686250	148686750	+	0	NA	intron (NM_028986, intron 2 of 5)	intron (NM_028986, intron 2 of 5)	5380	NM_028986	74533	Mm.136913	NM_028986	ENSMUSG00000027439	Gzf1	8430437G08Rik|Zfp336|mGZF1	GDNF-inducible zinc finger protein 1	protein-coding
33905	chr14	74823014	74823514	+	0	NA	intron (NM_001252132, intron 4 of 18)	Lx8b|LINE|L1	90967	NM_016903	13885	Mm.38055	NM_016903	ENSMUSG00000021996	Esd	Es-10|Es10|FGH|sid478	esterase D/formylglutathione hydrolase	protein-coding
32748	chr1	43767138	43767638	+	0	NA	intron (NM_026430, intron 9 of 14)	Lx7|LINE|L1	36786	NM_024283	78896	Mm.50109	NM_024283	ENSMUSG00000026051	1500015O10Rik	Ecrg4	RIKEN cDNA 1500015O10 gene	protein-coding
32988	chr2	104863436	104864206	+	0	NA	Intergenic	RMER2|LTR|ERV1	-13971	NM_178695	228413	Mm.259609	NM_178695	ENSMUSG00000027171	Prrg4	9930111I18Rik|TMG4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)	protein-coding
32760	chr1	180913200	180913838	+	0	NA	Intergenic	(TTTTA)n|Simple_repeat|Simple_repeat	9245	NM_133705	69051	Mm.274180	NM_133705	ENSMUSG00000026520	Pycr2	1810018M05Rik|P5cr2	pyrroline-5-carboxylate reductase family, member 2	protein-coding
31595	chr15	80062847	80063347	+	0	NA	Intergenic	Intergenic	15482	NR_028282	100302601		NR_028282		Snord83b	MBII-10	small nucleolar RNA, C/D box 83B	snoRNA
35544	chrX	12746639	12747139	+	0	NA	intron (NM_001048208, intron 7 of 30)	intron (NM_001048208, intron 7 of 30)	15084	NM_012005	26896	Mm.17616	NM_012005	ENSMUSG00000064127	Med14	9930001L01Rik|AU041628|Crsp2|ENSMUSG00000073278|Gm641|ORF1|Trap170	mediator complex subunit 14	protein-coding
32986	chr2	52317750	52318250	+	0	NA	intron (NM_010889, intron 10 of 156)	intron (NM_010889, intron 10 of 156)	20798	NM_010889	17996	Mm.389247	NM_010889	ENSMUSG00000026950	Neb	AI595938	nebulin	protein-coding
34089	chr5	75378859	75379359	+	0	NA	Intergenic	RMER17C|LTR|ERVK	-195878	NM_001122733	16590	Mm.247073	NM_021099	ENSMUSG00000005672	Kit	Bs|CD117|Fdc|Gsfsco1|Gsfsco5|Gsfsow3|SCO1|SCO5|SOW3|Ssm|Tr-kit|W|c-KIT	kit oncogene	protein-coding
30207	chr13	35755309	35756125	+	0	NA	intron (NM_001123386, intron 1 of 6)	ORR1G|LTR|ERVL-MaLR	14315	NM_001123386	12593	Mm.29002	NM_009881	ENSMUSG00000059288	Cdyl	AI325931	chromodomain protein, Y chromosome-like	protein-coding
35039	chr13	98903465	98903965	+	0	NA	intron (NM_178716, intron 1 of 23)	B1_Mus2|SINE|Alu	-12673	NM_001048267	238799	Mm.173286	NM_178716	ENSMUSG00000009470	Tnpo1	AU021749|D13Ertd688e|IPO2|Kpnb2|MIP|MIP1|TRN	transportin 1	protein-coding
34585	chr14	74703788	74704288	+	0	NA	intron (NM_172812, intron 2 of 2)	intron (NM_172812, intron 2 of 2)	-28259	NM_001285423	13885	Mm.38055	NM_016903	ENSMUSG00000021996	Esd	Es-10|Es10|FGH|sid478	esterase D/formylglutathione hydrolase	protein-coding
35105	chr16	92710873	92711373	+	0	NA	intron (NM_001111022, intron 2 of 6)	intron (NM_001111022, intron 2 of 6)	-13794	NM_009821	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
34655	chr19	60945805	60946305	+	0	NA	intron (NM_018869, intron 1 of 15)	intron (NM_018869, intron 1 of 15)	56306	NM_018869	14773	Mm.279400	NM_018869	ENSMUSG00000003228	Grk5	Gprk5	G protein-coupled receptor kinase 5	protein-coding
31166	chr1	106702526	106703026	+	0	NA	intron (NM_009741, intron 1 of 1)	intron (NM_009741, intron 1 of 1)	11514	NM_009741	12043	Mm.257460	NM_009741	ENSMUSG00000057329	Bcl2	AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik	B cell leukemia/lymphoma 2	protein-coding
34234	chr15	38071590	38072090	+	0	NA	intron (NM_001081359, intron 1 of 58)	B3A|SINE|B2	7014	NM_001081359	70790	Mm.476840	NM_027553	ENSMUSG00000037487	Ubr5	Edd|Edd1	ubiquitin protein ligase E3 component n-recognin 5	protein-coding
31013	chrX	101879061	101879883	+	0	NA	intron (NM_001163610, intron 1 of 7)	MIR|SINE|MIR	30087	NM_001163610	100042480	Mm.232	NM_001163610	ENSMUSG00000079481	Nhsl2	1110062M06Rik|6430511F03|AI225852|AW488865|EG621083|ENSMUSG00000073037|Gm10456	NHS-like 2	protein-coding
34453	chr8	72500309	72500809	+	0	NA	intron (NM_027485, intron 1 of 2)	intron (NM_027485, intron 1 of 2)	-7945	NM_177766	270066	Mm.291461	NM_177766	ENSMUSG00000019731	Slc35e1	6030458H05|AA408278	solute carrier family 35, member E1	protein-coding
32631	chr4	135267204	135267842	+	0	NA	intron (NM_013885, intron 1 of 5)	intron (NM_013885, intron 1 of 5)	5237	NM_013885	29876	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding
34973	chr11	93980632	93981132	+	0	NA	Intergenic	Intergenic	-12361	NM_008704	18102	Mm.439702	NM_008704		Nme1	AL024257|NDPK-A|NM23-M1|NM23A	NME/NM23 nucleoside diphosphate kinase 1	protein-coding
34401	chr6	8638230	8638730	+	0	NA	intron (NM_001252266, intron 11 of 11)	intron (NM_001252266, intron 11 of 11)	118422	NM_001286728	170772	Mm.210787	NM_133236	ENSMUSG00000029638	Glcci1	2310047L21Rik|A130036A18Rik|Fam117c|Gig18|Tssn1	glucocorticoid induced transcript 1	protein-coding
34812	chr5	147657618	147658118	+	0	NA	intron (NM_010228, intron 10 of 29)	intron (NM_010228, intron 10 of 29)	68120	NM_010228	14254	Mm.389712	NM_010228	ENSMUSG00000029648	Flt1	AI323757|Flt-1|VEGFR-1|VEGFR1|sFlt1	FMS-like tyrosine kinase 1	protein-coding
