PeakID (cmd=annotatePeaks.pl enhancers_only_0_1um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
25854	chr8	13631271	13631771	+	0	NA	intron (NM_009025, intron 2 of 23)	intron (NM_009025, intron 2 of 23)	46066	NM_009025	19414	Mm.18517	NM_009025	ENSMUSG00000031453	Rasa3	AI326412|C86362|E130011G04|GAPIII|scat	RAS p21 protein activator 3	protein-coding
27429	chr2	103614420	103614920	+	0	NA	intron (NM_178890, intron 1 of 16)	MLT1A0|LTR|ERVL-MaLR	48360	NM_178890	99382	Mm.35850	NM_178890	ENSMUSG00000032724	Abtb2	AW539457|BPOZ-2	ankyrin repeat and BTB (POZ) domain containing 2	protein-coding
24804	chr2	57184615	57185321	+	0	NA	intron (NR_040633, intron 1 of 3)	PB1D7|SINE|Alu	3137	NR_040633	75279	Mm.401987	NR_040633	ENSMUSG00000086396	4930555B11Rik	-	RIKEN cDNA 4930555B11 gene	ncRNA
27839	chr2	79554804	79555304	+	0	NA	Intergenic	Lx4B|LINE|L1	-80371	NM_080558	70599	Mm.272881	NM_080558	ENSMUSG00000027007	Ssfa2	5730488C15Rik|CS-1|CS1|KRAP|SPAG13|mKIAA1927	sperm specific antigen 2	protein-coding
28679	chr1	106818382	106818882	+	0	NA	Intergenic	B2_Mm1t|SINE|B2	-21907	NM_009190	20479	Mm.18705	NM_009190		Vps4b	8030489C12Rik|Skd1	vacuolar protein sorting 4b (yeast)	protein-coding
26358	chr2	130531895	130532395	+	0	NA	exon (NM_008980, exon 7 of 22)	exon (NM_008980, exon 7 of 22)	31604	NR_040348	321014	Mm.442588	NR_040348	ENSMUSG00000060029	4930473A02Rik	-	RIKEN cDNA 4930473A02 gene	ncRNA
25736	chr14	74923522	74924156	+	0	NA	intron (NM_001252132, intron 1 of 18)	B4A|SINE|B4	24038	NM_001033439	380916	Mm.288868	NM_001033439	ENSMUSG00000068015	Lrch1	4832412D13Rik|AI552548|AW215503|Chdc1|mKIAA1016	leucine-rich repeats and calponin homology (CH) domain containing 1	protein-coding
27059	chrX	42159874	42160632	+	0	NA	intron (NM_021465, intron 1 of 32)	Lx5|LINE|L1	9552	NM_021465	20843	Mm.290422	NM_021465	ENSMUSG00000025862	Stag2	9230105L23Rik|B230112I07Rik|SA-2|SAP2	stromal antigen 2	protein-coding
25347	chr11	4426554	4427054	+	0	NA	intron (NM_029458, intron 3 of 10)	intron (NM_029458, intron 3 of 10)	14278	NM_029458	75828	Mm.159592	NM_029458	ENSMUSG00000020419	Hormad2	4930529M09Rik	HORMA domain containing 2	protein-coding
25517	chr11	96668544	96669044	+	0	NA	intron (NM_001177898, intron 4 of 10)	intron (NM_001177898, intron 4 of 10)	108761	NM_001163389	74479	Mm.270781	NM_028965	ENSMUSG00000020876	Snx11	4933439F10Rik|A930041K09Rik|AI117694	sorting nexin 11	protein-coding
28156	chr3	142892625	142893125	+	0	NA	Intergenic	Intergenic	-10871	NM_178654	109333	Mm.244236	NM_178654	ENSMUSG00000004591	Pkn2	6030436C20Rik|AI507382|PRK2|Prkcl2|Stk7	protein kinase N2	protein-coding
28715	chr4	7912913	7913413	+	0	NA	Intergenic	Intergenic	325878	NM_007592	12319	Mm.119320	NM_007592		Car8	AW546993|Ca8|Cals|Cals1|Carp|wdl	carbonic anhydrase 8	protein-coding
28490	chr3	84656648	84657148	+	0	NA	Intergenic	B1_Mus1|SINE|Alu	-9294	NM_177260	320782	Mm.107370	NM_177260	ENSMUSG00000056498	Tmem154	9930117H01Rik	transmembrane protein 154	protein-coding
25692	chr10	82760046	82760546	+	0	NA	intron (NM_010914, intron 2 of 7)	RSINE1|SINE|B4	3845	NM_010914	18045	Mm.245998	NM_010914	ENSMUSG00000020248	Nfyb	AA985999|Cbf-A	nuclear transcription factor-Y beta	protein-coding
28321	chr11	120216419	120216919	+	0	NA	Intergenic	Intergenic	-16278	NM_198423	268515	Mm.309498	NM_198423	ENSMUSG00000039741	Bahcc1	B930044J06|BC060615	BAH domain and coiled-coil containing 1	protein-coding
26872	chr5	121229503	121230003	+	0	NA	intron (NM_181421, intron 1 of 75)	B1_Mus1|SINE|Alu	9534	NM_181421	269700	Mm.184589	NM_181421	ENSMUSG00000042744	Gm15800	A130010L24|AU042671|BC019639|EG545802|OTTMUSG00000026283|mKIAA0614	predicted gene 15800	protein-coding
25968	chr2	127086088	127086588	+	0	NA	intron (NM_026678, intron 4 of 7)	B2_Mm2|SINE|B2	15681	NM_026678	109778	Mm.22028	NM_026678	ENSMUSG00000001999	Blvra	0610006A11Rik|2500001N03Rik|Blvr	biliverdin reductase A	protein-coding
28603	chr13	29853223	29853723	+	0	NA	intron (NM_144536, intron 2 of 15)	L1M4|LINE|L1	2115	NM_144536	68916	Mm.212227	NM_144536	ENSMUSG00000006191	Cdkal1	1190005B03Rik|6620401C13Rik	CDK5 regulatory subunit associated protein 1-like 1	protein-coding
28488	chr3	66972950	66973450	+	0	NA	TTS (NM_013665)	TTS (NM_013665)	8571	NM_013665	20429	Mm.39093	NM_013665		Shox2	6330543G17Rik|OG12|Og12x|Prx3|SHOT	short stature homeobox 2	protein-coding
27963	chr11	21156453	21156953	+	0	NA	Intergenic	Intergenic	65379	NM_023324	67245	Mm.28957	NM_023324	ENSMUSG00000020134	Peli1	2810468L03Rik|A930031K15Rik|AA409794|AI586297|D11Ertd676e	pellino 1	protein-coding
28464	chr1	91302192	91302692	+	0	NA	intron (NM_016717, intron 2 of 11)	intron (NM_016717, intron 2 of 11)	4104	NM_016717	50880	Mm.25724	NM_016717	ENSMUSG00000026307	Scly	9830169H08|A930015N15Rik|SCL|Scly1|Scly2	selenocysteine lyase	protein-coding
26962	chr11	67562412	67562912	+	0	NA	intron (NM_008088, intron 1 of 13)	B4A|SINE|B4	-23838	NM_001109657	14457	Mm.40338	NM_008088	ENSMUSG00000033066	Gas7	AW124766|B230343A10Rik|Gas7-cb	growth arrest specific 7	protein-coding
26039	chr9	13903960	13904460	+	0	NA	Intergenic	Intergenic	76483	NM_176836	72826	Mm.246174	NM_176836	ENSMUSG00000037808	Fam76b	2810485I05Rik|C78303	family with sequence similarity 76, member B	protein-coding
25384	chr16	93839095	93840009	+	0	NA	intron (NM_001045529, intron 1 of 16)	RMER6D|LTR|ERVK	7431	NM_001045529	338467	Mm.287329	NM_001045529	ENSMUSG00000039456	Morc3	1110051N18Rik|AI452146|BF318192|D16Jhu32e|NXP2|Zcwcc3	microrchidia 3	protein-coding
28042	chr17	3138132	3138632	+	0	NA	intron (NM_134123, intron 1 of 19)	intron (NM_134123, intron 1 of 19)	23410	NM_134123	106583	Mm.124373	NM_134123	ENSMUSG00000046201	Scaf8	A630086M08Rik|A930036P18Rik|AA408306|AI447644|AI448652|AU015035|Rbm16|mKIAA1116	SR-related CTD-associated factor 8	protein-coding
27988	chr12	41644807	41645307	+	0	NA	intron (NM_053122, intron 5 of 6)	intron (NM_053122, intron 5 of 6)	-159000	NM_001271709	16981	Mm.404786	NM_010733	ENSMUSG00000036295	Lrrn3	NLRR-3	leucine rich repeat protein 3, neuronal	protein-coding
24996	chr15	9472362	9472862	+	0	NA	Intergenic	T-rich|Low_complexity|Low_complexity	36584	NM_029341	75568	Mm.82143	NM_029341	ENSMUSG00000039676	Capsl	1700028N11Rik|AW125205	calcyphosine-like	protein-coding
28025	chr15	57736521	57737021	+	0	NA	intron (NM_199449, intron 1 of 3)	B3|SINE|B2	42104	NM_199449	387609	Mm.36557	NM_199449	ENSMUSG00000071757	Zhx2	Afr-1|Afr1|Raf|mKIAA0854	zinc fingers and homeoboxes 2	protein-coding
28596	chr12	25329676	25330176	+	0	NA	Intergenic	Intergenic	200752	NR_045844	432641	Mm.112955	NR_045844		Gm17746	-	predicted gene, 17746	ncRNA
27434	chr2	120571236	120571736	+	0	NA	intron (NM_001177792, intron 1 of 8)	ORR1D1|LTR|ERVL-MaLR	3815	NM_009222	20619	Mm.245715	NM_009222	ENSMUSG00000027287	Snap23	23kDa|AA408749|SNAP-23|Sndt|Syndet	synaptosomal-associated protein 23	protein-coding
27517	chr5	106891646	106892146	+	0	NA	intron (NM_177873, intron 19 of 39)	intron (NM_177873, intron 19 of 39)	33994	NM_177873	330149	Mm.121664	NM_177873	ENSMUSG00000043410	Hfm1	A330009G12Rik|Gm1046|Mer3|Sec63d1	HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)	protein-coding
28354	chr14	10251868	10252368	+	0	NA	intron (NM_010210, intron 4 of 8)	intron (NM_010210, intron 4 of 8)	368023	NR_030680	100042415	Mm.235938	NR_030680		Mnd1-ps	Gm3833	Mnd1 retrotransposed pseudogene	pseudo
28383	chr15	99452073	99452573	+	0	NA	intron (NM_001001884, intron 1 of 12)	intron (NM_001001884, intron 1 of 12)	5425	NM_001001884	380969	Mm.22915	NM_001001884	ENSMUSG00000023009	Nckap5l	C230021P08Rik	NCK-associated protein 5-like	protein-coding
28499	chr3	126622201	126622701	+	0	NA	intron (NM_023813, intron 2 of 17)	RLTR30C_MM|LTR|ERV1	25500	NM_001293664	108058	Mm.255822	NM_023813	ENSMUSG00000053819	Camk2d	2810011D23Rik|8030469K03Rik|CaMK II|[d]-CaMKII	calcium/calmodulin-dependent protein kinase II, delta	protein-coding
27905	chr6	86619104	86619604	+	0	NA	Intergenic	B1F|SINE|Alu	-8820	NM_026414	67855	Mm.183043	NM_026414	ENSMUSG00000033508	Asprv1	2300003P22Rik|AA986851|SASP|SASPase|Taps	aspartic peptidase, retroviral-like 1	protein-coding
28575	chr10	119028667	119029167	+	0	NA	Intergenic	Intergenic	-63988	NR_045348	73400	Mm.416864	NR_045348		1700064J06Rik	-	RIKEN cDNA 1700064J06 gene	ncRNA
27017	chr15	88662471	88662971	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	62419	NM_027306	70073	Mm.45306	NM_027306	ENSMUSG00000054117	Zdhhc25	1700030J15Rik	zinc finger, DHHC domain containing 25	protein-coding
28382	chr15	97251417	97251917	+	0	NA	intron (NM_172293, intron 1 of 5)	intron (NM_172293, intron 1 of 5)	-4380	NM_178114	105827	Mm.24005	NM_178114	ENSMUSG00000048218	Amigo2	AI415330|AMIGO-2|AW208913|Ali1	adhesion molecule with Ig like domain 2	protein-coding
26402	chr5	101938434	101938934	+	0	NA	intron (NM_172882, intron 13 of 66)	intron (NM_172882, intron 13 of 66)	131237	NM_172882	72145	Mm.332522	NM_172882	ENSMUSG00000043940	Wdfy3	2610509D04Rik|ALFY|AW319683|B930017C24|BWF1|Bchs|D5Ertd66e|Ggtb3|ZFYVE25|mKIAA0993	WD repeat and FYVE domain containing 3	protein-coding
28500	chr4	59288993	59289493	+	0	NA	Intergenic	Intergenic	29192	NR_105031	101055769	Mm.421401	NR_105031		LOC101055769	-	uncharacterized LOC101055769	ncRNA
28526	chr6	51760519	51761019	+	0	NA	Intergenic	Intergenic	216246	NM_001127348	71982	Mm.294166	NM_028035	ENSMUSG00000038301	Snx10	2410004M09Rik	sorting nexin 10	protein-coding
28740	chr5	110894424	110894924	+	0	NA	intron (NM_001267622, intron 2 of 22)	intron (NM_001267622, intron 2 of 22)	14871	NM_001267622	209683	Mm.295660	NM_024477	ENSMUSG00000033209	Ttc28	2310015L07Rik|6030435N04|AI428795|AI851761|BC002262|TPRBK	tetratricopeptide repeat domain 28	protein-coding
28949	chr5	66802402	66802902	+	0	NA	intron (NM_001001980, intron 1 of 25)	intron (NM_001001980, intron 1 of 25)	56812	NM_001001980	77569	Mm.374778	NM_001001980	ENSMUSG00000037736	Limch1	3732412D22Rik|mKIAA1102	LIM and calponin homology domains 1	protein-coding
27482	chr4	9079528	9080028	+	0	NA	Intergenic	Intergenic	-189539	NM_028940	74438	Mm.473368	NM_028940	ENSMUSG00000041216	Clvs1	4933402J24Rik|Clvl1|Rlbp1l1	clavesin 1	protein-coding
28698	chr2	157849946	157850446	+	0	NA	intron (NM_025680, intron 11 of 15)	intron (NM_025680, intron 11 of 15)	-64457	NM_198627	277432	Mm.441156	NM_198627	ENSMUSG00000037843	Vstm2l	Gm691	V-set and transmembrane domain containing 2-like	protein-coding
26468	chr9	77430613	77431113	+	0	NA	TTS (NM_001146048)	TTS (NM_001146048)	-31447	NR_040378	70487	Mm.58958	NR_040378	ENSMUSG00000099170	5730403I07Rik	-	RIKEN cDNA 5730403I07 gene	ncRNA
25895	chr13	53374219	53374719	+	0	NA	intron (NM_009269, intron 1 of 14)	intron (NM_009269, intron 1 of 14)	2892	NM_009269	268656	Mm.240336	NM_009269	ENSMUSG00000021468	Sptlc1	AW552086|C77762|E030036H05|Lcb1	serine palmitoyltransferase, long chain base subunit 1	protein-coding
25926	chr17	57198473	57198973	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-4542	NM_019418	50930	Mm.483369	NM_019418	ENSMUSG00000005824	Tnfsf14	HVEM-L|HVEML|LIGHT|LTg|Ly113	tumor necrosis factor (ligand) superfamily, member 14	protein-coding
28506	chr4	122924474	122924974	+	0	NA	Intergenic	Intergenic	36464	NM_029662	76574	Mm.331842	NM_029662	ENSMUSG00000028655	Mfsd2a	1700018O18Rik|Mfsd2|NLS1	major facilitator superfamily domain containing 2A	protein-coding
28437	chr19	14573742	14574242	+	0	NA	intron (NM_011600, intron 4 of 19)	intron (NM_011600, intron 4 of 19)	23991	NM_011600	21888	Mm.103638	NM_011600	ENSMUSG00000024642	Tle4	5730411M05Rik|AA792082|Bce-1|Bce1|ESTM13|ESTM14|Grg4|X83332|X83333	transducin-like enhancer of split 4, homolog of Drosophila E(spl)	protein-coding
28491	chr3	86683169	86683669	+	0	NA	intron (NM_001077687, intron 47 of 50)	L1Md_F2|LINE|L1	-135136	NM_011839	23937	Mm.389466	NM_011839	ENSMUSG00000057777	Mab21l2	-	mab-21-like 2 (C. elegans)	protein-coding
24155	chr19	18602829	18603455	+	0	NA	intron (NM_017375, intron 2 of 9)	MTD|LTR|ERVL-MaLR	28671	NM_017375	20409	Mm.172222	NM_017375		Ostf1	C78236|SH3P2|Sh3d3	osteoclast stimulating factor 1	protein-coding
27347	chr16	18462928	18463428	+	0	NA	intron (NM_013711, intron 11 of 17)	intron (NM_013711, intron 11 of 17)	-35535	NM_001081682	13972	Mm.236139	NM_023120	ENSMUSG00000000884	Gnb1l	ESTM55|Gm16314|Me49f07|OTTMUSG00000033458|Wdr14|Wdvcf	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	protein-coding
26474	chr9	121380746	121381246	+	0	NA	intron (NM_175114, intron 1 of 15)	MER21B|LTR|ERVL	14038	NM_175114	67095	Mm.491112	NM_175114	ENSMUSG00000032536	Trak1	2310001H13Rik|AI413908|AI467545|hyrt|mKIAA1042	trafficking protein, kinesin binding 1	protein-coding
26041	chr9	32667996	32668496	+	0	NA	Intergenic	Intergenic	-27796	NM_001038642	23871	Mm.292415	NM_011808	ENSMUSG00000032035	Ets1	AI196000|AI448617|D230050P06|Ets-1|Tpl1	E26 avian leukemia oncogene 1, 5' domain	protein-coding
27519	chr5	107271065	107271565	+	0	NA	intron (NM_011578, intron 1 of 16)	RMER1A|Other|Other	18280	NM_011578	21814	Mm.200775	NM_011578	ENSMUSG00000029287	Tgfbr3	1110036H20Rik|AU015626|AW215636|TBRIII	transforming growth factor, beta receptor III	protein-coding
28122	chr2	132636747	132637247	+	0	NA	intron (NR_033468, intron 4 of 5)	RSINE1|SINE|B4	38801	NR_033469	767814	Mm.371752	NR_033468	ENSMUSG00000074783	AU019990	-	expressed sequence AU019990	ncRNA
26799	chr1	61027801	61028301	+	0	NA	Intergenic	Intergenic	50137	NM_017480	54167	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding
27141	chr4	32482854	32483482	+	0	NA	intron (NM_001109661, intron 1 of 4)	intron (NM_001109661, intron 1 of 4)	65733	NM_001109661	12014	Mm.491223	NM_007521	ENSMUSG00000040270	Bach2	E030004N02Rik	BTB and CNC homology 2	protein-coding
27502	chr4	142078066	142078566	+	0	NA	intron (NM_145402, intron 1 of 2)	intron (NM_145402, intron 1 of 2)	-5982	NR_027137	100038693	Mm.402714	NR_027137	ENSMUSG00000073728	Tmem51os1	ENSMUSG00000073728|Gm10565|Tmem51as1	Tmem51 opposite strand 1	ncRNA
28101	chr1	154884735	154885235	+	0	NA	Intergenic	Intergenic	-159065	NM_009782	12290	Mm.267517	NM_009782	ENSMUSG00000004110	Cacna1e	A430040I15|BII|Cach6|Cacnl1a6|Cav2.3|Cchra1|alpha1E	calcium channel, voltage-dependent, R type, alpha 1E subunit	protein-coding
28307	chr11	54585312	54585966	+	0	NA	intron (NM_001252496, intron 6 of 28)	intron (NM_001252496, intron 6 of 28)	-10507	NM_001252498	192786	Mm.254404	NM_175258	ENSMUSG00000037533	Rapgef6	A530068K01|AI844632|BB085664|C030018K18Rik|PDZ-GEF2|Pdzgef2|RA-GEF-2|Ragef2|mKIAA4052	Rap guanine nucleotide exchange factor (GEF) 6	protein-coding
24943	chr7	114100561	114101189	+	0	NA	intron (NM_025846, intron 1 of 5)	intron (NM_025846, intron 1 of 5)	16906	NM_025846	66922	Mm.276572	NM_025846	ENSMUSG00000055723	Rras2	2610016H24Rik|C86394|TC21	related RAS viral (r-ras) oncogene homolog 2	protein-coding
27646	chr11	8708909	8709539	+	0	NA	Intergenic	Intergenic	-44689	NM_001083587	319939	Mm.337820	NM_001083587	ENSMUSG00000020422	Tns3	BC023928|F830010I22Rik|TEM6|Tens1	tensin 3	protein-coding
26978	chr12	36078543	36079043	+	0	NA	Intergenic	Intergenic	-11586	NR_003649	432649	Mm.347860	NM_001014396	ENSMUSG00000059301	Gm5434	EG432649	ubiquitin-conjugating enzyme E2F (putative) pseudogene	pseudo
28062	chr19	17264708	17265208	+	0	NA	Intergenic	Intergenic	74547	NM_001136484	14537	Mm.244825	NM_010265	ENSMUSG00000038843	Gcnt1	5630400D21Rik|B130048E03|C2 GlcNAcT|C2GNT|IGnT	glucosaminyl (N-acetyl) transferase 1, core 2	protein-coding
28503	chr4	107175514	107176014	+	0	NA	intron (NM_025617, intron 2 of 4)	intron (NM_025617, intron 2 of 4)	2602	NM_025617	66526	Mm.246956	NM_025617	ENSMUSG00000028619	Tceanc2	2210010B22Rik|2210012G02Rik|6330404A07Rik|AU015593|Tdeanc2	transcription elongation factor A (SII) N-terminal and central domain containing 2	protein-coding
28065	chr19	41796594	41797094	+	0	NA	intron (NM_001163495, intron 1 of 10)	intron (NM_001163495, intron 1 of 10)	5240	NM_027667	71085	Mm.21646	NM_027667	ENSMUSG00000025154	Arhgap19	4933411B03Rik|AI120128|AW546831|mFLJ00368	Rho GTPase activating protein 19	protein-coding
28712	chr3	141690669	141691169	+	0	NA	intron (NM_009472, intron 2 of 15)	MLT1D|LTR|ERVL-MaLR	225355	NM_009472	22253	Mm.24430	NM_009472	ENSMUSG00000059921	Unc5c	B130051O18Rik|Unc5h3|rcm	unc-5 homolog C (C. elegans)	protein-coding
26689	chr8	57743631	57744131	+	0	NA	Intergenic	Intergenic	-90826	NM_001167981	108150	Mm.62886	NM_144731	ENSMUSG00000031608	Galnt7	AI225872	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7	protein-coding
26753	chr15	61432973	61433473	+	0	NA	Intergenic	Lx2B|LINE|L1	341228	NR_040350	432956	Mm.404918	NR_040350		D030024E09Rik	-	RIKEN cDNA D030024E09 gene	ncRNA
26404	chr5	122184268	122184768	+	0	NA	Intergenic	Intergenic	-25211	NM_001042489	74096	Mm.28804	NM_028752	ENSMUSG00000064267	Hvcn1	0610039P13Rik|AI450555|BTS|HV1|Vsop.|mVSOP	hydrogen voltage-gated channel 1	protein-coding
28301	chr10	118596083	118596583	+	0	NA	Intergenic	Intergenic	-39808	NR_104123	103214	Mm.30529	NR_104123		Tmevpg1	AI447422	Theiler's murine encephalomyelitis virus persistence candidate gene 1	ncRNA
28769	chr7	82275674	82276174	+	0	NA	intron (NM_001277955, intron 5 of 8)	intron (NM_001277955, intron 5 of 8)	16016	NM_001277954	20408	Mm.736	NM_017400		Sh3gl3	EEN-B2|SH3P13|Sh3d2c|Sh3d2c2	SH3-domain GRB2-like 3	protein-coding
27931	chr8	90861101	90861601	+	0	NA	intron (NM_177224, intron 2 of 39)	intron (NM_177224, intron 2 of 39)	32516	NM_177224	109151	Mm.100615	NM_177224	ENSMUSG00000056608	Chd9	1810014J18Rik|9030205D12Rik|A330063D19Rik|AD013|PRIC320|mKIAA0308	chromodomain helicase DNA binding protein 9	protein-coding
27717	chr14	74903344	74903844	+	0	NA	intron (NM_001252132, intron 1 of 18)	intron (NM_001252132, intron 1 of 18)	44283	NM_001033439	380916	Mm.288868	NM_001033439	ENSMUSG00000068015	Lrch1	4832412D13Rik|AI552548|AW215503|Chdc1|mKIAA1016	leucine-rich repeats and calponin homology (CH) domain containing 1	protein-coding
26487	chr10	96399775	96400275	+	0	NA	Intergenic	Intergenic	173818	NR_110448	74881	Mm.410819	NR_110448		4930459C07Rik	-	RIKEN cDNA 4930459C07 gene	ncRNA
27064	chrX	105916444	105917078	+	0	NA	intron (NM_009530, intron 1 of 34)	intron (NM_009530, intron 1 of 34)	12611	NM_009530	22589	Mm.10141	NM_009530	ENSMUSG00000031229	Atrx	4833408C14Rik|AI447451|ATR2|DXHXS6677E|HP1-BP38|Hp1bp2|Hp1bp38|MRXS3|RAD54L|Rad54|XH2|Xnp|ZNF-HX	alpha thalassemia/mental retardation syndrome X-linked homolog (human)	protein-coding
28132	chr2	166976831	166977331	+	0	NA	intron (NM_001291160, intron 1 of 11)	intron (NM_001291160, intron 1 of 11)	-12364	NR_111895	20853	Mm.73276	NM_011490	ENSMUSG00000039536	Stau1	5830401L18Rik|AW549911|C85792|Stau	staufen (RNA binding protein) homolog 1 (Drosophila)	protein-coding
24081	chr2	11616609	11617109	+	0	NA	Intergenic	Intergenic	-13660	NM_152824	76938	Mm.182769	NM_152824	ENSMUSG00000037197	Rbm17	2700027J02Rik	RNA binding motif protein 17	protein-coding
26658	chr5	140572457	140572957	+	0	NA	Intergenic	Intergenic	-7640	NM_030022	77998	Mm.160040	NM_030022	ENSMUSG00000036586	Grifin	E130101O17Rik	galectin-related inter-fiber protein	protein-coding
25535	chr13	30814483	30815111	+	0	NA	3' UTR (NM_025588, exon 28 of 28)	3' UTR (NM_025588, exon 28 of 28)	65539	NM_013674	16364	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding
25246	chr16	30233412	30233912	+	0	NA	Intergenic	Intergenic	33870	NM_027904	71756	Mm.290614	NM_027904	ENSMUSG00000023176	Cpn2	1300018K11Rik	carboxypeptidase N, polypeptide 2	protein-coding
27077	chr1	131754256	131754756	+	0	NA	intron (NM_177243, intron 5 of 20)	intron (NM_177243, intron 5 of 20)	10484	NM_177243	320718	Mm.482704	NM_177243	ENSMUSG00000042268	Slc26a9	E030002L01Rik	solute carrier family 26, member 9	protein-coding
27946	chr9	124122925	124123425	+	0	NA	intron (NM_009917, intron 1 of 1)	RMER12C|LTR|ERVK	1632	NM_009917	12774	Mm.14302	NM_009917	ENSMUSG00000079227	Ccr5	AM4-7|CD195|Cmkbr5	chemokine (C-C motif) receptor 5	protein-coding
28669	chrX	157466238	157466738	+	0	NA	exon (NM_009214, exon 3 of 11)	exon (NM_009214, exon 3 of 11)	25558	NM_009214	20603	Mm.18652	NM_009214	ENSMUSG00000071708	Sms	AI427066|Gy|SPMSY|SpmST|gyro	spermine synthase	protein-coding
24011	chr16	52049184	52049946	+	0	NA	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	18016	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding
27301	chr13	9761817	9762317	+	0	NA	intron (NM_144516, intron 1 of 13)	intron (NM_144516, intron 1 of 13)	3247	NM_144516	66505	Mm.397307	NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
24966	chr10	54037646	54038304	+	0	NA	intron (NM_008548, intron 2 of 12)	intron (NM_008548, intron 2 of 12)	37821	NM_008548	17155	Mm.117294	NM_008548	ENSMUSG00000003746	Man1a	Man1a1|PCR1	mannosidase 1, alpha	protein-coding
25802	chr3	89859152	89859652	+	0	NA	TTS (NM_172530)	TTS (NM_172530)	28032	NM_172530	214547	Mm.225	NM_172530	ENSMUSG00000046280	She	9430022A14	src homology 2 domain-containing transforming protein E	protein-coding
27928	chr8	60957508	60958008	+	0	NA	intron (NM_007711, intron 1 of 11)	Lx2|LINE|L1	-2959	NM_173876	12725	Mm.25263	NM_007711	ENSMUSG00000004319	Clcn3	Clc3	chloride channel 3	protein-coding
27098	chr2	75458427	75458927	+	0	NA	Intergenic	L3b|LINE|CR1	-14498	NR_040635	77269	Mm.389278	NR_040635		9430019J16Rik	-	RIKEN cDNA 9430019J16 gene	ncRNA
27127	chr3	102744743	102745377	+	0	NA	intron (NM_001243132, intron 1 of 7)	intron (NM_001243132, intron 1 of 7)	-9643	NR_040588	78491	Mm.243766	NR_040588	ENSMUSG00000086745	Tspan2os	2410057H14Rik	tetraspanin 2, opposite strand	ncRNA
26838	chr3	80209139	80209819	+	0	NA	Intergenic	Intergenic	323549	NM_133187	68659	Mm.427274	NM_133187	ENSMUSG00000027955	Fam198b	1110032E23Rik|2210419I08Rik|AV011458|Ened	family with sequence similarity 198, member B	protein-coding
28937	chrX	159741133	159741633	+	0	NA	intron (NM_021389, intron 1 of 16)	intron (NM_021389, intron 1 of 16)	32782	NR_110970	58194	Mm.286495	NM_021389	ENSMUSG00000040990	Sh3kbp1	1200007H22Rik|1700125L08Rik|5830464D22Rik|AI447724|IN85|Ruk|Seta	SH3-domain kinase binding protein 1	protein-coding
25179	chr4	59586340	59586840	+	0	NA	intron (NM_001301367, intron 2 of 11)	intron (NM_001301367, intron 2 of 11)	5027	NM_001301367	72479	Mm.272905	NM_024255	ENSMUSG00000028383	Hsdl2	2610207I16Rik	hydroxysteroid dehydrogenase like 2	protein-coding
27631	chr10	30550789	30551289	+	0	NA	intron (NM_028604, intron 11 of 12)	Tigger12c|DNA|TcMar-Tigger	49710	NM_028604	73681	Mm.294503	NM_028604	ENSMUSG00000019792	Trmt11	2410075D05Rik|3110045I18Rik|AW213713	tRNA methyltransferase 11	protein-coding
26444	chr8	3657392	3657892	+	0	NA	3' UTR (NM_022984, exon 4 of 4)	3' UTR (NM_022984, exon 4 of 4)	1872	NM_022984	57264	Mm.1181	NM_022984	ENSMUSG00000012705	Retn	ADSF|Fizz3|Rstn|Xcp4	resistin	protein-coding
26105	chr17	5107758	5108258	+	0	NA	intron (NM_001085355, intron 3 of 19)	L1MA8|LINE|L1	112934	NM_001085355	239985	Mm.133401	NM_001085355	ENSMUSG00000069729	Arid1b	8030481M12|9330189K18Rik|AI836955|Ardi1b|B230217J03Rik|mKIAA1235	AT rich interactive domain 1B (SWI-like)	protein-coding
28802	chr9	101231753	101232253	+	0	NA	intron (NM_001161362, intron 1 of 13)	L1_Mus1|LINE|L1	19829	NM_001161362	235542	Mm.335386	NM_172144	ENSMUSG00000043154	Ppp2r3a	3222402P14Rik|A730042E07	protein phosphatase 2, regulatory subunit B'', alpha	protein-coding
