PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr15-5813	chr15	80629972	80630864	+	32.0	11.637	intron (NM_001289442, intron 2 of 7)	intron (NM_001289442, intron 2 of 7)	6935	NM_010815	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding	37.05	31.11	41.51	27.73	30.04
chr14-6514	chr14	64377271	64378329	+	31.8	8.38	intron (NM_001253715, intron 1 of 4)	intron (NM_001253715, intron 1 of 4)	39156	NM_001253716	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding	21.61	23.75	24.63	33.5	30.04
chr5-15717	chr5	43807504	43808646	+	31.7	27.826999999999998	Intergenic	CpG	-10818	NM_009763	12182	Mm.246332	NM_009763	ENSMUSG00000029082	Bst1	114/A10|A530073F09|BP-3|Bp3|Bsta1|CD157|Ly65	bone marrow stromal cell antigen 1	protein-coding	32.11	29.41	38.32	27.15	28.37
chr17-25967	chr17	29164228	29165444	+	31.4	17.187	intron (NM_153166, intron 14 of 20)	intron (NM_153166, intron 14 of 20)	29780	NM_001002786	442827	Mm.440341	NM_001002786	ENSMUSG00000064147	Rab44	9830134C10Rik	RAB44, member RAS oncogene family	protein-coding	35.81	36.76	39.69	29.46	28.37
chr17-6952	chr17	84155954	84156744	+	30.9	17.852999999999998	Intergenic	Intergenic	31598	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	35.81	30.54	30.11	23.68	29.2
chr2-12589	chr2	102909065	102910097	+	30.6	14.157	Intergenic	Intergenic	-7916	NM_001177786	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	33.34	26.58	33.76	35.81	35.88
chr18-12921	chr18	55815816	55816864	+	30.4	41.73	Intergenic	(CCCCCA)n|Simple_repeat|Simple_repeat	-615792	NM_026240	107022	Mm.24356	NM_026240	ENSMUSG00000001700	Gramd3	9030613F08Rik|9130427A09Rik|AW061306|NS3TP2	GRAM domain containing 3	protein-coding	30.26	21.49	44.25	25.42	35.88
chr15-12711	chr15	78577469	78578855	+	30.3	9.12	Intergenic	(TGGA)n|Simple_repeat|Simple_repeat	-5379	NM_009008	19354	Mm.1972	NM_009008	ENSMUSG00000033220	Rac2	AI323801|AI452260	RAS-related C3 botulinum substrate 2	protein-coding	30.26	26.58	30.11	24.26	17.52
chr7-19552	chr7	63928952	63929890	+	30.2	16.49	intron (NM_021366, intron 1 of 1)	intron (NM_021366, intron 1 of 1)	9494	NM_021366	50794	Mm.240473	NM_021366	ENSMUSG00000052040	Klf13	0610043C13Rik|9430029L20Rik|Bteb3|FKLF-2|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel-like factor 13	protein-coding	32.72	29.97	29.65	27.73	29.2
chr15-3606	chr15	78248243	78248871	+	30.1	13.812999999999999	intron (NM_008677, intron 1 of 9)	intron (NM_008677, intron 1 of 9)	3746	NM_008677	17972	Mm.2068	NM_008677	ENSMUSG00000071715	Ncf4	AI451400|p40phox	neutrophil cytosolic factor 4	protein-coding	32.11	19.79	31.93	28.88	38.38
chr15-6127	chr15	3233581	3234459	+	30.1	29.326999999999998	Intergenic	RMER10B|LTR|ERVL	-36747	NM_001042613	20363	Mm.392203	NM_009155	ENSMUSG00000064373	Sepp1	AU018766|D15Ucla1|Se-P|selp	selenoprotein P, plasma, 1	protein-coding	33.34	38.46	30.56	25.42	29.2
chr1-6955	chr1	39896396	39897026	+	29.7	25.473000000000003	Intergenic	MLT1A1|LTR|ERVL-MaLR	-4202	NM_001252202	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	31.49	26.02	26.46	18.48	34.21
chr7-13748	chr7	80386713	80388167	+	29.4	12.937000000000001	intron (NM_010194, intron 1 of 18)	intron (NM_010194, intron 1 of 18)	506	NM_010194	14159	Mm.48757	NM_010194	ENSMUSG00000053158	Fes	AI586313|BB137047|FPS|c-fes	feline sarcoma oncogene	protein-coding	44.46	33.37	43.79	28.3	59.24
chr5-16872	chr5	124051235	124052157	+	29.4	27.947	Intergenic	G-rich|Low_complexity|Low_complexity	-19436	NM_177876	330192	Mm.4079	NM_177876	ENSMUSG00000066278	Vps37b	2300007F24Rik|AI415429|BC026744	vacuolar protein sorting 37B (yeast)	protein-coding	27.79	26.58	31.02	20.8	30.87
chr15-15409	chr15	77809838	77811156	+	29.4	12.562999999999999	intron (NM_022410, intron 2 of 40)	intron (NM_022410, intron 2 of 40)	31678	NM_022410	17886	Mm.29677	NM_022410	ENSMUSG00000022443	Myh9	Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6	myosin, heavy polypeptide 9, non-muscle	protein-coding	33.34	21.49	28.28	31.19	29.2
chr5-8812	chr5	149267181	149268213	+	29.1	11.732999999999999	intron (NM_009663, intron 1 of 4)	intron (NM_009663, intron 1 of 4)	2639	NM_009663	11690	Mm.19844	NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding	24.08	23.19	26.0	16.17	33.37
chr2-12072	chr2	102947534	102948324	+	29.1	16.57	Intergenic	ERV3-16A3_LTR|LTR|ERVL	-46264	NM_001177786	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	26.55	33.93	30.11	23.68	17.52
chr6-16595	chr6	48672780	48673848	+	29.1	15.317	Intergenic	RMER19B2|LTR|ERVK	-2821	NM_174960	317758	Mm.116971	NM_174960	ENSMUSG00000051124	Gimap9	A630002K24|BB145400	GTPase, IMAP family member 9	protein-coding	33.34	22.06	32.85	28.3	34.21
chr4-15809	chr4	101174851	101176197	+	29.0	12.71	intron (NM_146145, intron 8 of 24)	intron (NM_146145, intron 8 of 24)	89758	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	24.7	24.88	34.21	18.48	36.71
chr2-16461	chr2	22810505	22811501	+	29.0	18.273	intron (NM_019456, intron 1 of 13)	intron (NM_019456, intron 1 of 13)	36676	NM_019456	54519	Mm.14255	NM_019456	ENSMUSG00000026786	Apbb1ip	9930118P07Rik|Prp48	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	protein-coding	32.11	28.84	26.92	28.3	30.04
chr7-13525	chr7	127104273	127105167	+	28.9	33.266999999999996	Intergenic	Intergenic	13284	NM_178901	101602	Mm.490357	NM_178901	ENSMUSG00000045165	AI467606	-	expressed sequence AI467606	protein-coding	33.96	18.66	31.02	36.39	28.37
chr15-18324	chr15	103254701	103255853	+	28.9	38.867	5' UTR (NM_008685, exon 1 of 3)	5' UTR (NM_008685, exon 1 of 3)	139	NM_008685	18022	Mm.457989	NM_008685	ENSMUSG00000058794	Nfe2	45kDa|NF-E2|p45|p45NFE2|p45nf-e2	nuclear factor, erythroid derived 2	protein-coding	32.72	16.4	33.76	27.73	34.21
chr4-17128	chr4	59156600	59157738	+	28.7	13.823	Intergenic	Intergenic	-32381	NM_011673	22234	Mm.198803	NM_011673	ENSMUSG00000028381	Ugcg	AU043821|C80537|Epcs21|GlcT-1|Ugcgl	UDP-glucose ceramide glucosyltransferase	protein-coding	29.02	27.15	22.35	23.68	26.7
chr10-5292	chr10	19583924	19584800	+	28.6	16.65	Intergenic	Intergenic	-7596	NM_010511	15979	Mm.549	NM_010511	ENSMUSG00000020009	Ifngr1	CD119|IFN-gammaR|Ifgr|Ifngr|Nktar	interferon gamma receptor 1	protein-coding	22.85	23.75	36.5	24.26	42.55
chr17-7851	chr17	84267677	84268553	+	28.3	17.852999999999998	intron (NM_183021, intron 30 of 37)	intron (NM_183021, intron 30 of 37)	-80168	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	33.34	28.84	34.67	27.15	46.72
chr17-22282	chr17	84176836	84177868	+	27.7	8.62	Intergenic	B2_Mm1t|SINE|B2	10595	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	19.14	16.4	23.27	26.57	27.53
chr1-4358	chr1	85687284	85687784	+	27.6	27.833000000000002	intron (NM_013673, intron 11 of 19)	intron (NM_013673, intron 11 of 19)	37484	NM_013673	20684	Mm.290906	NM_013673	ENSMUSG00000026222	Sp100	A430075G10Rik	nuclear antigen Sp100	protein-coding	30.87	29.41	36.95	35.24	44.22
chr2-22824	chr2	117995960	117996728	+	27.6	11.407	Intergenic	Intergenic	-115578	NM_011580	21825	Mm.4159	NM_011580	ENSMUSG00000040152	Thbs1	TSP-1|TSP1|Thbs-1|tbsp1	thrombospondin 1	protein-coding	30.87	28.28	26.0	25.42	32.54
chr17-4535	chr17	34295821	34296699	+	27.5	20.253	Intergenic	Intergenic	-8489	NM_010378	14960	Mm.235338	NM_010378	ENSMUSG00000036594	H2-Aa	Aalpha|H-2Aa|H2Aa|I-Aalpha|IAalpha|Ia-1|Ia1	histocompatibility 2, class II antigen A, alpha	protein-coding	35.19	26.58	32.85	29.46	32.54
chr7-4457	chr7	18873301	18873801	+	27.1	33.59	Intergenic	Intergenic	-11139	NM_009402	21946	Mm.21855	NM_009402	ENSMUSG00000030413	Pglyrp1	PGRP|PGRP-S|Pglyrp|Tag7|Tasg7|Tnfsf3l	peptidoglycan recognition protein 1	protein-coding	19.76	12.44	17.34	13.86	17.52
chr9-5537	chr9	42108206	42108836	+	27.0	12.052999999999999	intron (NM_011436, intron 1 of 47)	intron (NM_011436, intron 1 of 47)	15768	NM_011436	20660	Mm.121920	NM_011436	0	Sorl1	2900010L19Rik|AI596264|AW261561|LR11|SorLA|gp250|mSorLA	sortilin-related receptor, LDLR class A repeats-containing	protein-coding	27.79	26.02	23.72	27.73	35.88
chr5-5327	chr5	100584996	100585620	+	27.0	21.636999999999997	Intergenic	MLT1G|LTR|ERVL-MaLR	-13103	NM_139198	231507	Mm.34609	NM_139198	ENSMUSG00000029322	Plac8	C15|D5Wsu111e	placenta-specific 8	protein-coding	26.55	19.79	23.72	27.73	32.54
chr4-7522	chr4	59167590	59168340	+	27.0	13.597000000000001	Intergenic	ORR1A2-int|LTR|ERVL-MaLR	-21585	NM_011673	22234	Mm.198803	NM_011673	ENSMUSG00000028381	Ugcg	AU043821|C80537|Epcs21|GlcT-1|Ugcgl	UDP-glucose ceramide glucosyltransferase	protein-coding	32.72	28.28	22.35	27.15	33.37
chr8-16866	chr8	72324578	72325708	+	26.6	13.562999999999999	Intergenic	Intergenic	6081	NM_008452	16598	Mm.26938	NM_008452	ENSMUSG00000055148	Klf2	Lklf	Kruppel-like factor 2 (lung)	protein-coding	22.23	26.58	22.35	32.93	30.87
chr5-17303	chr5	140659149	140660433	+	26.2	5.643	Intergenic	Intergenic	-10760	NM_175274	78339	Mm.28947	NM_175274	ENSMUSG00000036565	Ttyh3	2900029G13Rik|AI414930	tweety homolog 3 (Drosophila)	protein-coding	23.46	18.1	23.27	25.99	26.7
chr8-9572	chr8	83776480	83777274	+	26.1	12.787	Intergenic	Intergenic	-35566	NM_001163031	26364	Mm.334648	NM_011925	ENSMUSG00000002885	Cd97	AA409984|TM7LN1	CD97 antigen	protein-coding	22.23	19.23	23.72	21.95	20.86
chr7-31460	chr7	101461706	101463208	+	26.1	8.142999999999999	intron (NM_001243757, intron 2 of 30)	intron (NM_001243757, intron 2 of 30)	11205	NM_001143849	207728	Mm.247564	NM_001008548	ENSMUSG00000030653	Pde2a	CGS-PDE|cGSPDE	phosphodiesterase 2A, cGMP-stimulated	protein-coding	19.14	28.28	26.92	20.8	42.55
chr2-24510	chr2	102886789	102887825	+	26.0	5.632999999999999	intron (NM_001177787, intron 1 of 10)	intron (NM_001177787, intron 1 of 10)	14358	NM_001177787	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	22.23	14.7	16.42	15.02	20.86
chr8-9374	chr8	75083388	75084802	+	26.0	28.136999999999997	Intergenic	Intergenic	-9523	NM_010442	15368	Mm.276389	NM_010442	ENSMUSG00000005413	Hmox1	D8Wsu38e|HO-1|HO1|Hemox|Hmox|Hsp32	heme oxygenase (decycling) 1	protein-coding	25.32	18.66	25.09	22.53	29.2
chr12-6019	chr12	70218500	70219410	+	25.6	8.287	intron (NM_133198, intron 3 of 19)	MTE2b|LTR|ERVL-MaLR	8728	NM_133198	110095	Mm.256926	NM_133198	ENSMUSG00000021069	Pygl	-	liver glycogen phosphorylase	protein-coding	37.66	22.62	29.65	20.8	34.21
chr2-22610	chr2	164360411	164361323	+	25.6	10.6	Intergenic	Intergenic	-4360	NM_011414	20568	Mm.371583	NM_011414	ENSMUSG00000017002	Slpi	-	secretory leukocyte peptidase inhibitor	protein-coding	17.29	25.45	24.63	16.75	25.03
chr10-15020	chr10	112000170	112001078	+	25.4	14.113	Intergenic	MER44B|DNA|TcMar-Tigger	-3360	NM_028608	73690	Mm.173790	NM_028608	ENSMUSG00000056888	Glipr1	2410114O14Rik|RTVP-1|RTVP1|mRTVP-1	GLI pathogenesis-related 1 (glioma)	protein-coding	24.7	26.58	29.2	20.22	30.04
chr4-14422	chr4	130910294	130911314	+	25.4	17.137	Intergenic	Intergenic	-2530	NM_010686	16792	Mm.271868	NM_010686	ENSMUSG00000028581	Laptm5	E3	lysosomal-associated protein transmembrane 5	protein-coding	30.26	33.37	28.74	25.99	30.04
chr13-15824	chr13	54992107	54993277	+	25.0	18.923	intron (NM_153131, intron 2 of 15)	intron (NM_153131, intron 2 of 15)	28127	NM_001206391	212032	Mm.267479	NM_001033245	ENSMUSG00000025877	Hk3	HK III|HK-III	hexokinase 3	protein-coding	32.11	23.75	21.44	23.11	30.87
chr1-12358	chr1	134082320	134083072	+	24.9	11.25	Intergenic	Intergenic	-3541	NM_007570	12227	Mm.392646	NM_007570	ENSMUSG00000020423	Btg2	AA959598|APRO1|Pc3|TIS21	B cell translocation gene 2, anti-proliferative	protein-coding	28.4	15.84	10.04	23.68	5.01
chr12-7872	chr12	102301660	102302520	+	24.9	10.67	intron (NM_001161365, intron 1 of 9)	intron (NM_001161365, intron 1 of 9)	18449	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding	18.52	20.93	18.7	15.02	27.53
chr15-8639	chr15	9572571	9573453	+	24.9	9.993	Intergenic	Intergenic	-43136	NM_008372	16197	Mm.389	NM_008372	ENSMUSG00000003882	Il7r	CD127|IL-7Ralpha	interleukin 7 receptor	protein-coding	24.7	29.41	19.16	25.99	25.86
chr13-5099	chr13	117224967	117225979	+	24.8	15.63	intron (NM_010330, intron 1 of 8)	L1MC4|LINE|L1	4900	NM_010330	13723	Mm.274926	NM_010330	ENSMUSG00000021728	Emb	AL022799|Gp70	embigin	protein-coding	44.46	29.41	25.09	23.11	42.55
chr16-9918	chr16	36921457	36922335	+	24.7	12.333	intron (NM_030035, intron 14 of 21)	(TTTC)n|Simple_repeat|Simple_repeat	-13087	NM_008225	15163	Mm.4091	NM_008225	ENSMUSG00000022831	Hcls1	AW213261|HS1	hematopoietic cell specific Lyn substrate 1	protein-coding	29.02	19.79	22.35	22.53	24.2
chr1-7283	chr1	39926005	39926631	+	24.6	18.517	intron (NM_008696, intron 2 of 30)	intron (NM_008696, intron 2 of 30)	25405	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	20.99	20.36	34.21	18.48	27.53
chr11-26493	chr11	52320635	52321559	+	24.3	10.843	Intergenic	Intergenic	-38526	NM_009331	21414	Mm.31630	NM_009331	ENSMUSG00000000782	Tcf7	AI465550|TCF-1|Tcf1	transcription factor 7, T cell specific	protein-coding	19.14	30.54	24.18	23.68	17.52
chr19-5992	chr19	57099813	57100625	+	24.3	21.54	intron (NM_001290813, intron 6 of 20)	ORR1E|LTR|ERVL-MaLR	18805	NM_001103178	226251	Mm.217161	NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding	28.4	24.32	26.92	24.84	22.53
chr15-9656	chr15	75117298	75118062	+	24.1	19.423	Intergenic	RMER5|LTR|ERV1	-5731	NM_001099217	100041546	Mm.482110	NM_001099217	ENSMUSG00000022584	Ly6c2	Ly-6C.2|Ly-6C2	lymphocyte antigen 6 complex, locus C2	protein-coding	22.85	15.27	20.53	23.68	24.2
chr17-10774	chr17	84163267	84164113	+	24.1	18.003	Intergenic	Intergenic	24257	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	27.79	24.88	25.09	31.19	25.03
chr7-12112	chr7	127082459	127083255	+	23.9	12.227	Intergenic	RLTR14|LTR|ERV1	-8579	NM_178901	101602	Mm.490357	NM_178901	ENSMUSG00000045165	AI467606	-	expressed sequence AI467606	protein-coding	24.08	24.88	18.25	27.15	26.7
chr5-13058	chr5	142974652	142975428	+	23.6	13.443	Intergenic	Intergenic	14685	NM_007984	14086	Mm.289707	NM_007984	ENSMUSG00000029581	Fscn1	AI663989|Fan1|fascin-1	fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)	protein-coding	22.23	14.7	21.9	22.53	30.04
chr19-12825	chr19	57090943	57092263	+	23.6	10.127	intron (NM_001290813, intron 6 of 20)	intron (NM_001290813, intron 6 of 20)	27421	NM_001103178	226251	Mm.217161	NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding	19.14	25.45	24.18	25.42	25.86
chr5-14814	chr5	149229310	149230062	+	23.5	33.097	Intergenic	G-rich|Low_complexity|Low_complexity	-35372	NM_009663	11690	Mm.19844	NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding	33.34	15.84	30.56	21.37	16.69
chr17-14896	chr17	33563682	33564586	+	23.4	10.902999999999999	intron (NM_053214, intron 1 of 27)	intron (NM_053214, intron 1 of 27)	8427	NM_053214	17916	Mm.42019	NM_053214	ENSMUSG00000024300	Myo1f	C330006B10Rik	myosin IF	protein-coding	19.76	20.93	18.25	21.37	18.36
chr14-6580	chr14	47373491	47374489	+	23.4	15.09	intron (NM_001145953, intron 1 of 5)	CpG	130	NM_001145953	16854	Mm.248615	NM_010705	ENSMUSG00000050335	Lgals3	GBP|L-34|Mac-2|gal3	lectin, galactose binding, soluble 3	protein-coding	17.91	15.84	20.53	16.75	15.02
chr1-15376	chr1	165694784	165695908	+	23.0	14.123	intron (NM_001038846, intron 1 of 5)	intron (NM_001038846, intron 1 of 5)	12748	NM_178593	226594	Mm.265552	NM_178593	ENSMUSG00000040723	Rcsd1	A430105K13Rik|BC025872	RCSD domain containing 1	protein-coding	19.14	19.23	23.27	25.99	31.7
chr4-16059	chr4	140770459	140771595	+	22.9	18.71	intron (NM_011061, intron 1 of 15)	(TA)n|Simple_repeat|Simple_repeat	3176	NM_011061	18602	Mm.250358	NM_011061	ENSMUSG00000025330	Padi4	Pad4|Pdi4	peptidyl arginine deiminase, type IV	protein-coding	22.23	15.27	25.55	21.37	32.54
chr6-10974	chr6	88811144	88812290	+	22.7	26.993000000000002	intron (NM_011844, intron 5 of 7)	(CGGGGG)n|Simple_repeat|Simple_repeat	30218	NM_030251	80283	Mm.166858	NM_030251	ENSMUSG00000030083	Abtb1	AI847549|BC003234|BPOZ|EF1ABP	ankyrin repeat and BTB (POZ) domain containing 1	protein-coding	29.64	23.19	20.98	16.17	18.36
chr7-7407	chr7	101457762	101458262	+	22.4	15.007	intron (NM_001243758, intron 2 of 30)	intron (NM_001243758, intron 2 of 30)	6760	NM_001143849	207728	Mm.247564	NM_001008548	ENSMUSG00000030653	Pde2a	CGS-PDE|cGSPDE	phosphodiesterase 2A, cGMP-stimulated	protein-coding	29.02	22.62	28.28	23.68	31.7
chr1-11127	chr1	39895454	39896082	+	22.4	13.817	Intergenic	Intergenic	-5145	NM_001252202	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	26.55	13.57	26.0	27.73	21.69
chr8-9820	chr8	119817245	119818173	+	22.3	6.12	intron (NM_028071, intron 3 of 3)	intron (NM_028071, intron 3 of 3)	22870	NM_028071	72042	Mm.393405	NM_028071	ENSMUSG00000031827	Cotl1	1810074P22Rik|2010004C08Rik|Clp	coactosin-like 1 (Dictyostelium)	protein-coding	21.61	19.23	26.0	19.64	12.51
chr18-4609	chr18	56435666	56436304	+	22.2	12.513	intron (NM_026240, intron 1 of 13)	L1MA7|LINE|L1	3853	NM_026240	107022	Mm.24356	NM_026240	ENSMUSG00000001700	Gramd3	9030613F08Rik|9130427A09Rik|AW061306|NS3TP2	GRAM domain containing 3	protein-coding	18.52	14.14	18.25	15.6	30.87
chr14-9007	chr14	73400873	73401679	+	22.2	7.67	Intergenic	Intergenic	-16005	NM_008410	16432	Mm.4266	NM_008410	ENSMUSG00000022108	Itm2b	AI256040|Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2	integral membrane protein 2B	protein-coding	16.05	14.14	14.14	18.48	15.85
chr6-10080	chr6	136683443	136684329	+	22.1	16.07	Intergenic	MER74C|LTR|ERVL	-21993	NM_025806	66857	Mm.3311	NM_025806	ENSMUSG00000030214	Plbd1	1100001H23Rik	phospholipase B domain containing 1	protein-coding	23.46	24.88	24.63	17.91	20.86
chr7-8581	chr7	30410206	30410836	+	22.1	8.717	Intergenic	(TCC)n|Simple_repeat|Simple_repeat	-3267	NM_011662	22177	Mm.46301	NM_011662	ENSMUSG00000030579	Tyrobp	DAP12|KARAP|Ly83	TYRO protein tyrosine kinase binding protein	protein-coding	9.88	12.44	7.3	11.55	6.67
chr4-26694	chr4	140783002	140783930	+	21.9	7.393	Intergenic	Intergenic	-9263	NM_011061	18602	Mm.250358	NM_011061	ENSMUSG00000025330	Padi4	Pad4|Pdi4	peptidyl arginine deiminase, type IV	protein-coding	19.76	13.57	17.34	14.44	21.69
chr15-9786	chr15	80593208	80593960	+	21.7	11.523	intron (NM_001289442, intron 1 of 7)	intron (NM_001289442, intron 1 of 7)	20987	NM_001289442	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding	17.91	14.7	21.9	24.26	14.18
chr15-10813	chr15	83042315	83043213	+	21.7	8.163	Intergenic	Intergenic	-9367	NM_001271412	74039	Mm.32584	NM_028728	0	Nfam1	4921501M20Rik|Cnaip	Nfat activating molecule with ITAM motif 1	protein-coding	23.46	21.49	19.62	18.48	20.86
chr1-23006	chr1	165711640	165712668	+	21.6	12.17	Intergenic	Intergenic	-4060	NM_001038846	226594	Mm.265552	NM_178593	ENSMUSG00000040723	Rcsd1	A430105K13Rik|BC025872	RCSD domain containing 1	protein-coding	22.23	18.1	22.35	19.06	28.37
chr7-16714	chr7	63994545	63995513	+	21.6	6.492999999999999	Intergenic	Intergenic	-56114	NM_021366	50794	Mm.240473	NM_021366	ENSMUSG00000052040	Klf13	0610043C13Rik|9430029L20Rik|Bteb3|FKLF-2|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel-like factor 13	protein-coding	12.97	9.61	11.86	15.02	10.01
chr10-12903	chr10	60343414	60344276	+	21.6	5.807	intron (NM_023370, intron 37 of 68)	intron (NM_023370, intron 37 of 68)	-3006	NM_001159572	74048	Mm.273584	NM_028732	ENSMUSG00000020101	4632428N05Rik	Dies1|PD-1H|VISTA	RIKEN cDNA 4632428N05 gene	protein-coding	13.58	13.57	9.58	9.24	17.52
chr2-24364	chr2	22789861	22790901	+	21.5	14.573	intron (NM_019456, intron 1 of 13)	intron (NM_019456, intron 1 of 13)	16054	NM_019456	54519	Mm.14255	NM_019456	ENSMUSG00000026786	Apbb1ip	9930118P07Rik|Prp48	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	protein-coding	29.02	27.15	25.09	20.8	32.54
chr7-23069	chr7	128042408	128043214	+	21.4	8.453	Intergenic	Intergenic	-19829	NM_001082960	16409	Mm.262106	NM_008401	ENSMUSG00000030786	Itgam	CD11b/CD18|CR3|CR3A|Cd11b|F730045J24Rik|Ly-40|MAC1|Mac-1|Mac-1a	integrin alpha M	protein-coding	22.85	19.79	23.27	20.22	25.03
chr15-7262	chr15	9567011	9567763	+	21.4	14.177	Intergenic	Intergenic	-37511	NM_008372	16197	Mm.389	NM_008372	ENSMUSG00000003882	Il7r	CD127|IL-7Ralpha	interleukin 7 receptor	protein-coding	14.82	22.62	19.62	22.53	18.36
chr1-12423	chr1	39959604	39960238	+	21.3	12.78	intron (NM_008696, intron 2 of 30)	intron (NM_008696, intron 2 of 30)	59008	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	17.91	20.36	15.97	22.53	21.69
chr7-20530	chr7	63957067	63958167	+	21.2	12.523	Intergenic	Intergenic	-18702	NM_021366	50794	Mm.240473	NM_021366	ENSMUSG00000052040	Klf13	0610043C13Rik|9430029L20Rik|Bteb3|FKLF-2|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel-like factor 13	protein-coding	25.32	16.4	18.25	20.22	20.86
chr13-14643	chr13	55014235	55015617	+	21.2	10.33	intron (NM_001033245, intron 3 of 18)	intron (NM_001033245, intron 3 of 18)	5893	NM_001206391	212032	Mm.267479	NM_001033245	ENSMUSG00000025877	Hk3	HK III|HK-III	hexokinase 3	protein-coding	20.99	22.62	16.88	22.53	18.36
