PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr1-7975	chr1	155159548	155160798	+	45.9	17.793	intron (NM_021433, intron 1 of 7)	intron (NM_021433, intron 1 of 7)	1470	NM_021433	58244	Mm.66264	NM_021433	ENSMUSG00000026470	Stx6	2310039E05Rik|2410005I16Rik|AA437559|AI415714|AI845861	syntaxin 6	protein-coding	67.92	48.64	54.74	64.7	25.03
chr3-25813	chr3	94378768	94381272	+	45.5	17.51	intron (NR_121656, intron 1 of 9)	intron (NR_121656, intron 1 of 9)	2588	NM_001293734	19885	Mm.4372	NM_011281	ENSMUSG00000028150	Rorc	Nr1f3|RORgamma|TOR|Thor	RAR-related orphan receptor gamma	protein-coding	55.57	45.24	29.65	55.45	31.7
chr12-9518	chr12	73612613	73614085	+	45.5	15.237	intron (NM_008856, intron 1 of 13)	intron (NM_008856, intron 1 of 13)	28308	NM_008856	18755	Mm.341677	NM_008856	ENSMUSG00000021108	Prkch	Pkch	protein kinase C, eta	protein-coding	56.19	42.42	35.13	60.07	38.38
chr11-21629	chr11	117092508	117094062	+	44.7	9.837	Intergenic	IMPB_01|Satellite|Satellite	15937	NR_105853	102465258	0	NR_105853	0	Mir6516	mmu-mir-6516	microRNA mir-6516	ncRNA	49.4	44.68	48.81	48.52	15.85
chr6-16042	chr6	99050219	99052087	+	44.5	8.7	intron (NM_053202, intron 5 of 18)	PB1D10|SINE|Alu	-22855	NM_001197322	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding	45.69	53.73	41.97	58.34	34.21
chr2-12202	chr2	102398151	102399583	+	44.5	9.94	intron (NM_020267, intron 1 of 4)	L1ME3B|LINE|L1	2033	NM_020267	80985	Mm.315002	NM_020267	ENSMUSG00000027189	Trim44	Dipb|Mc7	tripartite motif-containing 44	protein-coding	59.89	45.24	49.73	47.94	25.03
chr12-19055	chr12	85429515	85431151	+	44.5	19.833	Intergenic	Intergenic	-43568	NM_010234	14281	Mm.246513	NM_010234	ENSMUSG00000021250	Fos	D12Rfj1|c-fos|cFos	FBJ osteosarcoma oncogene	protein-coding	46.31	41.29	46.99	50.83	33.37
chr1-25322	chr1	106559592	106561700	+	44.1	23.01	intron (NM_009741, intron 1 of 1)	(TTA)n|Simple_repeat|Simple_repeat	153644	NM_009741	12043	Mm.257460	NM_009741	ENSMUSG00000057329	Bcl2	AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik	B cell leukemia/lymphoma 2	protein-coding	36.43	45.81	41.51	45.63	27.53
chr17-18680	chr17	47534014	47536132	+	44.0	8.83	intron (NM_001081636, intron 1 of 6)	intron (NM_001081636, intron 1 of 6)	30022	NM_001081636	12445	Mm.27291	NM_007632	ENSMUSG00000034165	Ccnd3	9230106B05Rik|AA682053|AL024085|AW146355|C78795	cyclin D3	protein-coding	45.07	39.59	50.18	50.83	33.37
chr17-24817	chr17	88041297	88042807	+	43.6	17.1	intron (NM_001081034, intron 1 of 22)	intron (NM_001081034, intron 1 of 22)	23233	NM_001081034	225055	Mm.386857	NM_001081034	ENSMUSG00000005371	Fbxo11	C80048|Jf	F-box protein 11	protein-coding	54.34	39.02	36.04	57.19	31.7
chr8-18790	chr8	10989779	10991581	+	43.2	24.993000000000002	intron (NM_001081212, intron 1 of 1)	intron (NM_001081212, intron 1 of 1)	-17170	NR_046017	619321	Mm.403007	NR_046017	ENSMUSG00000096938	9530052E02Rik	-	RIKEN cDNA 9530052E02 gene	ncRNA	50.63	41.29	38.78	52.57	26.7
chr17-5493	chr17	29155566	29156626	+	42.9	19.787	TTS (NM_153166)	TTS (NM_153166)	21040	NM_001002786	442827	Mm.440341	NM_001002786	ENSMUSG00000064147	Rab44	9830134C10Rik	RAB44, member RAS oncogene family	protein-coding	48.16	40.72	42.88	49.1	32.54
chr4-5540	chr4	136122780	136123670	+	42.8	28.906999999999996	Intergenic	Intergenic	-20597	NM_008321	15903	Mm.110	NM_008321	0	Id3	Hlh462|Idb3|bHLHb25	inhibitor of DNA binding 3	protein-coding	37.66	41.85	41.97	46.21	15.85
chr2-7416	chr2	18919980	18921182	+	42.4	21.326999999999998	intron (NM_008845, intron 1 of 9)	RMER4B|LTR|ERVK	77540	NM_008845	18718	Mm.313977	NM_008845	ENSMUSG00000026737	Pip4k2a	AW742916|Pip5k2a	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	protein-coding	35.81	40.72	38.78	46.79	29.2
chr11-15111	chr11	54248230	54249388	+	42.2	8.67	intron (NM_009969, intron 2 of 3)	intron (NM_009969, intron 2 of 3)	1090	NM_009969	12981	Mm.4922	NM_009969	0	Csf2	Csfgm|GMCSF|Gm-CSf|MGI-IGM	colony stimulating factor 2 (granulocyte-macrophage)	protein-coding	37.05	40.15	35.58	40.44	25.03
chr7-17696	chr7	100158892	100160610	+	42.0	43.073	intron (NM_026010, intron 1 of 1)	CpG	474	NM_026010	67164	Mm.46777	NM_026010	0	Lipt2	2610209A20Rik	lipoyl(octanoyl) transferase 2 (putative)	protein-coding	51.25	37.89	42.43	45.63	30.04
chr1-18141	chr1	66814656	66815718	+	42.0	18.45	intron (NM_001122738, intron 1 of 14)	intron (NM_001122738, intron 1 of 14)	2408	NM_001122738	68691	Mm.240912	NM_177645	ENSMUSG00000026004	Kansl1l	1110028C15Rik|1190030G24|AI427598|C430010P07Rik|mKIAA4189	KAT8 regulatory NSL complex subunit 1-like	protein-coding	46.31	43.55	54.74	47.37	30.87
chr13-7104	chr13	51969915	51971431	+	42.0	25.06	Intergenic	(TG)n|Simple_repeat|Simple_repeat	123998	NM_011817	23882	Mm.281298	NM_011817	ENSMUSG00000021453	Gadd45g	AI327420|C86281|CR6|DDIT2|OIG37	growth arrest and DNA-damage-inducible 45 gamma	protein-coding	35.19	37.33	35.58	34.66	20.86
chr4-41682	chr4	141141681	141143165	+	41.8	45.827	Intergenic	Intergenic	-2627	NR_102344	213491	Mm.332006	NM_174996	ENSMUSG00000040842	Szrd1	1110022I03|D4Ertd22e	SUZ RNA binding domain containing 1	protein-coding	61.13	40.15	40.6	50.83	25.03
chr1-13803	chr1	131831887	131833645	+	41.8	15.827	intron (NM_173865, intron 2 of 10)	intron (NM_173865, intron 2 of 10)	4754	NM_173865	98396	Mm.389181	NM_173865	ENSMUSG00000013275	Slc41a1	AI573938|B230315F01Rik	solute carrier family 41, member 1	protein-coding	56.19	47.51	36.04	46.21	27.53
chr2-16364	chr2	117389539	117391075	+	41.4	11.77	Intergenic	Intergenic	-47430	NM_011246	19419	Mm.42150	NM_011246	ENSMUSG00000027347	Rasgrp1	Rasgrp	RAS guanyl releasing protein 1	protein-coding	43.84	40.72	37.86	44.48	25.03
chr2-10439	chr2	158678109	158679245	+	41.1	16.803	intron (NM_001159662, intron 1 of 10)	(TGAA)n|Simple_repeat|Simple_repeat	11542	NM_001159662	228852	Mm.150540	NM_153089	ENSMUSG00000037754	Ppp1r16b	ANKRD4|C130078N17Rik|TIMAP|Wdt4	protein phosphatase 1, regulatory (inhibitor) subunit 16B	protein-coding	40.13	36.76	36.04	35.81	20.86
chr16-7377	chr16	23110309	23111971	+	41.0	12.467	TTS (NR_034048)	TTS (NR_034048)	370	NR_034048	100217420	Mm.260084	NR_034048	0	Snora81	MBI-61	small nucleolar RNA, H/ACA box 81	snoRNA	58.66	48.07	46.99	51.41	32.54
chr11-38179	chr11	87421278	87422444	+	40.9	16.687	intron (NM_031386, intron 1 of 30)	RMER15|LTR|ERVL	-5730	NM_001199293	83560	Mm.440758	NM_031386	ENSMUSG00000010342	Tex14	C85585	testis expressed gene 14	protein-coding	32.72	26.58	35.13	38.12	18.36
chr11-17416	chr11	99198152	99199750	+	40.9	9.847000000000001	Intergenic	RMER4A|LTR|ERVK	32066	NM_020618	57376	Mm.379086	NM_020618	ENSMUSG00000037935	Smarce1	2810417B20Rik|5830412H02Rik|9030408N19Rik|Baf27	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	protein-coding	46.31	31.67	42.88	51.99	20.02
chr3-12242	chr3	107061302	107062510	+	40.8	11.443	Intergenic	Intergenic	22402	NR_033498	229694	Mm.347584	NM_173787	ENSMUSG00000056145	AI504432	A230102G19	expressed sequence AI504432	ncRNA	41.37	27.71	29.2	46.79	24.2
chr3-20441	chr3	68761047	68762931	+	40.5	34.913000000000004	Intergenic	(CCCCCA)n|Simple_repeat|Simple_repeat	70565	NM_008351	16159	Mm.103783	NM_008351	ENSMUSG00000027776	Il12a	IL-12p35|Il-12a|Ll12a|p35	interleukin 12a	protein-coding	54.95	40.15	34.21	46.21	22.53
chr8-10647	chr8	95426791	95428193	+	40.1	6.447	intron (NM_008187, intron 1 of 5)	intron (NM_008187, intron 1 of 5)	7377	NM_008187	14894	Mm.2080	NM_008187	ENSMUSG00000031796	Cfap20	2600014O15Rik|AL024127|Gtl3|T10-2A2	cilia and flagella associated protein 20	protein-coding	32.11	24.32	27.83	34.08	22.53
chr2-10545	chr2	172401521	172402449	+	40.0	16.057000000000002	intron (NM_001276422, intron 1 of 5)	intron (NM_001276422, intron 1 of 5)	8191	NM_001276422	320664	Mm.210195	NM_001033538	ENSMUSG00000074570	Cass4	F730031O20Rik	Cas scaffolding protein family member 4	protein-coding	40.13	33.37	30.56	44.48	23.36
chr7-6968	chr7	25385782	25386950	+	40.0	29.177	TTS (NR_073028)	TTS (NR_073028)	3746	NM_001039507	16890	Mm.158548	NM_010719	ENSMUSG00000003123	Lipe	4933403G17Rik|HSL	lipase, hormone sensitive	protein-coding	46.31	49.77	49.73	54.88	30.87
chr10-17909	chr10	80955152	80956616	+	40.0	18.442999999999998	intron (NM_001038655, intron 2 of 3)	intron (NM_001038655, intron 2 of 3)	25793	NM_008655	17873	Mm.1360	NM_008655	ENSMUSG00000015312	Gadd45b	AI323528|Myd118	growth arrest and DNA-damage-inducible 45 beta	protein-coding	43.22	29.41	28.74	42.75	27.53
chr15-12358	chr15	62734766	62736522	+	39.8	9.897	Intergenic	Intergenic	-516193	NR_003523	67552	Mm.484027	NM_026230	0	H2afy3	4933432H23Rik	H2A histone family, member Y3	pseudo	45.07	44.68	39.23	39.28	24.2
chr4-31468	chr4	11087820	11088700	+	39.6	21.76	Intergenic	Intergenic	-12055	NM_001085493	76947	Mm.275265	NM_001085493	ENSMUSG00000050323	Ndufaf6	2310030N02Rik	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	protein-coding	30.26	28.84	20.53	32.35	16.69
chr5-3271	chr5	139150335	139151235	+	39.1	34.513000000000005	exon (NM_001081265, exon 1 of 13)	exon (NM_001081265, exon 1 of 13)	562	NM_001081265	433956	Mm.5547	NM_001081265	ENSMUSG00000025857	Heatr2	BC053401|C76907	HEAT repeat containing 2	protein-coding	25.93	18.66	25.09	31.19	18.36
chr2-36952	chr2	180704379	180706071	+	39.0	7.992999999999999	intron (NM_001291432, intron 1 of 5)	B4A|SINE|B4	-3123	NM_011805	23856	Mm.253836	NM_011805	ENSMUSG00000038914	Dido1	6720461J16Rik|D130048F08Rik|DATF-1|DIO-1|Datf1	death inducer-obliterator 1	protein-coding	54.34	35.06	33.76	46.79	29.2
chr5-17421	chr5	107754404	107756164	+	39.0	15.213	intron (NM_007964, intron 17 of 17)	intron (NM_007964, intron 17 of 17)	-29479	NM_001267621	14581	Mm.2078	NM_010278	ENSMUSG00000029275	Gfi1	AW495828|Gfi-1|Pal-1|Pal1	growth factor independent 1	protein-coding	44.46	31.67	33.76	46.21	19.19
chr11-19374	chr11	96826153	96827419	+	38.7	22.307	intron (NM_008686, intron 2 of 4)	intron (NM_008686, intron 2 of 4)	-2659	NM_001130452	18023	Mm.6743	NM_008686	ENSMUSG00000038615	Nfe2l1	AA408798|AW212678|LCR-F1|Lcrf1|NRF1|TCF-11|TCF11	nuclear factor, erythroid derived 2,-like 1	protein-coding	44.46	43.55	32.85	42.75	20.86
chr2-16280	chr2	11619477	11620989	+	38.7	9.187000000000001	Intergenic	Intergenic	-17034	NM_152824	76938	Mm.182769	NM_152824	ENSMUSG00000037197	Rbm17	2700027J02Rik	RNA binding motif protein 17	protein-coding	37.66	37.33	36.5	39.28	25.86
chr11-21779	chr11	88555078	88557206	+	38.3	10.17	intron (NM_054043, intron 6 of 13)	intron (NM_054043, intron 6 of 13)	162087	NM_054043	76626	Mm.400451	NM_054043	ENSMUSG00000069769	Msi2	1700105C15Rik|AI451722|AI563628|AW489193|Msi2h	musashi RNA-binding protein 2	protein-coding	47.54	33.93	29.2	46.21	24.2
chr4-22794	chr4	134101940	134103564	+	38.3	32.013000000000005	intron (NR_045571, intron 1 of 13)	CpG	169	NR_045571	67586	Mm.282029	NM_026257	ENSMUSG00000012126	Ubxn11	4930506L07Rik|D4Bwg1540e|Soc|Soci|Ubxd5	UBX domain protein 11	protein-coding	46.31	33.37	37.41	44.48	28.37
chr17-15587	chr17	84418100	84419248	+	37.8	12.91	intron (NM_183021, intron 21 of 37)	B1_Mus1|SINE|Alu	47534	NM_183021	240174	Mm.246767	NM_177826	ENSMUSG00000024251	Thada	6530405K19|A930021O22|AU019899|BC052885|GITA	thyroid adenoma associated	protein-coding	32.72	29.97	31.48	35.24	12.51
chr1-25116	chr1	193226547	193228295	+	37.7	9.453	intron (NM_008288, intron 5 of 6)	intron (NM_008288, intron 5 of 6)	14939	NM_001044751	15483	Mm.28328	NM_008288	ENSMUSG00000016194	Hsd11b1	-	hydroxysteroid 11-beta dehydrogenase 1	protein-coding	33.96	32.8	25.55	39.86	23.36
chr12-19539	chr12	25154900	25156514	+	37.6	12.55	Intergenic	Intergenic	26533	NR_045844	432641	Mm.112955	NR_045844	0	Gm17746	-	predicted gene, 17746	ncRNA	40.75	33.93	35.58	50.26	24.2
chr4-9625	chr4	129830182	129831260	+	37.6	15.167	intron (NM_001164745, intron 1 of 5)	L2a|LINE|L2	10013	NM_001164745	19244	Mm.193688	NM_008974	ENSMUSG00000028788	Ptp4a2	Prl-2	protein tyrosine phosphatase 4a2	protein-coding	43.84	26.58	36.95	46.21	29.2
chr12-3636	chr12	78224972	78225734	+	37.5	17.713	Intergenic	Intergenic	-1302	NM_172952	268566	Mm.341742	NM_145965	ENSMUSG00000047454	Gphn	5730552E08Rik|AI662856|BC027112|C230040D23|GPH|GPHRYN|geph	gephyrin	protein-coding	38.28	21.49	31.48	30.04	17.52
chr5-11217	chr5	67394503	67395449	+	36.9	9.052999999999999	3' UTR (NM_001164806, exon 5 of 5)	3' UTR (NM_001164806, exon 5 of 5)	32823	NM_001164806	666938	Mm.101339	NM_001164806	ENSMUSG00000092060	Bend4	D330027G24Rik|EG666938	BEN domain containing 4	protein-coding	33.34	36.76	24.63	47.37	30.04
chr14-3232	chr14	73339649	73340791	+	36.8	13.577	Intergenic	Intergenic	-14429	NM_009029	19645	Mm.273862	NM_009029	ENSMUSG00000022105	Rb1	Rb|Rb-1|pRb	retinoblastoma 1	protein-coding	38.9	39.02	31.48	49.1	30.04
chr7-10028	chr7	75778146	75779270	+	36.3	12.2	Intergenic	Intergenic	-69630	NM_001122780	207952	Mm.206223	NM_029652	ENSMUSG00000055652	Klhl25	2810402K13Rik|BC027373|Enc-1	kelch-like 25	protein-coding	43.84	39.59	32.85	42.17	18.36
chr11-11343	chr11	58020788	58021782	+	36.3	12.887	intron (NM_028451, intron 1 of 18)	intron (NM_028451, intron 1 of 18)	12221	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	40.75	32.8	34.67	45.06	28.37
chr1-17895	chr1	60853021	60854081	+	36.1	23.3	Intergenic	Intergenic	-55474	NM_009843	12477	Mm.390	NM_009843	ENSMUSG00000026011	Ctla4	Cd152|Ctla-4|Ly-56	cytotoxic T-lymphocyte-associated protein 4	protein-coding	34.58	37.89	35.58	43.32	20.86
chr9-18654	chr9	88728098	88730070	+	35.6	11.982999999999999	intron (NM_007536, intron 1 of 1)	(GA)n|Simple_repeat|Simple_repeat	2766	NM_007536	12047	Mm.378888	NM_007536	ENSMUSG00000096581	Bcl2a1d	A1-d	B cell leukemia/lymphoma 2 related protein A1d	protein-coding	40.75	27.15	45.16	35.24	8.34
chr11-32777	chr11	54126861	54127943	+	35.5	14.207	intron (NM_011031, intron 13 of 15)	intron (NM_011031, intron 13 of 15)	26478	NM_001136076	18452	Mm.3705	NM_011031	ENSMUSG00000018906	P4ha2	AA407196|C76437|P4hl	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide	protein-coding	32.11	32.8	32.39	39.28	25.86
chr10-8979	chr10	85915636	85916528	+	35.5	39.693000000000005	intron (NM_181650, intron 2 of 11)	intron (NM_181650, intron 2 of 11)	863	NM_181650	72843	Mm.25307	NM_181650	ENSMUSG00000035529	Prdm4	1700031E19Rik|2810470D21Rik|AW552272|SC-1	PR domain containing 4	protein-coding	42.6	34.5	41.51	35.81	22.53
chr1-12173	chr1	52115988	52116980	+	35.3	15.307	Intergenic	Intergenic	-2954	NM_009283	20846	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding	24.7	21.49	29.2	30.04	20.02
chr6-16123	chr6	145073059	145074143	+	35.1	9.26	intron (NM_007532, intron 1 of 10)	RMER6A|LTR|ERVK	2556	NM_007532	12035	Mm.4606	NM_007532	ENSMUSG00000030268	Bcat1	BCATc|Eca39	branched chain aminotransferase 1, cytosolic	protein-coding	51.87	38.46	31.02	48.52	5.01
chr11-16880	chr11	83639897	83640879	+	35.1	17.593	Intergenic	Intergenic	8990	NM_011337	20302	Mm.1282	NM_011337	ENSMUSG00000000982	Ccl3	AI323804|G0S19-1|LD78alpha|MIP-1alpha|MIP1-(a)|MIP1-alpha|Mip1a|Scya3	chemokine (C-C motif) ligand 3	protein-coding	33.96	30.54	40.15	38.12	23.36
chr1-15486	chr1	80748628	80750106	+	35.0	19.64	intron (NM_175291, intron 1 of 55)	MTA_Mm|LTR|ERVL-MaLR	9186	NM_175291	210293	Mm.133473	NM_175291	ENSMUSG00000038608	Dock10	9330153B10Rik|A630054M16Rik|Jr4|Jr5|R75174|ZIZ3|Zizimin3|mKIAA0694	dedicator of cytokinesis 10	protein-coding	35.81	37.33	26.0	47.94	15.85
chr11-25754	chr11	103694810	103696198	+	34.9	12.552999999999999	intron (NM_019650, intron 1 of 5)	B1F2|SINE|Alu	2206	NM_019650	56494	Mm.195451	NM_019650	ENSMUSG00000020946	Gosr2	2310032N09Rik|C76855|Gs27|SNARE|membrin	golgi SNAP receptor complex member 2	protein-coding	38.28	32.24	29.2	50.26	22.53
chr8-15940	chr8	54518226	54520090	+	34.8	3.727	Intergenic	URR1B|DNA|hAT-Charlie	10840	NM_029701	76687	Mm.86437	NM_029701	ENSMUSG00000054408	Spcs3	1810011E08Rik	signal peptidase complex subunit 3 homolog (S. cerevisiae)	protein-coding	30.26	31.67	32.39	31.77	18.36
chr9-2753	chr9	106453631	106454509	+	34.5	33.823	intron (NM_021567, intron 1 of 12)	CpG	232	NM_021567	59092	Mm.286394	NM_021567	ENSMUSG00000023495	Pcbp4	1200003L19Rik|AlphaCP-4	poly(rC) binding protein 4	protein-coding	30.87	28.84	26.92	31.19	20.02
chr4-27975	chr4	129187382	129188836	+	34.4	12.38	intron (NM_029036, intron 1 of 6)	intron (NM_029036, intron 1 of 6)	1373	NM_029036	74648	Mm.172064	NM_029036	ENSMUSG00000040928	S100pbp	4930429A08Rik|AI851343|S100pbpr	S100P binding protein	protein-coding	45.07	28.84	39.69	37.55	24.2
chr6-12669	chr6	52802088	52803032	+	34.3	11.573	intron (NM_173406, intron 3 of 4)	intron (NM_173406, intron 3 of 4)	88831	NM_025816	52440	Mm.389757	NM_025816	ENSMUSG00000004535	Tax1bp1	1200003J11Rik|1700069J21Rik|AA930106|D6Ertd404e|D6Ertd772e|T6bp|TXBP151	Tax1 (human T cell leukemia virus type I) binding protein 1	protein-coding	34.58	20.93	26.0	30.62	20.02
chr16-15641	chr16	32059907	32061293	+	34.2	13.257	intron (NM_177326, intron 1 of 14)	RSINE1|SINE|B4	18742	NM_177326	224105	Mm.234204	NM_177326	ENSMUSG00000022781	Pak2	5330420P17Rik|A130002K10Rik|AI836325|D16Ertd269e|PAK-2|mKIAA4182	p21 protein (Cdc42/Rac)-activated kinase 2	protein-coding	40.13	25.45	26.0	48.52	30.87
chr15-12296	chr15	101249527	101250535	+	33.8	17.003	Intergenic	Intergenic	-16815	NM_010444	15370	Mm.119	NM_010444	ENSMUSG00000023034	Nr4a1	GFRP1|Gfrp|Hbr-1|Hbr1|Hmr|N10|NGFI-B|NGFIB|NP10|TIS1|TR3|nur77	nuclear receptor subfamily 4, group A, member 1	protein-coding	25.32	29.41	20.07	32.35	18.36
chr16-13477	chr16	55835745	55836633	+	33.4	19.407	intron (NM_030612, intron 2 of 13)	intron (NM_030612, intron 2 of 13)	2452	NM_001159395	80859	Mm.247272	NM_030612	ENSMUSG00000035356	Nfkbiz	AA408868|INAP|Mail	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta	protein-coding	31.49	30.54	27.37	30.04	11.68
chr11-25699	chr11	86753740	86754886	+	33.0	10.913	intron (NM_001003908, intron 1 of 31)	intron (NM_001003908, intron 1 of 31)	3179	NM_001003908	67300	Mm.254588	NM_001003908	ENSMUSG00000047126	Cltc	3110065L21Rik|CHC|R74732	clathrin, heavy polypeptide (Hc)	protein-coding	33.96	19.23	24.63	40.44	15.02
chr4-13106	chr4	63486099	63487393	+	32.9	16.473	intron (NM_028640, intron 1 of 11)	intron (NM_028640, intron 1 of 11)	9245	NM_001008793	73750	Mm.300397	NM_028640	ENSMUSG00000039137	Whrn	1110035G07Rik|AW122018|AW742671|C430046P22Rik|Dfnb31|wi	whirlin	protein-coding	26.55	28.28	39.69	39.28	25.86
chr5-19624	chr5	76303342	76304258	+	32.9	44.12	intron (NM_001289826, intron 1 of 22)	CpG	748	NM_007715	12753	Mm.3552	NM_007715	ENSMUSG00000029238	Clock	5330400M04Rik|KAT13D|bHLHe8|mKIAA0334	circadian locomotor output cycles kaput	protein-coding	27.79	22.06	24.63	32.93	20.86
chr11-20444	chr11	97399776	97401230	+	32.8	35.94	Intergenic	Intergenic	37952	NM_138657	192157	Mm.34339	NM_138657	ENSMUSG00000038485	Socs7	2310063P06Rik|C85125|Nap4	suppressor of cytokine signaling 7	protein-coding	33.96	22.62	26.46	30.04	18.36
chr5-16133	chr5	113814536	113815584	+	32.8	18.41	Intergenic	Intergenic	-14708	NM_146162	231633	Mm.41681	NM_146162	ENSMUSG00000054675	Tmem119	AW208946|BC025600|obif	transmembrane protein 119	protein-coding	33.34	31.11	36.04	41.59	24.2
chr19-7557	chr19	46521855	46522767	+	32.7	7.603	Intergenic	B1_Mus1|SINE|Alu	20663	NM_053100	93679	Mm.392177	NM_053100	ENSMUSG00000025034	Trim8	AA408830|BB006755|GERP|Rnf27	tripartite motif-containing 8	protein-coding	41.37	19.23	20.07	37.55	24.2
chr2-7741	chr2	34407110	34407986	+	32.7	23.81	intron (NM_001290626, intron 1 of 10)	intron (NM_001290626, intron 1 of 10)	697	NM_001290626	227743	Mm.270866	NM_177345	ENSMUSG00000038696	Mapkap1	AI591529|D230039K05Rik|Sin1	mitogen-activated protein kinase associated protein 1	protein-coding	38.28	15.27	37.41	34.66	22.53
chr16-3815	chr16	32878773	32879915	+	32.6	11.57	intron (NM_027226, intron 1 of 8)	RMER21A|LTR|ERV1	1560	NM_001159349	69823	Mm.12831	NM_027226	ENSMUSG00000022800	Fyttd1	2010005M05Rik|3830411L18Rik|3830421F13Rik|4933423A17Rik|AI098218|AW539567|C85190	forty-two-three domain containing 1	protein-coding	40.75	27.15	27.83	41.01	25.03
chr10-11579	chr10	19956036	19957486	+	32.3	6.937	intron (NM_008580, intron 1 of 29)	intron (NM_008580, intron 1 of 29)	22235	NM_008580	26408	Mm.6595	NM_008580	ENSMUSG00000071369	Map3k5	7420452D20Rik|ASK|ASK1|MAPKKK5|Mekk5	mitogen-activated protein kinase kinase kinase 5	protein-coding	30.87	21.49	20.07	30.04	18.36
chr11-17237	chr11	88106822	88107704	+	32.2	16.257	intron (NM_198013, intron 1 of 10)	B1_Mus2|SINE|Alu	8117	NM_198013	103841	Mm.374846	NM_198013	ENSMUSG00000018378	Cuedc1	AI841487|C330016O16Rik	CUE domain containing 1	protein-coding	36.43	35.06	31.02	34.08	22.53
chr3-10894	chr3	95637814	95638718	+	32.2	15.39	Intergenic	Intergenic	13286	NM_019561	56205	Mm.241365	NM_019561	ENSMUSG00000038619	Ensa	1700020C18Rik|2610007F17Rik|AI451924	endosulfine alpha	protein-coding	35.19	26.02	22.35	36.39	6.67
chr6-25225	chr6	140560184	140561138	+	32.2	20.666999999999998	intron (NM_144920, intron 15 of 30)	C-rich|Low_complexity|Low_complexity	-62002	NM_178803	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	29.02	21.49	15.97	38.7	9.18
chr1-21132	chr1	153319633	153320793	+	32.1	18.52	intron (NM_010683, intron 1 of 27)	intron (NM_010683, intron 1 of 27)	12573	NM_010683	226519	Mm.1249	NM_010683	ENSMUSG00000026478	Lamc1	Lamb2	laminin, gamma 1	protein-coding	32.11	28.84	33.76	37.55	22.53
chr3-9059	chr3	52881071	52882245	+	31.7	15.93	Intergenic	Intergenic	46008	NR_040555	622124	Mm.389434	NR_040555	0	Gm20750	-	predicted gene, 20750	ncRNA	36.43	32.8	31.93	35.81	20.02
chr17-4136	chr17	27000085	27000989	+	31.6	8.96	Intergenic	Intergenic	-17498	NM_001251881	70772	Mm.440437	NM_027544	ENSMUSG00000048731	Ggnbp1	0610031G08Rik|mdf	gametogenetin binding protein 1	protein-coding	28.4	23.19	29.2	30.04	17.52
chr7-9657	chr7	75800798	75801810	+	31.6	13.097000000000001	Intergenic	Intergenic	-47034	NM_001122780	207952	Mm.206223	NM_029652	ENSMUSG00000055652	Klhl25	2810402K13Rik|BC027373|Enc-1	kelch-like 25	protein-coding	42.6	40.15	39.23	42.75	20.86
chr17-8485	chr17	27179687	27180841	+	31.4	10.967	Intergenic	Intergenic	-12500	NM_173027	271424	Mm.209679	NM_173027	ENSMUSG00000024210	Ip6k3	D830007E07Rik|Ihpk3	inositol hexaphosphate kinase 3	protein-coding	25.32	20.36	34.67	35.81	21.69
